date,pm10,pm25
2023-04-14 22,32,14
2023-04-14 23,29,12
2023-04-15 00,22,8
2023-04-15 01,17,9
2023-04-15 02,17,10
2023-04-15 03,15,10
2023-04-15 04,22,9
2023-04-15 05,20,7
2023-04-15 06,18,8
2023-04-15 07,19,9
2023-04-15 08,19,11
2023-04-15 09,20,13
2023-04-15 10,21,13
2023-04-15 11,21,14
2023-04-15 12,20,13
2023-04-15 13,22,11
2023-04-15 14,20,9
2023-04-15 15,18,9
2023-04-15 16,21,11
2023-04-15 17,25,13
2023-04-15 18,24,12
2023-04-15 19,19,11
2023-04-15 20,19,13
2023-04-15 21,19,12
2023-04-15 22,22,11
2023-04-15 23,23,12
