date,pm10,pm25
2023-01-07 08,121,89
2023-01-07 09,135,93
2023-01-07 10,149,95
2023-01-07 11,152,89
2023-01-07 12,138,72
2023-01-07 13,124,53
2023-01-07 14,116,38
2023-01-07 15,118,31
2023-01-07 16,119,28
2023-01-07 17,114,27
2023-01-07 18,105,29
2023-01-07 19,99,31
2023-01-07 20,97,31
2023-01-07 21,95,32
2023-01-07 22,95,33
2023-01-07 23,97,33
2023-01-08 00,99,35
2023-01-08 01,97,38
2023-01-08 02,93,42
2023-01-08 03,92,41
2023-01-08 04,87,38
2023-01-08 05,81,35
2023-01-08 06,76,34
2023-01-08 07,74,33
2023-01-08 08,75,31
2023-01-08 09,75,32
2023-01-08 10,74,34
2023-01-08 11,76,34
2023-01-08 12,77,33
2023-01-08 13,75,29
2023-01-08 14,70,22
2023-01-08 15,65,17
2023-01-08 16,63,17
2023-01-08 17,62,19
2023-01-08 18,66,25
2023-01-08 19,74,29
2023-01-08 20,82,34
2023-01-08 21,91,39
2023-01-08 22,89,42
2023-01-08 23,85,42
2023-01-09 00,82,42
2023-01-09 01,79,40
2023-01-09 02,75,38
2023-01-09 03,75,39
2023-01-09 04,72,37
2023-01-09 05,67,36
2023-01-09 06,64,34
2023-01-09 07,62,35
2023-01-09 08,61,35
2023-01-09 09,62,35
2023-01-09 10,66,36
2023-01-09 11,71,36
2023-01-09 12,80,38
2023-01-09 13,88,40
2023-01-09 14,95,39
2023-01-09 15,,
2023-01-09 16,,
2023-01-09 17,88,37
2023-01-09 18,77,38
2023-01-09 19,69,38
2023-01-09 20,67,39
2023-01-09 21,72,41
2023-01-09 22,79,46
2023-01-09 23,86,51
2023-01-10 00,93,54
2023-01-10 01,94,56
2023-01-10 02,93,58
2023-01-10 03,89,54
2023-01-10 04,80,48
2023-01-10 05,72,42
2023-01-10 06,67,39
2023-01-10 07,66,38
2023-01-10 08,66,40
2023-01-10 09,67,41
2023-01-10 10,67,37
2023-01-10 11,68,38
2023-01-10 12,69,39
2023-01-10 13,68,36
2023-01-10 14,58,29
2023-01-10 15,49,21
2023-01-10 16,40,15
2023-01-10 17,36,10
2023-01-10 18,35,9
2023-01-10 19,34,13
2023-01-10 20,35,16
2023-01-10 21,42,20
2023-01-10 22,47,24
2023-01-10 23,49,25
2023-01-11 00,47,28
2023-01-11 01,45,30
2023-01-11 02,45,30
2023-01-11 03,42,31
2023-01-11 04,40,32
2023-01-11 05,37,29
2023-01-11 06,36,27
2023-01-11 07,35,26
2023-01-11 08,34,25
2023-01-11 09,34,24
2023-01-11 10,35,21
2023-01-11 11,34,21
2023-01-11 12,35,20
2023-01-11 13,35,18
2023-01-11 14,37,17
2023-01-11 15,36,14
2023-01-11 16,36,14
2023-01-11 17,38,18
2023-01-11 18,38,21
2023-01-11 19,42,23
2023-01-11 20,48,27
2023-01-11 21,52,30
2023-01-11 22,53,31
2023-01-11 23,51,34
2023-01-12 00,49,35
2023-01-12 01,48,35
2023-01-12 02,42,34
2023-01-12 03,43,35
2023-01-12 04,41,33
2023-01-12 05,39,31
2023-01-12 06,36,29
2023-01-12 07,35,28
2023-01-12 08,32,28
2023-01-12 09,34,27
2023-01-12 10,34,25
2023-01-12 11,35,24
2023-01-12 12,36,25
2023-01-12 13,37,22
2023-01-12 14,38,17
2023-01-12 15,37,16
2023-01-12 16,34,15
2023-01-12 17,29,12
2023-01-12 18,28,11
2023-01-12 19,31,14
2023-01-12 20,35,18
2023-01-12 21,38,23
2023-01-12 22,41,27
2023-01-12 23,35,26
2023-01-13 00,29,24
2023-01-13 01,30,23
2023-01-13 02,33,24
2023-01-13 03,33,26
2023-01-13 04,29,26
2023-01-13 05,23,22
2023-01-13 06,21,19
2023-01-13 07,18,18
2023-01-13 08,16,13
2023-01-13 09,10,7
2023-01-13 10,3,
2023-01-13 11,1,
2023-01-13 12,2,0
2023-01-13 13,4,3
2023-01-13 14,7,3
2023-01-13 15,10,4
2023-01-13 16,10,5
2023-01-13 17,11,7
2023-01-13 18,12,10
2023-01-13 19,15,13
2023-01-13 20,20,17
2023-01-13 21,23,19
2023-01-13 22,23,19
2023-01-13 23,25,20
2023-01-14 00,25,19
2023-01-14 01,24,18
2023-01-14 02,23,16
2023-01-14 03,22,17
2023-01-14 04,21,16
2023-01-14 05,21,16
2023-01-14 06,20,15
2023-01-14 07,18,14
2023-01-14 08,19,14
2023-01-14 09,19,16
2023-01-14 10,21,20
2023-01-14 11,21,21
2023-01-14 12,17,
2023-01-14 13,12,
2023-01-14 14,6,
2023-01-14 15,4,
2023-01-14 16,2,
2023-01-14 17,2,2
2023-01-14 18,5,2
2023-01-14 19,5,5
2023-01-14 20,5,
2023-01-14 21,5,
2023-01-14 22,5,
2023-01-14 23,6,
2023-01-15 00,6,
2023-01-15 01,8,8
2023-01-15 02,11,8
2023-01-15 03,9,9
2023-01-15 04,10,10
2023-01-15 05,12,10
2023-01-15 06,12,9
2023-01-15 07,11,8
2023-01-15 08,10,7
2023-01-15 09,9,8
2023-01-15 10,8,7
2023-01-15 11,5,
2023-01-15 12,3,
2023-01-15 13,3,
2023-01-15 14,8,5
2023-01-15 15,11,6
2023-01-15 16,14,9
2023-01-15 17,15,7
2023-01-15 18,16,7
2023-01-15 19,19,10
2023-01-15 20,20,13
2023-01-15 21,19,13
2023-01-15 22,19,12
2023-01-15 23,19,13
