date,pm10,pm25
2023-02-11 02,27,27
2023-02-11 03,30,
2023-02-11 04,32,
2023-02-11 05,30,
2023-02-11 06,30,29
2023-02-11 07,31,30
2023-02-11 08,31,30
2023-02-11 09,34,31
2023-02-11 10,36,30
2023-02-11 11,35,28
2023-02-11 12,34,29
2023-02-11 13,36,29
2023-02-11 14,34,27
2023-02-11 15,35,25
2023-02-11 16,35,24
2023-02-11 17,34,24
2023-02-11 18,37,24
2023-02-11 19,42,30
2023-02-11 20,48,39
2023-02-11 21,53,44
2023-02-11 22,54,46
2023-02-11 23,51,46
2023-02-12 00,50,45
2023-02-12 01,49,43
2023-02-12 02,50,44
2023-02-12 03,49,44
2023-02-12 04,48,42
2023-02-12 05,44,39
2023-02-12 06,39,38
2023-02-12 07,36,34
2023-02-12 08,34,32
2023-02-12 09,39,32
2023-02-12 10,40,32
2023-02-12 11,40,31
2023-02-12 12,37,29
2023-02-12 13,33,26
2023-02-12 14,29,24
2023-02-12 15,30,25
2023-02-12 16,31,26
2023-02-12 17,31,31
2023-02-12 18,32,
2023-02-12 19,32,
2023-02-12 20,31,
2023-02-12 21,32,
2023-02-12 22,37,35
2023-02-12 23,39,38
2023-02-13 00,36,
2023-02-13 01,35,
2023-02-13 02,33,
2023-02-13 03,,
2023-02-13 04,42,
2023-02-13 05,42,39
2023-02-13 06,40,35
2023-02-13 07,40,29
2023-02-13 08,37,26
2023-02-13 09,36,26
2023-02-13 10,33,25
2023-02-13 11,29,22
2023-02-13 12,25,19
2023-02-13 13,21,17
2023-02-13 14,19,14
2023-02-13 15,17,11
2023-02-13 16,16,8
2023-02-13 17,,
2023-02-13 18,21,15
2023-02-13 19,24,15
2023-02-13 20,28,15
2023-02-13 21,28,16
2023-02-13 22,29,17
2023-02-13 23,30,16
2023-02-14 00,30,16
2023-02-14 01,28,20
2023-02-14 02,30,22
2023-02-14 03,33,24
2023-02-14 04,28,23
2023-02-14 05,26,22
2023-02-14 06,26,19
2023-02-14 07,26,19
2023-02-14 08,30,23
2023-02-14 09,32,24
2023-02-14 10,36,24
2023-02-14 11,36,25
2023-02-14 12,36,26
2023-02-14 13,33,23
2023-02-14 14,26,19
2023-02-14 15,23,15
2023-02-14 16,19,14
2023-02-14 17,20,15
2023-02-14 18,23,19
2023-02-14 19,28,22
2023-02-14 20,33,25
2023-02-14 21,38,27
2023-02-14 22,35,28
2023-02-14 23,29,28
2023-02-15 00,25,25
2023-02-15 01,22,
2023-02-15 02,25,21
2023-02-15 03,23,19
2023-02-15 04,19,16
2023-02-15 05,16,13
2023-02-15 06,16,12
2023-02-15 07,16,12
2023-02-15 08,15,12
2023-02-15 09,14,12
2023-02-15 10,14,11
2023-02-15 11,12,10
2023-02-15 12,8,6
2023-02-15 13,6,4
2023-02-15 14,6,5
2023-02-15 15,10,7
2023-02-15 16,11,9
2023-02-15 17,12,11
2023-02-15 18,14,11
2023-02-15 19,16,13
2023-02-15 20,17,14
2023-02-15 21,12,
2023-02-15 22,11,
2023-02-15 23,11,
