date,pm10,pm25
2023-03-01 01,15,8
2023-03-01 02,18,7
2023-03-01 03,19,9
2023-03-01 04,18,10
2023-03-01 05,17,11
2023-03-01 06,18,14
2023-03-01 07,19,14
2023-03-01 08,20,16
2023-03-01 09,22,16
2023-03-01 10,25,17
2023-03-01 11,28,18
2023-03-01 12,30,18
2023-03-01 13,28,15
2023-03-01 14,24,11
2023-03-01 15,21,8
2023-03-01 16,17,5
2023-03-01 17,14,4
2023-03-01 18,20,12
2023-03-01 19,46,31
2023-03-01 20,64,47
2023-03-01 21,64,49
2023-03-01 22,59,45
2023-03-01 23,52,39
2023-03-02 00,43,32
2023-03-02 01,35,24
2023-03-02 02,28,17
2023-03-02 03,27,14
2023-03-02 04,31,14
2023-03-02 05,33,15
2023-03-02 06,33,16
2023-03-02 07,33,16
2023-03-02 08,31,15
2023-03-02 09,30,13
2023-03-02 10,30,10
2023-03-02 11,32,8
2023-03-02 12,35,5
2023-03-02 13,34,4
2023-03-02 14,33,2
2023-03-02 15,31,2
2023-03-02 16,30,3
2023-03-02 17,29,4
2023-03-02 18,31,6
2023-03-02 19,33,10
2023-03-02 20,36,12
2023-03-02 21,40,15
2023-03-02 22,42,20
2023-03-02 23,45,22
2023-03-03 00,44,23
2023-03-03 01,40,22
2023-03-03 02,34,20
2023-03-03 03,36,19
2023-03-03 04,39,19
2023-03-03 05,40,19
2023-03-03 06,41,19
2023-03-03 07,40,20
2023-03-03 08,40,22
2023-03-03 09,39,21
2023-03-03 10,34,17
2023-03-03 11,29,9
2023-03-03 12,28,8
2023-03-03 13,29,7
2023-03-03 14,31,6
2023-03-03 15,37,8
2023-03-03 16,37,11
2023-03-03 17,39,14
2023-03-03 18,42,17
2023-03-03 19,44,20
2023-03-03 20,43,22
2023-03-03 21,40,21
2023-03-03 22,39,22
2023-03-03 23,41,22
2023-03-04 00,42,23
2023-03-04 01,43,26
2023-03-04 02,43,27
2023-03-04 03,43,29
2023-03-04 04,42,31
2023-03-04 05,39,31
2023-03-04 06,40,31
2023-03-04 07,41,31
2023-03-04 08,45,32
2023-03-04 09,52,32
2023-03-04 10,56,34
2023-03-04 11,57,35
2023-03-04 12,58,33
2023-03-04 13,63,33
2023-03-04 14,69,35
2023-03-04 15,74,37
2023-03-04 16,76,39
2023-03-04 17,78,44
2023-03-04 18,80,49
2023-03-04 19,86,53
2023-03-04 20,92,59
2023-03-04 21,97,64
2023-03-04 22,102,67
2023-03-04 23,107,69
2023-03-05 00,107,72
2023-03-05 01,106,77
2023-03-05 02,106,76
2023-03-05 03,102,75
2023-03-05 04,95,71
2023-03-05 05,90,70
2023-03-05 06,86,69
2023-03-05 07,86,69
2023-03-05 08,87,76
2023-03-05 09,90,77
2023-03-05 10,91,74
2023-03-05 11,86,66
2023-03-05 12,76,54
2023-03-05 13,65,40
2023-03-05 14,66,30
2023-03-05 15,64,24
2023-03-05 16,59,20
2023-03-05 17,56,19
2023-03-05 18,57,24
2023-03-05 19,61,27
2023-03-05 20,57,27
2023-03-05 21,52,29
2023-03-05 22,48,31
2023-03-05 23,44,33
2023-03-06 00,43,31
2023-03-06 01,41,30
2023-03-06 02,45,28
2023-03-06 03,47,29
2023-03-06 04,47,30
2023-03-06 05,44,30
2023-03-06 06,41,30
2023-03-06 07,39,32
2023-03-06 08,44,32
2023-03-06 09,,
2023-03-06 10,61,42
2023-03-06 11,67,42
2023-03-06 12,68,42
2023-03-06 13,64,36
2023-03-06 14,53,27
2023-03-06 15,52,26
2023-03-06 16,55,27
2023-03-06 17,55,26
2023-03-06 18,54,29
2023-03-06 19,51,32
2023-03-06 20,54,34
2023-03-06 21,59,35
2023-03-06 22,62,38
2023-03-06 23,64,40
2023-03-07 00,64,44
2023-03-07 01,65,44
2023-03-07 02,64,43
2023-03-07 03,63,45
2023-03-07 04,59,45
2023-03-07 05,55,43
2023-03-07 06,54,42
2023-03-07 07,53,40
2023-03-07 08,52,40
2023-03-07 09,52,38
2023-03-07 10,54,36
2023-03-07 11,56,33
2023-03-07 12,55,29
2023-03-07 13,47,17
2023-03-07 14,42,10
2023-03-07 15,44,7
2023-03-07 16,46,10
2023-03-07 17,50,13
2023-03-07 18,50,16
2023-03-07 19,50,17
2023-03-07 20,52,24
2023-03-07 21,60,29
2023-03-07 22,68,33
2023-03-07 23,68,34
2023-03-08 00,68,36
2023-03-08 01,66,37
2023-03-08 02,64,38
2023-03-08 03,62,38
2023-03-08 04,62,37
2023-03-08 05,61,38
2023-03-08 06,59,37
2023-03-08 07,58,37
2023-03-08 08,58,34
2023-03-08 09,57,32
2023-03-08 10,55,30
2023-03-08 11,55,28
2023-03-08 12,53,22
2023-03-08 13,53,20
2023-03-08 14,57,20
2023-03-08 15,56,17
2023-03-08 16,52,14
2023-03-08 17,50,14
2023-03-08 18,49,16
2023-03-08 19,48,18
2023-03-08 20,53,20
2023-03-08 21,53,26
2023-03-08 22,52,30
2023-03-08 23,49,26
2023-03-09 00,43,21
2023-03-09 01,39,21
2023-03-09 02,39,23
2023-03-09 03,41,26
2023-03-09 04,42,28
2023-03-09 05,42,26
2023-03-09 06,41,24
2023-03-09 07,41,26
2023-03-09 08,39,24
2023-03-09 09,37,21
2023-03-09 10,40,19
2023-03-09 11,32,9
2023-03-09 12,21,2
2023-03-09 13,23,5
2023-03-09 14,30,12
2023-03-09 15,36,16
2023-03-09 16,41,20
2023-03-09 17,47,22
2023-03-09 18,53,26
2023-03-09 19,58,31
2023-03-09 20,66,37
2023-03-09 21,74,43
2023-03-09 22,80,47
2023-03-09 23,82,53
2023-03-10 00,84,54
2023-03-10 01,83,53
2023-03-10 02,79,53
2023-03-10 03,75,51
2023-03-10 04,70,47
2023-03-10 05,65,45
2023-03-10 06,61,44
2023-03-10 07,55,42
2023-03-10 08,50,39
2023-03-10 09,48,35
2023-03-10 10,48,31
2023-03-10 11,49,30
2023-03-10 12,48,24
2023-03-10 13,45,14
2023-03-10 14,61,6
