date,pm10,pm25
2022-12-28 15,20,9
2022-12-28 16,25,16
2022-12-28 17,27,14
2022-12-28 18,27,19
2022-12-28 19,26,19
2022-12-28 20,28,26
2022-12-28 21,25,22
2022-12-28 22,25,23
2022-12-28 23,28,18
2022-12-29 00,24,14
2022-12-29 01,20,6
2022-12-29 02,19,12
2022-12-29 03,17,12
2022-12-29 04,16,16
2022-12-29 05,18,10
2022-12-29 06,21,15
2022-12-29 07,30,22
2022-12-29 08,30,23
2022-12-29 09,31,24
2022-12-29 10,24,18
2022-12-29 11,21,11
2022-12-29 12,14,5
2022-12-29 13,7,3
2022-12-29 14,7,1
2022-12-29 15,9,3
2022-12-29 16,11,5
2022-12-29 17,16,8
2022-12-29 18,16,15
2022-12-29 19,20,13
2022-12-29 20,21,18
2022-12-29 21,20,16
2022-12-29 22,22,16
2022-12-29 23,29,19
2022-12-30 00,29,18
2022-12-30 01,20,14
2022-12-30 02,24,22
2022-12-30 03,28,22
2022-12-30 04,23,22
2022-12-30 05,19,17
2022-12-30 06,20,20
2022-12-30 07,25,20
2022-12-30 08,23,17
2022-12-30 09,23,22
2022-12-30 10,32,16
2022-12-30 11,33,12
2022-12-30 12,28,11
2022-12-30 13,20,6
2022-12-30 14,19,4
2022-12-30 15,19,12
2022-12-30 16,21,10
2022-12-30 17,22,13
2022-12-30 18,26,18
2022-12-30 19,33,18
2022-12-30 20,29,19
2022-12-30 21,42,27
2022-12-30 22,37,20
2022-12-30 23,38,24
2022-12-31 00,29,21
2022-12-31 01,35,27
2022-12-31 02,41,29
2022-12-31 03,39,28
2022-12-31 04,33,20
2022-12-31 05,29,23
2022-12-31 06,24,19
2022-12-31 07,25,19
2022-12-31 08,23,22
2022-12-31 09,21,16
2022-12-31 10,23,12
2022-12-31 11,12,9
2022-12-31 12,3,1
2022-12-31 13,0,0
2022-12-31 14,2,2
2022-12-31 15,9,5
2022-12-31 16,13,6
2022-12-31 17,12,10
2022-12-31 18,18,8
2022-12-31 19,21,13
2022-12-31 20,19,14
2022-12-31 21,20,19
2022-12-31 22,23,15
2022-12-31 23,24,10
