date,pm10,pm25
2022-12-16 01,25,15
2022-12-16 02,26,17
2022-12-16 03,25,13
2022-12-16 04,26,17
2022-12-16 05,24,14
2022-12-16 06,25,14
2022-12-16 07,31,17
2022-12-16 08,33,17
2022-12-16 09,42,24
2022-12-16 10,33,18
2022-12-16 11,18,8
2022-12-16 12,13,1
2022-12-16 13,4,
2022-12-16 14,6,
2022-12-16 15,1,1
2022-12-16 16,5,0
2022-12-16 17,10,5
2022-12-16 18,11,5
2022-12-16 19,16,4
2022-12-16 20,11,6
2022-12-16 21,8,6
2022-12-16 22,10,6
2022-12-16 23,12,8
2022-12-17 00,8,5
2022-12-17 01,,2
2022-12-17 02,,5
2022-12-17 03,10,4
2022-12-17 04,11,4
2022-12-17 05,8,4
2022-12-17 06,10,3
2022-12-17 07,9,5
2022-12-17 08,13,7
2022-12-17 09,20,10
2022-12-17 10,20,11
2022-12-17 11,8,4
2022-12-17 12,7,2
2022-12-17 13,15,3
2022-12-17 14,9,6
2022-12-17 15,8,1
2022-12-17 16,9,4
2022-12-17 17,17,8
2022-12-17 18,18,13
2022-12-17 19,18,12
2022-12-17 20,22,12
2022-12-17 21,25,15
2022-12-17 22,15,12
2022-12-17 23,17,17
2022-12-18 00,20,15
2022-12-18 01,5,
2022-12-18 02,10,
2022-12-18 03,15,16
2022-12-18 04,18,16
2022-12-18 05,15,12
2022-12-18 06,15,12
2022-12-18 07,14,13
2022-12-18 08,16,12
2022-12-18 09,16,10
2022-12-18 10,14,6
2022-12-18 11,7,0
2022-12-18 12,0,
2022-12-18 13,6,0
2022-12-18 14,3,
2022-12-18 15,4,0
2022-12-18 16,7,4
2022-12-18 17,13,14
2022-12-18 18,15,9
2022-12-18 19,17,10
2022-12-18 20,15,8
2022-12-18 21,15,15
2022-12-18 22,14,7
2022-12-18 23,12,4
2022-12-19 00,14,2
2022-12-19 01,17,11
2022-12-19 02,14,13
2022-12-19 03,15,15
2022-12-19 04,16,12
2022-12-19 05,16,11
2022-12-19 06,13,15
2022-12-19 07,17,9
2022-12-19 08,18,15
2022-12-19 09,20,12
2022-12-19 10,24,8
2022-12-19 11,18,10
2022-12-19 12,16,2
2022-12-19 13,6,
2022-12-19 14,,
2022-12-19 15,2,
2022-12-19 16,22,15
2022-12-19 17,36,15
2022-12-19 18,39,12
2022-12-19 19,47,24
2022-12-19 20,50,24
2022-12-19 21,46,26
2022-12-19 22,38,22
2022-12-19 23,37,22
2022-12-20 00,32,26
2022-12-20 01,43,24
2022-12-20 02,37,20
2022-12-20 03,35,23
2022-12-20 04,30,25
2022-12-20 05,29,25
2022-12-20 06,29,23
2022-12-20 07,24,18
2022-12-20 08,35,19
2022-12-20 09,40,14
2022-12-20 10,44,13
2022-12-20 11,36,11
2022-12-20 12,35,25
2022-12-20 13,22,8
2022-12-20 14,17,
2022-12-20 15,18,0
2022-12-20 16,21,4
2022-12-20 17,22,9
2022-12-20 18,31,12
2022-12-20 19,42,19
2022-12-20 20,38,20
2022-12-20 21,41,22
2022-12-20 22,42,20
2022-12-20 23,37,23
2022-12-21 00,35,22
2022-12-21 01,28,24
2022-12-21 02,34,26
2022-12-21 03,34,23
2022-12-21 04,30,18
2022-12-21 05,24,13
2022-12-21 06,29,15
2022-12-21 07,26,12
2022-12-21 08,22,15
2022-12-21 09,22,13
2022-12-21 10,15,10
2022-12-21 11,15,9
2022-12-21 12,13,9
2022-12-21 13,13,13
2022-12-21 14,8,10
2022-12-21 15,6,7
2022-12-21 16,11,11
2022-12-21 17,14,12
2022-12-21 18,15,12
2022-12-21 19,15,16
2022-12-21 20,16,14
2022-12-21 21,14,12
2022-12-21 22,14,11
2022-12-21 23,18,14
2022-12-22 00,21,12
2022-12-22 01,11,6
2022-12-22 02,22,12
2022-12-22 03,19,14
2022-12-22 04,18,15
2022-12-22 05,22,10
2022-12-22 06,33,11
2022-12-22 07,40,13
2022-12-22 08,36,13
2022-12-22 09,42,15
2022-12-22 10,42,14
2022-12-22 11,14,4
2022-12-22 12,6,
2022-12-22 13,7,3
2022-12-22 14,10,5
2022-12-22 15,11,7
2022-12-22 16,11,5
2022-12-22 17,11,9
2022-12-22 18,21,10
2022-12-22 19,14,12
2022-12-22 20,15,11
2022-12-22 21,12,1
2022-12-22 22,10,7
2022-12-22 23,7,8
2022-12-23 00,8,3
2022-12-23 01,7,8
2022-12-23 02,12,6
2022-12-23 03,17,16
2022-12-23 04,15,15
2022-12-23 05,14,9
2022-12-23 06,9,11
2022-12-23 07,11,11
2022-12-23 08,,
2022-12-23 09,8,8
2022-12-23 10,9,7
2022-12-23 11,14,1
2022-12-23 12,10,0
2022-12-23 13,9,0
2022-12-23 14,10,3
2022-12-23 15,12,4
2022-12-23 16,21,7
2022-12-23 17,14,9
2022-12-23 18,14,8
2022-12-23 19,17,6
2022-12-23 20,12,8
2022-12-23 21,13,8
2022-12-23 22,12,9
2022-12-23 23,10,9
2022-12-24 00,9,9
2022-12-24 01,13,8
2022-12-24 02,12,5
2022-12-24 03,7,14
2022-12-24 04,10,11
2022-12-24 05,17,10
2022-12-24 06,10,8
2022-12-24 07,9,12
2022-12-24 08,9,14
2022-12-24 09,15,17
2022-12-24 10,27,12
2022-12-24 11,19,13
2022-12-24 12,2,4
2022-12-24 13,9,7
2022-12-24 14,7,1
2022-12-24 15,10,
2022-12-24 16,12,3
2022-12-24 17,14,5
2022-12-24 18,24,14
2022-12-24 19,30,21
2022-12-24 20,24,19
2022-12-24 21,26,21
2022-12-24 22,29,21
2022-12-24 23,33,19
2022-12-25 00,31,18
2022-12-25 01,36,15
2022-12-25 02,33,22
2022-12-25 03,27,24
2022-12-25 04,26,19
2022-12-25 05,19,17
2022-12-25 06,18,19
2022-12-25 07,20,19
2022-12-25 08,18,16
2022-12-25 09,22,20
2022-12-25 10,25,21
2022-12-25 11,21,12
2022-12-25 12,8,
2022-12-25 13,,
2022-12-25 14,,
2022-12-25 15,,
2022-12-25 16,2,1
2022-12-25 17,11,11
2022-12-25 18,9,8
2022-12-25 19,18,10
2022-12-25 20,16,12
2022-12-25 21,18,13
2022-12-25 22,19,12
2022-12-25 23,24,17
2022-12-26 00,20,15
2022-12-26 01,17,22
2022-12-26 02,20,19
2022-12-26 03,19,16
2022-12-26 04,19,19
2022-12-26 05,18,19
2022-12-26 06,19,17
2022-12-26 07,17,15
2022-12-26 08,23,17
2022-12-26 09,24,18
2022-12-26 10,27,16
2022-12-26 11,17,5
2022-12-26 12,8,2
2022-12-26 13,10,6
2022-12-26 14,16,7
2022-12-26 15,,
2022-12-26 16,,
2022-12-26 17,22,16
2022-12-26 18,29,16
2022-12-26 19,31,20
2022-12-26 20,34,19
2022-12-26 21,37,24
2022-12-26 22,37,23
2022-12-26 23,32,19
2022-12-27 00,25,19
2022-12-27 01,28,21
2022-12-27 02,33,23
2022-12-27 03,25,24
2022-12-27 04,20,16
2022-12-27 05,13,19
2022-12-27 06,14,16
2022-12-27 07,22,16
2022-12-27 08,29,18
2022-12-27 09,32,24
2022-12-27 10,33,22
2022-12-27 11,20,9
2022-12-27 12,5,
2022-12-27 13,1,
2022-12-27 14,0,
2022-12-27 15,0,0
2022-12-27 16,5,
2022-12-27 17,13,1
2022-12-27 18,12,9
2022-12-27 19,26,14
2022-12-27 20,25,18
2022-12-27 21,25,15
2022-12-27 22,16,17
2022-12-27 23,17,20
2022-12-28 00,17,13
2022-12-28 01,19,26
2022-12-28 02,22,24
2022-12-28 03,24,18
2022-12-28 04,20,20
2022-12-28 05,18,18
2022-12-28 06,18,19
2022-12-28 07,19,15
2022-12-28 08,24,15
2022-12-28 09,31,18
2022-12-28 10,28,13
2022-12-28 11,32,16
2022-12-28 12,25,9
2022-12-28 13,20,4
2022-12-28 14,19,5
