date,pm10,pm25
2023-01-16 01,19,12
2023-01-16 02,23,11
2023-01-16 03,21,11
2023-01-16 04,18,12
2023-01-16 05,16,10
2023-01-16 06,16,9
2023-01-16 07,16,10
2023-01-16 08,16,11
2023-01-16 09,17,11
2023-01-16 10,17,8
2023-01-16 11,16,10
2023-01-16 12,14,9
2023-01-16 13,9,6
2023-01-16 14,,
2023-01-16 15,4,
2023-01-16 16,6,2
2023-01-16 17,8,3
2023-01-16 18,12,6
2023-01-16 19,16,10
2023-01-16 20,20,15
2023-01-16 21,22,18
2023-01-16 22,23,19
2023-01-16 23,22,18
2023-01-17 00,23,18
2023-01-17 01,25,19
2023-01-17 02,30,18
2023-01-17 03,28,19
2023-01-17 04,28,22
2023-01-17 05,27,23
2023-01-17 06,26,22
2023-01-17 07,24,19
2023-01-17 08,22,18
2023-01-17 09,21,18
2023-01-17 10,22,17
2023-01-17 11,20,16
2023-01-17 12,16,12
2023-01-17 13,14,9
2023-01-17 14,13,7
2023-01-17 15,12,6
2023-01-17 16,11,5
2023-01-17 17,10,6
2023-01-17 18,11,6
2023-01-17 19,15,10
2023-01-17 20,19,13
2023-01-17 21,22,17
2023-01-17 22,25,18
2023-01-17 23,25,20
2023-01-18 00,26,19
2023-01-18 01,27,19
2023-01-18 02,32,19
2023-01-18 03,33,23
2023-01-18 04,32,25
2023-01-18 05,32,23
2023-01-18 06,30,23
2023-01-18 07,29,22
2023-01-18 08,30,22
2023-01-18 09,35,24
2023-01-18 10,37,25
2023-01-18 11,34,23
2023-01-18 12,35,23
2023-01-18 13,40,23
2023-01-18 14,41,21
2023-01-18 15,39,21
2023-01-18 16,40,21
2023-01-18 17,43,24
2023-01-18 18,47,29
2023-01-18 19,55,33
2023-01-18 20,61,36
2023-01-18 21,66,37
2023-01-18 22,70,38
2023-01-18 23,71,40
2023-01-19 00,70,41
2023-01-19 01,73,42
2023-01-19 02,80,45
2023-01-19 03,74,44
2023-01-19 04,69,44
2023-01-19 05,65,42
2023-01-19 06,62,39
2023-01-19 07,61,39
2023-01-19 08,64,43
2023-01-19 09,67,46
2023-01-19 10,68,46
2023-01-19 11,68,44
2023-01-19 12,62,40
2023-01-19 13,56,28
2023-01-19 14,50,18
2023-01-19 15,44,12
2023-01-19 16,41,11
2023-01-19 17,43,12
2023-01-19 18,46,16
2023-01-19 19,51,21
2023-01-19 20,55,25
2023-01-19 21,58,32
2023-01-19 22,61,34
2023-01-19 23,59,35
2023-01-20 00,59,33
2023-01-20 01,57,32
2023-01-20 02,53,32
2023-01-20 03,52,33
2023-01-20 04,51,31
2023-01-20 05,49,30
2023-01-20 06,49,31
2023-01-20 07,53,30
2023-01-20 08,57,30
2023-01-20 09,64,31
2023-01-20 10,70,33
2023-01-20 11,81,33
2023-01-20 12,96,28
2023-01-20 13,99,24
2023-01-20 14,90,18
2023-01-20 15,76,15
2023-01-20 16,62,14
2023-01-20 17,50,13
2023-01-20 18,42,13
2023-01-20 19,38,15
2023-01-20 20,34,17
2023-01-20 21,34,18
2023-01-20 22,32,18
2023-01-20 23,32,17
2023-01-21 00,31,16
2023-01-21 01,32,15
2023-01-21 02,30,16
2023-01-21 03,29,16
2023-01-21 04,29,16
2023-01-21 05,27,14
2023-01-21 06,25,14
2023-01-21 07,25,13
2023-01-21 08,24,11
2023-01-21 09,23,11
2023-01-21 10,21,10
2023-01-21 11,19,7
2023-01-21 12,15,6
2023-01-21 13,16,4
2023-01-21 14,18,3
2023-01-21 15,17,3
2023-01-21 16,15,2
2023-01-21 17,13,3
2023-01-21 18,13,8
2023-01-21 19,16,11
2023-01-21 20,19,14
2023-01-21 21,23,18
2023-01-21 22,26,20
2023-01-21 23,28,22
2023-01-22 00,28,20
2023-01-22 01,26,20
2023-01-22 02,25,22
2023-01-22 03,26,22
2023-01-22 04,27,21
2023-01-22 05,26,20
2023-01-22 06,24,18
2023-01-22 07,22,17
2023-01-22 08,21,15
2023-01-22 09,19,14
2023-01-22 10,19,12
2023-01-22 11,15,10
2023-01-22 12,12,8
2023-01-22 13,9,7
2023-01-22 14,10,7
2023-01-22 15,10,5
2023-01-22 16,12,7
2023-01-22 17,15,10
2023-01-22 18,17,13
2023-01-22 19,18,13
2023-01-22 20,18,14
2023-01-22 21,21,15
2023-01-22 22,24,16
2023-01-22 23,26,18
2023-01-23 00,27,18
2023-01-23 01,27,18
2023-01-23 02,31,18
2023-01-23 03,33,21
2023-01-23 04,34,22
2023-01-23 05,31,22
2023-01-23 06,29,22
2023-01-23 07,28,21
2023-01-23 08,29,21
2023-01-23 09,28,22
2023-01-23 10,29,21
2023-01-23 11,28,20
2023-01-23 12,28,16
2023-01-23 13,23,8
2023-01-23 14,17,3
2023-01-23 15,18,1
2023-01-23 16,21,3
2023-01-23 17,24,9
2023-01-23 18,29,16
2023-01-23 19,32,20
2023-01-23 20,36,22
2023-01-23 21,40,22
2023-01-23 22,48,28
2023-01-23 23,56,34
2023-01-24 00,61,38
2023-01-24 01,69,43
2023-01-24 02,81,51
2023-01-24 03,91,54
2023-01-24 04,89,51
2023-01-24 05,75,41
2023-01-24 06,56,33
2023-01-24 07,41,25
2023-01-24 08,30,20
2023-01-24 09,30,20
2023-01-24 10,26,18
2023-01-24 11,20,13
2023-01-24 12,18,9
2023-01-24 13,17,5
2023-01-24 14,13,4
2023-01-24 15,12,3
2023-01-24 16,14,6
2023-01-24 17,18,7
2023-01-24 18,20,8
2023-01-24 19,20,10
2023-01-24 20,18,11
2023-01-24 21,15,12
2023-01-24 22,13,10
2023-01-24 23,12,8
2023-01-25 00,10,8
2023-01-25 01,7,7
2023-01-25 02,6,6
2023-01-25 03,8,5
