date,pm10,pm25
2023-04-21 21,240,27
2023-04-21 22,310,32
2023-04-21 23,351,38
2023-04-22 00,386,41
2023-04-22 01,404,45
2023-04-22 02,400,48
2023-04-22 03,378,44
2023-04-22 04,360,41
2023-04-22 05,345,37
2023-04-22 06,326,36
2023-04-22 07,313,34
2023-04-22 08,301,32
2023-04-22 09,288,29
2023-04-22 10,270,27
2023-04-22 11,256,24
2023-04-22 12,243,23
2023-04-22 13,219,20
2023-04-22 14,198,19
2023-04-22 15,184,19
2023-04-22 16,176,18
2023-04-22 17,191,21
2023-04-22 18,211,23
2023-04-22 19,198,23
2023-04-22 20,172,23
2023-04-22 21,148,22
2023-04-22 22,139,21
2023-04-22 23,146,22
2023-04-23 00,160,23
2023-04-23 01,173,24
2023-04-23 02,184,26
2023-04-23 03,199,27
2023-04-23 04,222,29
2023-04-23 05,232,30
2023-04-23 06,229,30
2023-04-23 07,215,29
2023-04-23 08,195,28
2023-04-23 09,172,26
2023-04-23 10,151,23
2023-04-23 11,128,19
2023-04-23 12,106,16
2023-04-23 13,93,14
2023-04-23 14,80,13
2023-04-23 15,70,12
2023-04-23 16,64,11
2023-04-23 17,60,13
2023-04-23 18,54,13
2023-04-23 19,45,13
2023-04-23 20,36,14
2023-04-23 21,37,14
2023-04-23 22,35,13
2023-04-23 23,33,13
2023-04-24 00,34,13
2023-04-24 01,31,13
2023-04-24 02,28,15
2023-04-24 03,27,17
2023-04-24 04,27,16
2023-04-24 05,26,16
2023-04-24 06,25,15
2023-04-24 07,24,15
2023-04-24 08,26,15
2023-04-24 09,27,15
2023-04-24 10,27,15
2023-04-24 11,25,12
2023-04-24 12,26,12
2023-04-24 13,27,12
2023-04-24 14,28,12
2023-04-24 15,30,13
2023-04-24 16,31,13
2023-04-24 17,30,12
2023-04-24 18,32,12
2023-04-24 19,36,12
2023-04-24 20,38,13
2023-04-24 21,37,14
2023-04-24 22,39,15
2023-04-24 23,39,18
2023-04-25 00,36,18
2023-04-25 01,33,14
2023-04-25 02,30,10
2023-04-25 03,29,12
2023-04-25 04,29,11
2023-04-25 05,28,12
2023-04-25 06,28,12
2023-04-25 07,28,11
2023-04-25 08,28,11
2023-04-25 09,28,13
2023-04-25 10,28,13
2023-04-25 11,26,13
2023-04-25 12,21,12
2023-04-25 13,14,9
2023-04-25 14,12,8
2023-04-25 15,11,8
2023-04-25 16,12,8
2023-04-25 17,12,9
2023-04-25 18,11,11
2023-04-25 19,11,11
2023-04-25 20,15,12
2023-04-25 21,14,12
2023-04-25 22,14,13
2023-04-25 23,15,13
2023-04-26 00,17,15
2023-04-26 01,14,15
2023-04-26 02,11,15
2023-04-26 03,18,17
2023-04-26 04,16,17
2023-04-26 05,17,17
2023-04-26 06,15,16
2023-04-26 07,18,14
2023-04-26 08,20,14
2023-04-26 09,19,10
2023-04-26 10,15,7
2023-04-26 11,,
2023-04-26 12,22,9
2023-04-26 13,29,13
2023-04-26 14,35,15
2023-04-26 15,36,14
2023-04-26 16,33,13
2023-04-26 17,30,11
2023-04-26 18,28,9
2023-04-26 19,23,8
2023-04-26 20,23,10
2023-04-26 21,24,12
2023-04-26 22,24,12
2023-04-26 23,26,14
2023-04-27 00,25,15
2023-04-27 01,25,16
2023-04-27 02,26,18
2023-04-27 03,26,19
2023-04-27 04,25,18
2023-04-27 05,22,17
2023-04-27 06,23,19
2023-04-27 07,23,20
2023-04-27 08,23,16
2023-04-27 09,20,11
2023-04-27 10,16,10
2023-04-27 11,20,9
2023-04-27 12,24,11
2023-04-27 13,26,13
2023-04-27 14,24,11
2023-04-27 15,23,12
2023-04-27 16,25,12
2023-04-27 17,27,13
2023-04-27 18,28,15
2023-04-27 19,28,15
2023-04-27 20,31,16
2023-04-27 21,31,16
2023-04-27 22,29,18
2023-04-27 23,32,22
2023-04-28 00,32,23
2023-04-28 01,32,20
2023-04-28 02,35,20
2023-04-28 03,34,21
2023-04-28 04,32,23
2023-04-28 05,34,24
2023-04-28 06,35,26
2023-04-28 07,34,29
2023-04-28 08,37,30
2023-04-28 09,33,26
2023-04-28 10,27,20
2023-04-28 11,20,16
2023-04-28 12,13,9
2023-04-28 13,8,5
2023-04-28 14,8,4
2023-04-28 15,13,4
2023-04-28 16,17,4
2023-04-28 17,21,6
2023-04-28 18,22,7
2023-04-28 19,23,8
2023-04-28 20,24,10
2023-04-28 21,26,10
2023-04-28 22,28,13
2023-04-28 23,30,14
2023-04-29 00,33,15
2023-04-29 01,34,16
2023-04-29 02,35,21
2023-04-29 03,33,23
2023-04-29 04,29,20
2023-04-29 05,17,11
2023-04-29 06,10,5
2023-04-29 07,8,3
2023-04-29 08,8,2
2023-04-29 09,8,3
2023-04-29 10,8,4
2023-04-29 11,14,6
2023-04-29 12,16,8
2023-04-29 13,19,12
2023-04-29 14,19,14
2023-04-29 15,21,14
2023-04-29 16,19,14
2023-04-29 17,20,16
2023-04-29 18,18,16
2023-04-29 19,21,16
2023-04-29 20,25,17
2023-04-29 21,28,16
2023-04-29 22,37,19
2023-04-29 23,52,24
2023-04-30 00,64,25
2023-04-30 01,66,24
2023-04-30 02,62,23
2023-04-30 03,45,17
2023-04-30 04,34,12
2023-04-30 05,22,10
2023-04-30 06,16,9
2023-04-30 07,19,11
2023-04-30 08,19,12
2023-04-30 09,21,12
2023-04-30 10,22,12
2023-04-30 11,19,10
2023-04-30 12,21,9
2023-04-30 13,24,8
2023-04-30 14,26,9
2023-04-30 15,27,10
2023-04-30 16,31,11
2023-04-30 17,41,12
2023-04-30 18,42,12
2023-04-30 19,47,14
2023-04-30 20,48,15
2023-04-30 21,47,17
2023-04-30 22,47,18
2023-04-30 23,49,18
