date,pm10,pm25
2023-03-01 01,23,11
2023-03-01 02,21,12
2023-03-01 03,15,10
2023-03-01 04,16,10
2023-03-01 05,15,10
2023-03-01 06,15,10
2023-03-01 07,17,11
2023-03-01 08,20,14
2023-03-01 09,27,19
2023-03-01 10,35,20
2023-03-01 11,36,19
2023-03-01 12,42,23
2023-03-01 13,26,15
2023-03-01 14,22,12
2023-03-01 15,31,12
2023-03-01 16,22,12
2023-03-01 17,24,16
2023-03-01 18,49,30
2023-03-01 19,81,46
2023-03-01 20,68,44
2023-03-01 21,47,31
2023-03-01 22,41,26
2023-03-01 23,38,20
2023-03-02 00,25,13
2023-03-02 01,22,8
2023-03-02 02,23,9
2023-03-02 03,29,10
2023-03-02 04,30,10
2023-03-02 05,28,10
2023-03-02 06,32,11
2023-03-02 07,24,10
2023-03-02 08,19,6
2023-03-02 09,18,5
2023-03-02 10,23,8
2023-03-02 11,30,7
2023-03-02 12,30,7
2023-03-02 13,30,5
2023-03-02 14,28,6
2023-03-02 15,29,7
2023-03-02 16,28,6
2023-03-02 17,28,8
2023-03-02 18,33,10
2023-03-02 19,35,12
2023-03-02 20,35,12
2023-03-02 21,40,15
2023-03-02 22,34,10
2023-03-02 23,35,13
2023-03-03 00,40,14
2023-03-03 01,37,16
2023-03-03 02,35,13
2023-03-03 03,32,10
2023-03-03 04,29,9
2023-03-03 05,27,9
2023-03-03 06,33,12
2023-03-03 07,37,13
2023-03-03 08,41,16
2023-03-03 09,47,19
2023-03-03 10,39,17
2023-03-03 11,41,20
2023-03-03 12,38,16
2023-03-03 13,33,14
2023-03-03 14,27,10
2023-03-03 15,27,13
2023-03-03 16,30,13
2023-03-03 17,40,18
2023-03-03 18,42,20
2023-03-03 19,43,20
2023-03-03 20,37,17
2023-03-03 21,44,22
2023-03-03 22,43,23
2023-03-03 23,41,22
2023-03-04 00,35,17
2023-03-04 01,37,20
2023-03-04 02,40,22
2023-03-04 03,39,24
2023-03-04 04,40,27
2023-03-04 05,36,22
2023-03-04 06,34,20
2023-03-04 07,37,20
2023-03-04 08,42,26
2023-03-04 09,43,26
2023-03-04 10,47,28
2023-03-04 11,57,33
2023-03-04 12,58,31
2023-03-04 13,65,37
2023-03-04 14,78,43
2023-03-04 15,77,42
2023-03-04 16,77,41
2023-03-04 17,76,39
2023-03-04 18,81,40
2023-03-04 19,84,45
2023-03-04 20,91,52
2023-03-04 21,99,55
2023-03-04 22,103,58
2023-03-04 23,98,58
2023-03-05 00,94,60
2023-03-05 01,93,59
2023-03-05 02,86,54
2023-03-05 03,82,54
2023-03-05 04,86,57
2023-03-05 05,80,53
2023-03-05 06,82,52
2023-03-05 07,77,51
2023-03-05 08,76,52
2023-03-05 09,67,46
2023-03-05 10,75,50
2023-03-05 11,64,40
2023-03-05 12,57,34
2023-03-05 13,55,30
2023-03-05 14,60,30
2023-03-05 15,60,32
2023-03-05 16,53,30
2023-03-05 17,60,32
2023-03-05 18,63,34
2023-03-05 19,53,27
2023-03-05 20,45,21
2023-03-05 21,37,19
2023-03-05 22,39,19
2023-03-05 23,42,19
2023-03-06 00,43,23
2023-03-06 01,45,25
2023-03-06 02,43,29
2023-03-06 03,44,30
2023-03-06 04,44,26
2023-03-06 05,34,21
2023-03-06 06,34,23
2023-03-06 07,36,23
2023-03-06 08,47,31
2023-03-06 09,52,36
2023-03-06 10,53,30
2023-03-06 11,71,41
2023-03-06 12,96,59
2023-03-06 13,,
2023-03-06 14,64,36
2023-03-06 15,71,40
2023-03-06 16,65,33
2023-03-06 17,61,27
2023-03-06 18,55,27
2023-03-06 19,54,27
2023-03-06 20,58,28
2023-03-06 21,60,30
2023-03-06 22,53,27
2023-03-06 23,50,25
2023-03-07 00,68,36
2023-03-07 01,67,36
2023-03-07 02,54,34
2023-03-07 03,52,31
2023-03-07 04,47,29
2023-03-07 05,50,32
2023-03-07 06,47,29
2023-03-07 07,49,31
2023-03-07 08,53,31
2023-03-07 09,72,42
2023-03-07 10,72,42
2023-03-07 11,82,47
2023-03-07 12,68,31
2023-03-07 13,64,26
2023-03-07 14,70,24
2023-03-07 15,70,26
2023-03-07 16,68,27
2023-03-07 17,59,24
2023-03-07 18,56,23
2023-03-07 19,56,23
2023-03-07 20,56,23
2023-03-07 21,60,22
2023-03-07 22,56,22
2023-03-07 23,57,21
2023-03-08 00,63,27
2023-03-08 01,57,27
2023-03-08 02,53,24
2023-03-08 03,56,29
2023-03-08 04,59,32
2023-03-08 05,54,29
2023-03-08 06,51,28
2023-03-08 07,52,27
2023-03-08 08,59,27
2023-03-08 09,68,32
2023-03-08 10,69,30
2023-03-08 11,71,30
2023-03-08 12,70,31
2023-03-08 13,77,33
2023-03-08 14,70,26
2023-03-08 15,61,21
2023-03-08 16,64,23
2023-03-08 17,64,23
2023-03-08 18,55,23
2023-03-08 19,55,24
2023-03-08 20,58,28
2023-03-08 21,53,23
2023-03-08 22,42,19
2023-03-08 23,40,17
2023-03-09 00,45,20
2023-03-09 01,48,24
2023-03-09 02,45,24
2023-03-09 03,42,23
2023-03-09 04,44,26
2023-03-09 05,44,25
2023-03-09 06,42,21
2023-03-09 07,46,24
2023-03-09 08,41,19
2023-03-09 09,57,28
2023-03-09 10,76,40
2023-03-09 11,44,18
2023-03-09 12,31,14
2023-03-09 13,35,16
2023-03-09 14,41,21
2023-03-09 15,52,27
2023-03-09 16,64,32
2023-03-09 17,67,34
2023-03-09 18,63,31
2023-03-09 19,67,32
2023-03-09 20,75,35
2023-03-09 21,77,41
2023-03-09 22,77,38
2023-03-09 23,77,38
2023-03-10 00,79,39
2023-03-10 01,63,35
2023-03-10 02,67,35
2023-03-10 03,58,33
2023-03-10 04,48,26
2023-03-10 05,39,21
2023-03-10 06,49,22
2023-03-10 07,35,21
2023-03-10 08,30,17
