date,pm10,pm25
2023-02-22 15,15,11
2023-02-22 14,18,9
2023-02-22 13,25,16
2023-02-22 12,31,17
2023-02-22 11,32,20
2023-02-22 10,32,21
2023-02-22 09,40,28
2023-02-22 08,31,19
2023-02-22 07,28,18
2023-02-22 06,25,17
2023-02-22 05,27,19
2023-02-22 04,24,17
2023-02-22 03,24,17
2023-02-22 02,23,16
2023-02-22 01,26,19
2023-02-22 00,31,17
2023-02-21 23,31,18
2023-02-21 22,35,20
2023-02-21 21,46,23
2023-02-21 20,37,19
2023-02-21 19,31,17
2023-02-21 18,22,11
2023-02-21 17,18,10
2023-02-21 16,19,9
2023-02-21 15,20,10
2023-02-21 14,20,10
2023-02-21 13,27,15
2023-02-21 12,29,14
2023-02-21 11,28,13
2023-02-21 10,23,13
2023-02-21 09,21,11
2023-02-21 08,18,9
2023-02-21 07,19,10
2023-02-21 06,13,7
2023-02-21 05,15,5
2023-02-21 04,14,6
2023-02-21 03,12,6
2023-02-21 02,13,5
2023-02-21 01,15,6
2023-02-21 00,15,5
2023-02-20 23,23,7
2023-02-20 22,25,5
2023-02-20 21,22,5
2023-02-20 20,33,7
2023-02-20 19,47,9
2023-02-20 18,27,7
2023-02-20 17,29,8
2023-02-20 16,35,11
2023-02-20 15,42,12
2023-02-20 14,43,15
2023-02-20 13,39,12
2023-02-20 12,36,12
2023-02-20 11,,
2023-02-20 10,,
2023-02-20 09,26,4
2023-02-20 08,20,7
2023-02-20 07,14,5
2023-02-20 06,10,4
2023-02-20 05,9,5
2023-02-20 04,12,6
2023-02-20 03,17,7
2023-02-20 02,18,8
2023-02-20 01,16,8
2023-02-20 00,17,7
2023-02-19 23,21,11
2023-02-19 22,18,10
2023-02-19 21,24,12
2023-02-19 20,29,17
2023-02-19 19,37,25
2023-02-19 18,40,32
2023-02-19 17,41,30
2023-02-19 16,48,36
2023-02-19 15,51,39
2023-02-19 14,49,34
2023-02-19 13,43,27
2023-02-19 12,32,20
2023-02-19 11,31,21
2023-02-19 10,25,17
2023-02-19 09,10,9
2023-02-19 08,12,7
2023-02-19 07,29,20
2023-02-19 06,33,22
2023-02-19 05,34,19
2023-02-19 04,38,20
2023-02-19 03,36,22
2023-02-19 02,38,22
2023-02-19 01,40,25
2023-02-19 00,41,28
2023-02-18 23,42,25
2023-02-18 22,45,25
2023-02-18 21,40,23
2023-02-18 20,38,23
2023-02-18 19,39,23
2023-02-18 18,37,21
2023-02-18 17,46,24
2023-02-18 16,49,29
2023-02-18 15,55,32
2023-02-18 14,40,26
2023-02-18 13,34,22
2023-02-18 12,31,21
2023-02-18 11,32,24
2023-02-18 10,39,28
2023-02-18 09,35,26
2023-02-18 08,35,24
2023-02-18 07,34,25
2023-02-18 06,30,23
2023-02-18 05,31,22
2023-02-18 04,31,25
2023-02-18 03,40,29
2023-02-18 02,39,28
2023-02-18 01,37,29
2023-02-18 00,43,29
2023-02-17 23,42,28
2023-02-17 22,40,30
2023-02-17 21,43,31
2023-02-17 20,43,26
2023-02-17 19,35,21
2023-02-17 18,35,21
2023-02-17 17,31,21
2023-02-17 16,30,20
2023-02-17 15,26,18
2023-02-17 14,30,22
2023-02-17 13,32,24
2023-02-17 12,33,24
2023-02-17 11,35,26
2023-02-17 10,37,25
2023-02-17 09,39,24
2023-02-17 08,33,22
2023-02-17 07,33,21
2023-02-17 06,26,16
2023-02-17 05,23,19
2023-02-17 04,26,19
2023-02-17 03,33,21
2023-02-17 02,27,18
2023-02-17 01,32,21
2023-02-17 00,36,23
2023-02-16 23,36,22
2023-02-16 22,44,23
2023-02-16 21,48,24
2023-02-16 20,36,20
2023-02-16 19,33,21
2023-02-16 18,31,18
2023-02-16 17,28,16
2023-02-16 16,25,16
2023-02-16 15,21,14
2023-02-16 14,20,11
2023-02-16 13,17,11
2023-02-16 12,14,10
2023-02-16 11,13,8
2023-02-16 10,16,13
2023-02-16 09,25,18
2023-02-16 08,22,13
2023-02-16 07,14,12
2023-02-16 06,14,14
2023-02-16 05,13,10
2023-02-16 04,14,10
2023-02-16 03,13,9
2023-02-16 02,10,9
