date,pm10,pm25
2023-04-22 03,296,43
2023-04-22 04,257,39
2023-04-22 05,253,38
2023-04-22 06,239,37
2023-04-22 07,225,33
2023-04-22 08,212,29
2023-04-22 09,208,28
2023-04-22 10,217,29
2023-04-22 11,213,26
2023-04-22 12,197,26
2023-04-22 13,182,24
2023-04-22 14,169,22
2023-04-22 15,158,20
2023-04-22 16,158,25
2023-04-22 17,188,32
2023-04-22 18,169,28
2023-04-22 19,136,25
2023-04-22 20,132,25
2023-04-22 21,138,28
2023-04-22 22,146,27
2023-04-22 23,152,28
2023-04-23 00,178,31
2023-04-23 01,193,32
2023-04-23 02,169,28
2023-04-23 03,170,32
2023-04-23 04,195,32
2023-04-23 05,191,34
2023-04-23 06,172,31
2023-04-23 07,154,27
2023-04-23 08,134,25
2023-04-23 09,125,24
2023-04-23 10,109,18
2023-04-23 11,86,18
2023-04-23 12,75,14
2023-04-23 13,70,15
2023-04-23 14,59,12
2023-04-23 15,57,16
2023-04-23 16,53,17
2023-04-23 17,45,15
2023-04-23 18,31,11
2023-04-23 19,30,14
2023-04-23 20,33,13
2023-04-23 21,33,16
2023-04-23 22,31,13
2023-04-23 23,23,11
2023-04-24 00,23,13
2023-04-24 01,24,14
2023-04-24 02,26,13
2023-04-24 03,23,12
2023-04-24 04,21,11
2023-04-24 05,22,14
2023-04-24 06,23,13
2023-04-24 07,25,15
2023-04-24 08,26,15
2023-04-24 09,23,15
2023-04-24 10,22,11
2023-04-24 11,25,8
2023-04-24 12,31,14
2023-04-24 13,30,14
2023-04-24 14,37,15
2023-04-24 15,38,21
2023-04-24 16,30,15
2023-04-24 17,33,13
2023-04-24 18,40,16
2023-04-24 19,40,18
2023-04-24 20,37,18
2023-04-24 21,33,15
2023-04-24 22,36,16
2023-04-24 23,31,14
2023-04-25 00,33,15
2023-04-25 01,31,16
2023-04-25 02,27,14
2023-04-25 03,26,15
2023-04-25 04,22,13
2023-04-25 05,25,13
2023-04-25 06,26,13
2023-04-25 07,23,14
2023-04-25 08,23,13
2023-04-25 09,21,11
2023-04-25 10,22,14
2023-04-25 11,21,11
2023-04-25 12,18,10
2023-04-25 13,14,11
2023-04-25 14,16,12
2023-04-25 15,12,10
2023-04-25 16,14,12
2023-04-25 17,16,11
2023-04-25 18,14,13
2023-04-25 19,14,12
2023-04-25 20,13,11
2023-04-25 21,13,10
2023-04-25 22,13,11
2023-04-25 23,13,11
2023-04-26 00,13,10
2023-04-26 01,16,13
2023-04-26 02,15,15
2023-04-26 03,14,11
2023-04-26 04,25,16
2023-04-26 05,19,13
2023-04-26 06,18,10
2023-04-26 07,21,11
2023-04-26 08,16,11
2023-04-26 09,10,8
2023-04-26 10,23,12
2023-04-26 11,26,13
2023-04-26 12,30,16
2023-04-26 13,46,23
2023-04-26 14,57,18
2023-04-26 15,22,
2023-04-26 16,42,18
2023-04-26 17,25,8
2023-04-26 18,23,8
2023-04-26 19,25,12
2023-04-26 20,28,15
2023-04-26 21,26,13
2023-04-26 22,29,12
2023-04-26 23,23,12
2023-04-27 00,23,15
2023-04-27 01,21,12
2023-04-27 02,23,14
2023-04-27 03,25,14
2023-04-27 04,23,17
2023-04-27 05,20,14
2023-04-27 06,23,15
2023-04-27 07,21,11
2023-04-27 08,21,9
2023-04-27 09,18,12
2023-04-27 10,23,12
2023-04-27 11,28,13
2023-04-27 12,34,21
2023-04-27 13,32,18
2023-04-27 14,35,18
2023-04-27 15,36,18
2023-04-27 16,35,17
2023-04-27 17,36,18
2023-04-27 18,36,20
2023-04-27 19,37,23
2023-04-27 20,39,23
2023-04-27 21,36,21
2023-04-27 22,37,24
2023-04-27 23,36,23
2023-04-28 00,38,25
2023-04-28 01,29,20
2023-04-28 02,29,21
2023-04-28 03,27,19
2023-04-28 04,27,21
2023-04-28 05,26,21
2023-04-28 06,26,18
2023-04-28 07,21,17
2023-04-28 08,21,19
2023-04-28 09,22,16
2023-04-28 10,33,19
2023-04-28 11,32,19
2023-04-28 12,24,10
2023-04-28 13,27,11
2023-04-28 14,24,13
2023-04-28 15,28,12
2023-04-28 16,30,16
2023-04-28 17,32,18
2023-04-28 18,28,18
2023-04-28 19,31,19
2023-04-28 20,36,21
2023-04-28 21,42,23
2023-04-28 22,42,26
2023-04-28 23,46,30
2023-04-29 00,47,31
2023-04-29 01,49,33
2023-04-29 02,44,31
2023-04-29 03,35,28
2023-04-29 04,27,22
2023-04-29 05,18,13
2023-04-29 06,12,12
2023-04-29 07,14,11
2023-04-29 08,13,9
2023-04-29 09,12,8
2023-04-29 10,14,8
2023-04-29 11,18,10
2023-04-29 12,25,15
2023-04-29 13,27,21
2023-04-29 14,29,22
2023-04-29 15,22,16
2023-04-29 16,24,18
2023-04-29 17,24,19
2023-04-29 18,27,14
2023-04-29 19,30,17
2023-04-29 20,35,20
2023-04-29 21,36,20
2023-04-29 22,56,23
2023-04-29 23,74,27
2023-04-30 00,75,27
2023-04-30 01,66,24
2023-04-30 02,48,18
2023-04-30 03,20,8
2023-04-30 04,15,9
2023-04-30 05,15,11
2023-04-30 06,19,11
2023-04-30 07,17,9
2023-04-30 08,19,7
2023-04-30 09,20,6
2023-04-30 10,22,8
2023-04-30 11,23,8
2023-04-30 12,29,11
2023-04-30 13,32,9
2023-04-30 14,37,13
2023-04-30 15,43,14
2023-04-30 16,46,13
2023-04-30 17,51,13
2023-04-30 18,49,16
2023-04-30 19,56,18
2023-04-30 20,53,20
2023-04-30 21,46,17
2023-04-30 22,46,18
2023-04-30 23,49,19
