date,pm10,pm25
2022-12-07 23,53,27
2022-12-08 00,48,24
2022-12-08 01,39,24
2022-12-08 02,38,22
2022-12-08 03,33,19
2022-12-08 04,33,20
2022-12-08 05,38,22
2022-12-08 06,35,20
2022-12-08 07,37,23
2022-12-08 08,45,24
2022-12-08 09,64,34
2022-12-08 10,64,39
2022-12-08 11,84,53
2022-12-08 12,77,47
2022-12-08 13,36,20
2022-12-08 14,24,12
2022-12-08 15,19,12
2022-12-08 16,23,12
2022-12-08 17,23,13
2022-12-08 18,37,21
2022-12-08 19,41,21
2022-12-08 20,49,26
2022-12-08 21,45,24
2022-12-08 22,44,26
2022-12-08 23,47,26
2022-12-09 00,34,22
2022-12-09 01,39,23
2022-12-09 02,34,20
2022-12-09 03,29,18
2022-12-09 04,28,19
2022-12-09 05,31,22
2022-12-09 06,35,20
2022-12-09 07,29,18
2022-12-09 08,30,18
2022-12-09 09,37,22
2022-12-09 10,35,23
2022-12-09 11,33,22
2022-12-09 12,29,17
2022-12-09 13,31,18
2022-12-09 14,38,21
2022-12-09 15,42,25
2022-12-09 16,41,21
2022-12-09 17,42,22
2022-12-09 18,43,25
2022-12-09 19,52,28
2022-12-09 20,69,35
2022-12-09 21,57,33
2022-12-09 22,56,32
2022-12-09 23,52,29
2022-12-10 00,53,31
2022-12-10 01,49,30
2022-12-10 02,45,29
2022-12-10 03,45,28
2022-12-10 04,38,27
2022-12-10 05,42,27
2022-12-10 06,42,28
2022-12-10 07,43,26
2022-12-10 08,44,28
2022-12-10 09,54,32
2022-12-10 10,57,35
2022-12-10 11,67,42
2022-12-10 12,65,40
2022-12-10 13,56,34
2022-12-10 14,55,35
2022-12-10 15,53,32
2022-12-10 16,48,28
2022-12-10 17,48,31
2022-12-10 18,49,29
2022-12-10 19,48,28
2022-12-10 20,49,31
2022-12-10 21,45,31
2022-12-10 22,49,33
2022-12-10 23,46,31
2022-12-11 00,45,28
2022-12-11 01,41,27
2022-12-11 02,37,24
2022-12-11 03,36,25
2022-12-11 04,35,20
2022-12-11 05,37,25
2022-12-11 06,39,24
2022-12-11 07,39,22
2022-12-11 08,35,22
2022-12-11 09,31,18
2022-12-11 10,34,21
2022-12-11 11,32,19
2022-12-11 12,26,12
2022-12-11 13,26,16
2022-12-11 14,24,15
2022-12-11 15,22,15
2022-12-11 16,25,14
2022-12-11 17,25,17
2022-12-11 18,29,16
2022-12-11 19,30,16
2022-12-11 20,35,21
2022-12-11 21,37,23
2022-12-11 22,36,23
2022-12-11 23,40,25
2022-12-12 00,36,23
2022-12-12 01,37,23
2022-12-12 02,36,22
2022-12-12 03,37,22
2022-12-12 04,34,22
2022-12-12 05,32,20
2022-12-12 06,32,23
2022-12-12 07,36,22
2022-12-12 08,42,25
2022-12-12 09,46,30
2022-12-12 10,,
2022-12-12 11,54,33
2022-12-12 12,57,35
2022-12-12 13,51,29
2022-12-12 14,48,29
2022-12-12 15,49,31
2022-12-12 16,46,30
2022-12-12 17,41,25
2022-12-12 18,33,19
2022-12-12 19,29,17
2022-12-12 20,31,18
2022-12-12 21,32,20
2022-12-12 22,32,20
2022-12-12 23,27,18
2022-12-13 00,27,16
2022-12-13 01,25,16
2022-12-13 02,23,14
2022-12-13 03,18,15
2022-12-13 04,23,13
2022-12-13 05,20,13
2022-12-13 06,24,15
2022-12-13 07,25,17
2022-12-13 08,25,14
2022-12-13 09,25,13
2022-12-13 10,28,20
2022-12-13 11,41,25
2022-12-13 12,57,27
2022-12-13 13,92,31
2022-12-13 14,105,26
2022-12-13 15,152,36
2022-12-13 16,193,41
2022-12-13 17,211,47
2022-12-13 18,228,53
2022-12-13 19,247,55
2022-12-13 20,250,53
2022-12-13 21,244,50
2022-12-13 22,210,46
2022-12-13 23,169,40
2022-12-14 00,103,25
2022-12-14 01,35,10
2022-12-14 02,23,7
2022-12-14 03,11,5
2022-12-14 04,10,5
2022-12-14 05,13,6
2022-12-14 06,15,6
2022-12-14 07,15,5
2022-12-14 08,18,7
2022-12-14 09,15,5
2022-12-14 10,17,7
2022-12-14 11,17,9
2022-12-14 12,17,8
2022-12-14 13,18,11
2022-12-14 14,17,8
2022-12-14 15,21,7
2022-12-14 16,17,6
2022-12-14 17,18,8
2022-12-14 18,20,9
2022-12-14 19,12,6
2022-12-14 20,13,6
2022-12-14 21,12,4
2022-12-14 22,14,8
2022-12-14 23,15,8
2022-12-15 00,17,6
2022-12-15 01,18,11
2022-12-15 02,20,11
2022-12-15 03,19,10
2022-12-15 04,18,11
2022-12-15 05,20,11
2022-12-15 06,20,12
2022-12-15 07,22,12
2022-12-15 08,30,15
2022-12-15 09,31,16
2022-12-15 10,35,19
2022-12-15 11,32,19
2022-12-15 12,30,19
2022-12-15 13,26,16
2022-12-15 14,24,15
2022-12-15 15,26,12
2022-12-15 16,24,14
2022-12-15 17,36,18
2022-12-15 18,40,19
2022-12-15 19,40,16
2022-12-15 20,39,17
2022-12-15 21,34,14
2022-12-15 22,42,19
2022-12-15 23,36,18
