date,pm10,pm25
2023-03-16 01,33,16
2023-03-16 02,30,18
2023-03-16 03,24,13
2023-03-16 04,25,13
2023-03-16 05,31,10
2023-03-16 06,56,11
2023-03-16 07,78,14
2023-03-16 08,77,13
2023-03-16 09,74,14
2023-03-16 10,59,8
2023-03-16 11,53,7
2023-03-16 12,45,6
2023-03-16 13,27,4
2023-03-16 14,21,1
2023-03-16 15,23,3
2023-03-16 16,16,5
2023-03-16 17,19,6
2023-03-16 18,27,9
2023-03-16 19,30,13
2023-03-16 20,26,8
2023-03-16 21,25,11
2023-03-16 22,28,10
2023-03-16 23,32,12
2023-03-17 00,33,12
2023-03-17 01,26,13
2023-03-17 02,23,10
2023-03-17 03,21,11
2023-03-17 04,24,11
2023-03-17 05,23,11
2023-03-17 06,29,14
2023-03-17 07,34,13
2023-03-17 08,39,13
2023-03-17 09,41,17
2023-03-17 10,37,13
2023-03-17 11,45,15
2023-03-17 12,51,20
2023-03-17 13,43,17
2023-03-17 14,48,20
2023-03-17 15,43,19
2023-03-17 16,43,21
2023-03-17 17,50,23
2023-03-17 18,48,16
2023-03-17 19,41,12
2023-03-17 20,36,12
2023-03-17 21,35,12
2023-03-17 22,33,9
2023-03-17 23,33,13
2023-03-18 00,30,11
2023-03-18 01,32,13
2023-03-18 02,31,11
2023-03-18 03,32,13
2023-03-18 04,33,12
2023-03-18 05,33,13
2023-03-18 06,30,13
2023-03-18 07,34,13
2023-03-18 08,41,19
2023-03-18 09,37,13
2023-03-18 10,36,13
2023-03-18 11,33,12
2023-03-18 12,34,14
2023-03-18 13,27,11
2023-03-18 14,22,9
2023-03-18 15,25,10
2023-03-18 16,25,11
2023-03-18 17,30,13
2023-03-18 18,31,15
2023-03-18 19,41,20
2023-03-18 20,39,21
2023-03-18 21,40,21
2023-03-18 22,44,23
2023-03-18 23,42,21
2023-03-19 00,43,22
2023-03-19 01,41,22
2023-03-19 02,46,24
2023-03-19 03,51,23
2023-03-19 04,55,22
2023-03-19 05,52,25
2023-03-19 06,52,23
2023-03-19 07,52,25
2023-03-19 08,49,25
2023-03-19 09,41,21
2023-03-19 10,46,22
2023-03-19 11,53,22
2023-03-19 12,54,18
2023-03-19 13,56,18
2023-03-19 14,50,17
2023-03-19 15,52,17
2023-03-19 16,58,19
2023-03-19 17,60,19
2023-03-19 18,60,25
2023-03-19 19,65,25
2023-03-19 20,58,23
2023-03-19 21,61,25
2023-03-19 22,62,27
2023-03-19 23,54,27
2023-03-20 00,56,26
2023-03-20 01,57,30
2023-03-20 02,53,28
2023-03-20 03,51,28
2023-03-20 04,53,27
2023-03-20 05,53,32
2023-03-20 06,48,28
2023-03-20 07,49,27
2023-03-20 08,51,27
2023-03-20 09,50,27
2023-03-20 10,53,24
2023-03-20 11,63,28
2023-03-20 12,80,38
2023-03-20 13,53,19
2023-03-20 14,,
2023-03-20 15,56,23
2023-03-20 16,67,29
2023-03-20 17,59,25
2023-03-20 18,57,23
2023-03-20 19,56,22
2023-03-20 20,56,23
2023-03-20 21,56,25
2023-03-20 22,55,23
2023-03-20 23,56,26
2023-03-21 00,56,22
2023-03-21 01,49,21
2023-03-21 02,47,21
2023-03-21 03,47,18
2023-03-21 04,45,22
2023-03-21 05,50,23
2023-03-21 06,47,22
2023-03-21 07,49,22
2023-03-21 08,50,23
2023-03-21 09,49,25
2023-03-21 10,49,22
2023-03-21 11,55,23
2023-03-21 12,65,26
2023-03-21 13,61,22
2023-03-21 14,55,19
2023-03-21 15,52,16
2023-03-21 16,45,16
2023-03-21 17,48,20
2023-03-21 18,51,23
2023-03-21 19,46,21
2023-03-21 20,39,20
2023-03-21 21,33,19
2023-03-21 22,32,19
2023-03-21 23,33,16
2023-03-22 00,34,20
2023-03-22 01,32,20
2023-03-22 02,28,18
2023-03-22 03,24,16
2023-03-22 04,23,18
2023-03-22 05,22,16
2023-03-22 06,23,14
2023-03-22 07,25,16
2023-03-22 08,26,17
2023-03-22 09,31,19
2023-03-22 10,26,12
2023-03-22 11,20,9
2023-03-22 12,17,11
2023-03-22 13,20,10
2023-03-22 14,22,13
2023-03-22 15,25,15
2023-03-22 16,23,14
2023-03-22 17,22,12
2023-03-22 18,25,14
2023-03-22 19,28,15
2023-03-22 20,29,17
2023-03-22 21,25,15
2023-03-22 22,22,14
2023-03-22 23,18,12
2023-03-23 00,14,11
2023-03-23 01,13,8
2023-03-23 02,12,9
2023-03-23 03,10,8
2023-03-23 04,8,
2023-03-23 05,6,6
2023-03-23 06,6,6
2023-03-23 07,7,4
2023-03-23 08,6,5
2023-03-23 09,6,5
2023-03-23 10,7,5
2023-03-23 11,4,3
2023-03-23 12,4,5
2023-03-23 13,6,4
2023-03-23 14,2,3
2023-03-23 15,5,2
2023-03-23 16,8,7
2023-03-23 17,13,9
2023-03-23 18,10,6
2023-03-23 19,13,6
2023-03-23 20,16,7
2023-03-23 21,15,7
2023-03-23 22,25,12
2023-03-23 23,21,11
2023-03-24 00,17,10
2023-03-24 01,16,12
2023-03-24 02,16,8
2023-03-24 03,20,14
2023-03-24 04,18,13
2023-03-24 05,16,10
2023-03-24 06,17,11
2023-03-24 07,17,11
2023-03-24 08,19,10
2023-03-24 09,19,13
2023-03-24 10,22,14
2023-03-24 11,31,15
2023-03-24 12,43,17
2023-03-24 13,41,15
2023-03-24 14,46,15
2023-03-24 15,50,15
2023-03-24 16,57,17
2023-03-24 17,49,16
2023-03-24 18,49,17
2023-03-24 19,74,17
2023-03-24 20,94,19
2023-03-24 21,89,17
2023-03-24 22,81,13
2023-03-24 23,55,13
2023-03-25 00,52,14
2023-03-25 01,65,13
2023-03-25 02,66,14
2023-03-25 03,73,17
2023-03-25 04,68,15
2023-03-25 05,72,14
2023-03-25 06,72,14
2023-03-25 07,64,14
2023-03-25 08,62,10
2023-03-25 09,66,10
2023-03-25 10,74,14
2023-03-25 11,89,14
2023-03-25 12,98,16
2023-03-25 13,99,16
2023-03-25 14,100,16
2023-03-25 15,94,14
2023-03-25 16,99,17
2023-03-25 17,99,17
2023-03-25 18,94,15
2023-03-25 19,92,16
2023-03-25 20,91,16
2023-03-25 21,86,16
2023-03-25 22,80,17
2023-03-25 23,84,17
2023-03-26 00,85,17
2023-03-26 01,82,18
2023-03-26 02,75,18
2023-03-26 03,71,19
2023-03-26 04,69,18
2023-03-26 05,72,17
2023-03-26 06,67,17
2023-03-26 07,68,13
2023-03-26 08,70,14
2023-03-26 09,70,15
2023-03-26 10,79,20
2023-03-26 11,82,14
2023-03-26 12,85,13
2023-03-26 13,72,13
2023-03-26 14,72,15
2023-03-26 15,83,17
2023-03-26 16,75,16
2023-03-26 17,78,19
2023-03-26 18,82,24
2023-03-26 19,76,24
2023-03-26 20,65,21
2023-03-26 21,61,22
2023-03-26 22,50,18
2023-03-26 23,36,12
2023-03-27 00,27,10
2023-03-27 01,22,9
2023-03-27 02,26,8
2023-03-27 03,19,6
2023-03-27 04,20,8
2023-03-27 05,21,6
2023-03-27 06,20,9
2023-03-27 07,21,10
2023-03-27 08,21,7
2023-03-27 09,20,6
2023-03-27 10,20,7
2023-03-27 11,15,4
2023-03-27 12,16,6
2023-03-27 13,18,5
2023-03-27 14,24,5
2023-03-27 15,27,5
2023-03-27 16,30,7
2023-03-27 17,31,8
2023-03-27 18,32,13
2023-03-27 19,37,14
2023-03-27 20,41,17
2023-03-27 21,40,19
2023-03-27 22,37,19
2023-03-27 23,41,19
2023-03-28 00,37,19
2023-03-28 01,39,19
2023-03-28 02,30,19
2023-03-28 03,30,17
2023-03-28 04,30,18
2023-03-28 05,29,16
2023-03-28 06,32,16
2023-03-28 07,36,18
2023-03-28 08,33,15
2023-03-28 09,36,18
2023-03-28 10,39,19
2023-03-28 11,44,23
2023-03-28 12,50,27
2023-03-28 13,41,18
2023-03-28 14,42,15
2023-03-28 15,52,18
2023-03-28 16,50,20
2023-03-28 17,61,26
2023-03-28 18,61,25
2023-03-28 19,54,23
2023-03-28 20,56,22
2023-03-28 21,56,25
2023-03-28 22,54,24
2023-03-28 23,50,22
2023-03-29 00,54,28
2023-03-29 01,51,26
2023-03-29 02,51,28
2023-03-29 03,49,28
2023-03-29 04,48,27
2023-03-29 05,47,26
2023-03-29 06,45,24
2023-03-29 07,50,27
2023-03-29 08,56,30
2023-03-29 09,68,32
2023-03-29 10,90,37
2023-03-29 11,102,40
2023-03-29 12,111,41
2023-03-29 13,93,33
2023-03-29 14,72,25
2023-03-29 15,56,20
2023-03-29 16,62,23
2023-03-29 17,68,26
2023-03-29 18,91,37
2023-03-29 19,92,37
2023-03-29 20,100,41
2023-03-29 21,105,47
2023-03-29 22,109,50
2023-03-29 23,103,48
2023-03-30 00,101,47
2023-03-30 01,95,46
2023-03-30 02,88,45
2023-03-30 03,91,47
2023-03-30 04,82,40
2023-03-30 05,75,42
2023-03-30 06,75,40
2023-03-30 07,79,41
2023-03-30 08,85,45
2023-03-30 09,96,47
2023-03-30 10,90,41
2023-03-30 11,98,47
2023-03-30 12,95,44
2023-03-30 13,80,35
2023-03-30 14,75,35
