date,pm10,pm25
2023-03-30 15,,
2023-03-30 16,76,37
2023-03-30 17,80,38
2023-03-30 18,76,37
2023-03-30 19,64,35
2023-03-30 20,67,37
2023-03-30 21,71,41
2023-03-30 22,70,36
2023-03-30 23,61,32
2023-03-31 00,64,34
2023-03-31 01,66,35
2023-03-31 02,62,36
2023-03-31 03,60,37
2023-03-31 04,54,32
2023-03-31 05,54,35
2023-03-31 06,59,37
2023-03-31 07,58,39
2023-03-31 08,59,29
2023-03-31 09,57,30
2023-03-31 10,59,34
2023-03-31 11,65,31
2023-03-31 12,53,26
2023-03-31 13,47,24
2023-03-31 14,48,22
2023-03-31 15,49,23
2023-03-31 16,42,21
2023-03-31 17,39,22
2023-03-31 18,52,25
2023-03-31 19,56,26
2023-03-31 20,59,29
2023-03-31 21,67,32
2023-03-31 22,75,41
2023-03-31 23,74,41
