date,pm10,pm25
2023-04-05 18,6,
2023-04-05 19,10,8
2023-04-05 20,16,13
2023-04-05 21,15,12
2023-04-05 22,18,11
2023-04-05 23,23,17
2023-04-06 00,24,17
2023-04-06 01,17,12
2023-04-06 02,17,14
2023-04-06 03,26,19
2023-04-06 04,24,18
2023-04-06 05,17,14
2023-04-06 06,19,13
2023-04-06 07,16,11
2023-04-06 08,11,7
2023-04-06 09,11,6
2023-04-06 10,13,8
2023-04-06 11,11,7
2023-04-06 12,16,13
2023-04-06 13,15,14
2023-04-06 14,20,15
2023-04-06 15,28,21
2023-04-06 16,31,25
2023-04-06 17,31,22
2023-04-06 18,30,25
2023-04-06 19,28,25
2023-04-06 20,25,21
2023-04-06 21,27,25
2023-04-06 22,28,23
2023-04-06 23,23,16
2023-04-07 00,14,15
2023-04-07 01,17,16
2023-04-07 02,15,
2023-04-07 03,19,14
2023-04-07 04,23,22
2023-04-07 05,31,27
2023-04-07 06,36,31
2023-04-07 07,41,32
2023-04-07 08,46,31
2023-04-07 09,57,37
2023-04-07 10,60,36
2023-04-07 11,55,28
2023-04-07 12,54,22
2023-04-07 13,50,18
2023-04-07 14,45,19
2023-04-07 15,41,19
2023-04-07 16,27,15
2023-04-07 17,24,15
2023-04-07 18,30,18
2023-04-07 19,36,20
2023-04-07 20,35,20
2023-04-07 21,39,22
2023-04-07 22,46,21
2023-04-07 23,41,17
2023-04-08 00,25,7
2023-04-08 01,15,6
2023-04-08 02,16,7
2023-04-08 03,12,4
2023-04-08 04,12,4
2023-04-08 05,13,6
2023-04-08 06,15,8
2023-04-08 07,21,10
2023-04-08 08,16,9
2023-04-08 09,14,7
2023-04-08 10,16,6
2023-04-08 11,15,5
2023-04-08 12,20,6
2023-04-08 13,33,6
2023-04-08 14,38,8
2023-04-08 15,31,7
2023-04-08 16,26,8
2023-04-08 17,31,10
2023-04-08 18,33,8
2023-04-08 19,38,8
2023-04-08 20,39,8
2023-04-08 21,46,4
2023-04-08 22,54,8
2023-04-08 23,57,11
2023-04-09 00,57,13
2023-04-09 01,51,13
2023-04-09 02,45,13
2023-04-09 03,41,12
2023-04-09 04,40,11
2023-04-09 05,42,14
2023-04-09 06,36,11
2023-04-09 07,42,13
2023-04-09 08,32,7
2023-04-09 09,39,10
2023-04-09 10,51,12
2023-04-09 11,50,9
2023-04-09 12,46,8
2023-04-09 13,38,8
2023-04-09 14,42,11
2023-04-09 15,41,11
2023-04-09 16,47,12
2023-04-09 17,48,14
2023-04-09 18,50,14
2023-04-09 19,56,12
2023-04-09 20,58,15
2023-04-09 21,53,16
2023-04-09 22,57,12
2023-04-09 23,59,15
2023-04-10 00,56,18
2023-04-10 01,49,18
2023-04-10 02,44,18
2023-04-10 03,40,16
2023-04-10 04,42,15
2023-04-10 05,37,16
2023-04-10 06,38,15
2023-04-10 07,44,16
2023-04-10 08,46,12
2023-04-10 09,57,17
2023-04-10 10,67,19
2023-04-10 11,56,16
2023-04-10 12,57,16
2023-04-10 13,46,11
2023-04-10 14,39,10
2023-04-10 15,,
2023-04-10 16,39,14
2023-04-10 17,37,14
2023-04-10 18,35,11
2023-04-10 19,31,13
2023-04-10 20,30,13
2023-04-10 21,33,15
2023-04-10 22,31,14
2023-04-10 23,32,17
2023-04-11 00,31,17
2023-04-11 01,28,14
2023-04-11 02,30,14
2023-04-11 03,29,15
2023-04-11 04,27,15
2023-04-11 05,25,13
2023-04-11 06,23,12
2023-04-11 07,33,17
2023-04-11 08,39,20
2023-04-11 09,34,15
2023-04-11 10,27,9
2023-04-11 11,30,12
2023-04-11 12,31,14
2023-04-11 13,22,12
2023-04-11 14,26,11
2023-04-11 15,28,15
2023-04-11 16,28,16
2023-04-11 17,30,17
2023-04-11 18,29,17
2023-04-11 19,31,17
2023-04-11 20,27,14
2023-04-11 21,26,17
2023-04-11 22,31,16
2023-04-11 23,37,19
2023-04-12 00,32,21
2023-04-12 01,46,21
2023-04-12 02,,27
2023-04-12 03,,38
2023-04-12 04,217,40
2023-04-12 05,287,48
2023-04-12 06,314,53
2023-04-12 07,363,58
2023-04-12 08,347,49
2023-04-12 09,296,38
2023-04-12 10,245,27
2023-04-12 11,206,23
2023-04-12 12,163,15
2023-04-12 13,132,11
2023-04-12 14,113,11
2023-04-12 15,96,10
2023-04-12 16,93,8
2023-04-12 17,98,15
2023-04-12 18,113,17
2023-04-12 19,119,17
2023-04-12 20,121,18
2023-04-12 21,121,20
2023-04-12 22,128,22
2023-04-12 23,138,25
2023-04-13 00,134,28
2023-04-13 01,119,23
2023-04-13 02,114,20
2023-04-13 03,114,23
2023-04-13 04,103,24
2023-04-13 05,97,23
2023-04-13 06,99,21
2023-04-13 07,96,22
2023-04-13 08,97,21
2023-04-13 09,100,16
2023-04-13 10,118,14
2023-04-13 11,119,19
2023-04-13 12,104,19
2023-04-13 13,103,18
2023-04-13 14,55,12
2023-04-13 15,68,13
2023-04-13 16,78,18
2023-04-13 17,68,17
2023-04-13 18,67,16
2023-04-13 19,74,17
2023-04-13 20,77,25
2023-04-13 21,90,27
2023-04-13 22,83,19
2023-04-13 23,86,21
2023-04-14 00,79,21
2023-04-14 01,70,19
2023-04-14 02,63,19
2023-04-14 03,59,17
2023-04-14 04,52,16
2023-04-14 05,54,18
2023-04-14 06,57,22
2023-04-14 07,57,17
2023-04-14 08,55,16
2023-04-14 09,65,23
2023-04-14 10,60,14
2023-04-14 11,69,18
2023-04-14 12,74,19
2023-04-14 13,67,20
2023-04-14 14,64,19
2023-04-14 15,65,19
2023-04-14 16,60,19
2023-04-14 17,61,26
2023-04-14 18,57,24
2023-04-14 19,51,23
2023-04-14 20,41,20
2023-04-14 21,35,20
2023-04-14 22,31,19
2023-04-14 23,19,12
2023-04-15 00,15,8
2023-04-15 01,16,11
2023-04-15 02,19,10
2023-04-15 03,18,12
2023-04-15 04,19,11
2023-04-15 05,22,12
2023-04-15 06,19,11
2023-04-15 07,21,10
2023-04-15 08,23,14
2023-04-15 09,20,13
2023-04-15 10,20,10
2023-04-15 11,23,14
2023-04-15 12,25,10
2023-04-15 13,22,11
2023-04-15 14,18,6
2023-04-15 15,28,16
2023-04-15 16,29,17
2023-04-15 17,26,14
2023-04-15 18,19,12
2023-04-15 19,14,11
2023-04-15 20,15,12
2023-04-15 21,21,12
2023-04-15 22,26,14
2023-04-15 23,23,14
