date,pm10,pm25
2022-12-22 17,16,6
2022-12-22 18,15,6
2022-12-22 19,9,3
2022-12-22 20,8,3
2022-12-22 21,8,4
2022-12-22 22,8,4
2022-12-22 23,10,5
2022-12-23 00,11,4
2022-12-23 01,10,6
2022-12-23 02,12,7
2022-12-23 03,13,7
2022-12-23 04,14,7
2022-12-23 05,13,8
2022-12-23 06,13,6
2022-12-23 07,12,7
2022-12-23 08,12,7
2022-12-23 09,12,6
2022-12-23 10,17,7
2022-12-23 11,21,7
2022-12-23 12,23,9
2022-12-23 13,19,9
2022-12-23 14,18,8
2022-12-23 15,23,11
2022-12-23 16,23,11
2022-12-23 17,26,12
2022-12-23 18,24,10
2022-12-23 19,17,7
2022-12-23 20,13,7
2022-12-23 21,13,6
2022-12-23 22,13,7
2022-12-23 23,15,8
2022-12-24 00,14,7
2022-12-24 01,12,6
2022-12-24 02,13,9
2022-12-24 03,12,10
2022-12-24 04,13,9
2022-12-24 05,12,7
2022-12-24 06,12,9
2022-12-24 07,15,9
2022-12-24 08,16,10
2022-12-24 09,24,14
2022-12-24 10,23,14
2022-12-24 11,23,15
2022-12-24 12,25,15
2022-12-24 13,27,16
2022-12-24 14,26,17
2022-12-24 15,28,17
2022-12-24 16,27,16
2022-12-24 17,21,12
2022-12-24 18,26,16
2022-12-24 19,25,14
2022-12-24 20,31,17
2022-12-24 21,45,20
2022-12-24 22,42,22
2022-12-24 23,40,23
2022-12-25 00,34,20
2022-12-25 01,34,21
2022-12-25 02,30,21
2022-12-25 03,30,19
2022-12-25 04,26,19
2022-12-25 05,27,20
2022-12-25 06,25,18
2022-12-25 07,27,20
2022-12-25 08,26,20
2022-12-25 09,30,22
2022-12-25 10,30,26
2022-12-25 11,34,27
2022-12-25 12,34,23
2022-12-25 13,29,21
2022-12-25 14,28,19
2022-12-25 15,19,15
2022-12-25 16,16,11
2022-12-25 17,17,8
2022-12-25 18,19,12
2022-12-25 19,17,11
2022-12-25 20,21,11
2022-12-25 21,18,12
2022-12-25 22,22,17
2022-12-25 23,24,16
2022-12-26 00,22,15
2022-12-26 01,23,15
2022-12-26 02,23,16
2022-12-26 03,23,17
2022-12-26 04,22,16
2022-12-26 05,23,16
2022-12-26 06,23,16
2022-12-26 07,26,19
2022-12-26 08,32,23
2022-12-26 09,42,28
2022-12-26 10,38,27
2022-12-26 11,,
2022-12-26 12,,
2022-12-26 13,55,36
2022-12-26 14,43,30
2022-12-26 15,41,26
2022-12-26 16,33,21
2022-12-26 17,31,18
2022-12-26 18,40,23
2022-12-26 19,57,26
2022-12-26 20,67,31
2022-12-26 21,46,26
2022-12-26 22,40,23
2022-12-26 23,36,20
2022-12-27 00,34,21
2022-12-27 01,33,20
2022-12-27 02,28,21
2022-12-27 03,27,18
2022-12-27 04,27,17
2022-12-27 05,25,19
2022-12-27 06,26,21
2022-12-27 07,33,24
2022-12-27 08,39,23
2022-12-27 09,53,35
2022-12-27 10,49,37
2022-12-27 11,46,33
2022-12-27 12,38,25
2022-12-27 13,33,21
2022-12-27 14,32,20
2022-12-27 15,18,13
2022-12-27 16,17,9
2022-12-27 17,20,9
2022-12-27 18,33,17
2022-12-27 19,23,12
2022-12-27 20,23,14
2022-12-27 21,29,16
2022-12-27 22,26,17
2022-12-27 23,32,20
2022-12-28 00,33,20
2022-12-28 01,33,21
2022-12-28 02,28,19
2022-12-28 03,27,20
2022-12-28 04,29,19
2022-12-28 05,31,18
2022-12-28 06,29,19
2022-12-28 07,33,20
2022-12-28 08,43,24
2022-12-28 09,64,38
2022-12-28 10,80,49
2022-12-28 11,79,52
2022-12-28 12,66,43
2022-12-28 13,47,27
2022-12-28 14,43,25
2022-12-28 15,38,22
2022-12-28 16,46,22
2022-12-28 17,39,24
2022-12-28 18,36,22
2022-12-28 19,36,22
2022-12-28 20,33,22
2022-12-28 21,33,23
2022-12-28 22,35,21
2022-12-28 23,32,18
2022-12-29 00,27,15
2022-12-29 01,21,14
2022-12-29 02,18,13
2022-12-29 03,19,11
2022-12-29 04,20,11
2022-12-29 05,20,12
2022-12-29 06,22,12
2022-12-29 07,24,14
2022-12-29 08,40,20
2022-12-29 09,55,25
2022-12-29 10,47,25
2022-12-29 11,37,20
2022-12-29 12,33,20
2022-12-29 13,36,21
2022-12-29 14,23,14
2022-12-29 15,23,15
2022-12-29 16,28,16
2022-12-29 17,23,15
2022-12-29 18,23,15
2022-12-29 19,25,16
2022-12-29 20,23,14
2022-12-29 21,27,17
2022-12-29 22,29,16
2022-12-29 23,34,21
2022-12-30 00,35,20
2022-12-30 01,33,21
2022-12-30 02,32,20
2022-12-30 03,32,22
2022-12-30 04,29,19
2022-12-30 05,29,20
2022-12-30 06,28,19
2022-12-30 07,36,23
2022-12-30 08,39,28
2022-12-30 09,50,31
2022-12-30 10,54,34
2022-12-30 11,51,34
2022-12-30 12,56,38
2022-12-30 13,60,38
2022-12-30 14,50,33
2022-12-30 15,44,27
2022-12-30 16,41,27
2022-12-30 17,37,21
2022-12-30 18,37,24
2022-12-30 19,34,20
2022-12-30 20,31,21
2022-12-30 21,42,24
2022-12-30 22,49,28
2022-12-30 23,43,27
2022-12-31 00,45,27
2022-12-31 01,41,25
2022-12-31 02,39,25
2022-12-31 03,38,27
2022-12-31 04,40,27
2022-12-31 05,38,27
2022-12-31 06,37,26
2022-12-31 07,38,26
2022-12-31 08,38,25
2022-12-31 09,40,28
2022-12-31 10,49,38
2022-12-31 11,40,27
2022-12-31 12,35,21
2022-12-31 13,33,20
2022-12-31 14,32,20
2022-12-31 15,30,18
2022-12-31 16,29,18
2022-12-31 17,27,18
2022-12-31 18,25,17
2022-12-31 19,21,14
2022-12-31 20,22,14
2022-12-31 21,25,15
2022-12-31 22,28,16
2022-12-31 23,37,22
