date,pm10,pm25
2023-01-16 01,15,8
2023-01-16 02,15,6
2023-01-16 03,15,7
2023-01-16 04,15,6
2023-01-16 05,13,7
2023-01-16 06,16,6
2023-01-16 07,13,7
2023-01-16 08,18,10
2023-01-16 09,20,10
2023-01-16 10,20,12
2023-01-16 11,20,13
2023-01-16 12,22,13
2023-01-16 13,23,14
2023-01-16 14,17,12
2023-01-16 15,11,9
2023-01-16 16,,
2023-01-16 17,18,9
2023-01-16 18,21,11
2023-01-16 19,21,12
2023-01-16 20,21,12
2023-01-16 21,17,9
2023-01-16 22,18,10
2023-01-16 23,16,10
2023-01-17 00,18,11
2023-01-17 01,19,11
2023-01-17 02,20,14
2023-01-17 03,20,14
2023-01-17 04,20,14
2023-01-17 05,22,15
2023-01-17 06,23,15
2023-01-17 07,22,16
2023-01-17 08,27,16
2023-01-17 09,48,28
2023-01-17 10,31,19
2023-01-17 11,25,16
2023-01-17 12,24,16
2023-01-17 13,21,14
2023-01-17 14,21,12
2023-01-17 15,15,10
2023-01-17 16,17,9
2023-01-17 17,20,11
2023-01-17 18,23,11
2023-01-17 19,23,12
2023-01-17 20,19,11
2023-01-17 21,21,11
2023-01-17 22,21,13
2023-01-17 23,25,12
2023-01-18 00,23,14
2023-01-18 01,27,16
2023-01-18 02,26,17
2023-01-18 03,25,17
2023-01-18 04,28,19
2023-01-18 05,30,18
2023-01-18 06,33,19
2023-01-18 07,33,18
2023-01-18 08,44,23
2023-01-18 09,52,28
2023-01-18 10,57,32
2023-01-18 11,71,44
2023-01-18 12,67,43
2023-01-18 13,59,33
2023-01-18 14,48,28
2023-01-18 15,48,28
2023-01-18 16,43,24
2023-01-18 17,50,26
2023-01-18 18,57,27
2023-01-18 19,56,26
2023-01-18 20,61,28
2023-01-18 21,61,24
2023-01-18 22,60,26
2023-01-18 23,61,27
2023-01-19 00,62,30
2023-01-19 01,60,29
2023-01-19 02,58,29
2023-01-19 03,55,29
2023-01-19 04,52,26
2023-01-19 05,51,27
2023-01-19 06,52,30
2023-01-19 07,54,29
2023-01-19 08,58,32
2023-01-19 09,72,40
2023-01-19 10,82,47
2023-01-19 11,85,53
2023-01-19 12,77,45
2023-01-19 13,60,31
2023-01-19 14,42,18
2023-01-19 15,42,18
2023-01-19 16,47,20
2023-01-19 17,50,21
2023-01-19 18,53,24
2023-01-19 19,58,24
2023-01-19 20,72,27
2023-01-19 21,67,26
2023-01-19 22,55,23
2023-01-19 23,51,20
2023-01-20 00,46,21
2023-01-20 01,42,21
2023-01-20 02,42,20
2023-01-20 03,42,24
2023-01-20 04,42,24
2023-01-20 05,47,27
2023-01-20 06,40,19
2023-01-20 07,47,20
2023-01-20 08,69,28
2023-01-20 09,99,37
2023-01-20 10,116,45
2023-01-20 11,135,35
2023-01-20 12,131,29
2023-01-20 13,110,22
2023-01-20 14,75,14
2023-01-20 15,59,13
2023-01-20 16,49,11
2023-01-20 17,37,12
2023-01-20 18,36,12
2023-01-20 19,34,12
2023-01-20 20,26,10
2023-01-20 21,28,9
2023-01-20 22,26,8
2023-01-20 23,27,10
2023-01-21 00,28,9
2023-01-21 01,25,10
2023-01-21 02,24,8
2023-01-21 03,22,8
2023-01-21 04,23,8
2023-01-21 05,21,8
2023-01-21 06,20,7
2023-01-21 07,21,7
2023-01-21 08,19,9
2023-01-21 09,18,7
2023-01-21 10,17,9
2023-01-21 11,23,12
2023-01-21 12,22,11
2023-01-21 13,23,12
2023-01-21 14,22,14
2023-01-21 15,18,9
2023-01-21 16,13,7
2023-01-21 17,15,6
2023-01-21 18,19,10
2023-01-21 19,22,11
2023-01-21 20,20,10
2023-01-21 21,22,13
2023-01-21 22,21,14
2023-01-21 23,24,12
2023-01-22 00,26,15
2023-01-22 01,23,15
2023-01-22 02,22,15
2023-01-22 03,21,12
2023-01-22 04,22,15
2023-01-22 05,24,17
2023-01-22 06,20,14
2023-01-22 07,19,15
2023-01-22 08,23,16
2023-01-22 09,17,11
2023-01-22 10,19,14
2023-01-22 11,20,13
2023-01-22 12,21,14
2023-01-22 13,23,15
2023-01-22 14,23,14
2023-01-22 15,23,16
2023-01-22 16,16,11
2023-01-22 17,22,14
2023-01-22 18,18,11
2023-01-22 19,25,16
2023-01-22 20,25,15
2023-01-22 21,26,14
2023-01-22 22,26,15
2023-01-22 23,27,17
2023-01-23 00,28,16
2023-01-23 01,27,16
2023-01-23 02,25,17
2023-01-23 03,24,15
2023-01-23 04,21,17
2023-01-23 05,20,13
2023-01-23 06,21,14
2023-01-23 07,25,17
2023-01-23 08,27,16
2023-01-23 09,26,17
2023-01-23 10,24,15
2023-01-23 11,32,18
2023-01-23 12,38,19
2023-01-23 13,30,12
2023-01-23 14,26,11
2023-01-23 15,27,9
2023-01-23 16,30,12
2023-01-23 17,34,15
2023-01-23 18,36,16
2023-01-23 19,38,17
2023-01-23 20,45,20
2023-01-23 21,47,23
2023-01-23 22,54,26
2023-01-23 23,66,33
2023-01-24 00,65,32
2023-01-24 01,79,44
2023-01-24 02,89,45
2023-01-24 03,87,43
2023-01-24 04,75,36
2023-01-24 05,46,18
2023-01-24 06,32,13
2023-01-24 07,23,8
2023-01-24 08,16,6
2023-01-24 09,26,4
2023-01-24 10,22,1
2023-01-24 11,21,4
2023-01-24 12,26,4
2023-01-24 13,27,5
2023-01-24 14,18,6
2023-01-24 15,20,7
2023-01-24 16,18,8
2023-01-24 17,19,9
2023-01-24 18,19,8
2023-01-24 19,13,5
2023-01-24 20,6,3
2023-01-24 21,5,1
2023-01-24 22,7,2
2023-01-24 23,7,3
2023-01-25 00,6,3
2023-01-25 01,6,3
2023-01-25 02,4,2
2023-01-25 03,4,4
2023-01-25 04,9,3
2023-01-25 05,6,5
2023-01-25 06,7,5
2023-01-25 07,7,5
2023-01-25 08,9,3
2023-01-25 09,7,4
2023-01-25 10,10,6
2023-01-25 11,13,8
2023-01-25 12,,
2023-01-25 13,,
2023-01-25 14,,
2023-01-25 15,,
2023-01-25 16,,
2023-01-25 17,,
2023-01-25 18,,
2023-01-25 19,,
2023-01-25 20,,
2023-01-25 21,,
2023-01-25 22,,
2023-01-25 23,,
2023-01-26 00,,
2023-01-26 01,,
2023-01-26 02,,
2023-01-26 03,,
2023-01-26 04,,
2023-01-26 05,,
2023-01-26 06,,
2023-01-26 07,,
2023-01-26 08,,
2023-01-26 09,,
2023-01-26 10,,
2023-01-26 11,,
2023-01-26 12,,
2023-01-26 13,,
2023-01-26 14,,
2023-01-26 15,,
2023-01-26 16,,
2023-01-26 17,,
2023-01-26 18,,
2023-01-26 19,,
2023-01-26 20,,
2023-01-26 21,,
2023-01-26 22,,
2023-01-26 23,,
2023-01-27 00,,
2023-01-27 01,,
2023-01-27 02,,
2023-01-27 03,,
2023-01-27 04,,
2023-01-27 05,,
2023-01-27 06,,
2023-01-27 07,,
2023-01-27 08,,
2023-01-27 09,,
2023-01-27 10,,
2023-01-27 11,,
2023-01-27 12,,
2023-01-27 13,38,13
2023-01-27 14,29,12
2023-01-27 15,35,13
2023-01-27 16,31,10
2023-01-27 17,20,8
2023-01-27 18,23,7
2023-01-27 19,15,7
2023-01-27 20,12,6
2023-01-27 21,10,5
