date,PM2.5,PM10,NO2,SO2,CO,O3
2022-12-01 1:00,5.573333333,5.595,0.04605,0.006,0.265066667,0.043133333
2022-12-01 2:00,5.965,5.968333333,0.045983333,0.006,0.263966667,0.043333333
2022-12-01 3:00,6.675,6.686666667,0.046116667,0.006,0.265283333,0.043233333
2022-12-01 4:00,8.495,8.498333333,0.047366667,0.006,0.27065,0.042733333
2022-12-01 5:00,7.873333333,7.91,0.04495,0.006,0.276416667,0.040066667
2022-12-01 6:00,4.931666667,4.981666667,0.039816667,0.006,0.261866667,0.037266667
2022-12-01 7:00,3.711666667,3.745,0.04065,0.006,0.256316667,0.040566667
2022-12-01 8:00,3.641666667,3.698333333,0.042416667,0.005983333,0.2572,0.041016667
2022-12-01 9:00,4.785,4.865,0.04485,0.006,0.264116667,0.039133333
2022-12-01 10:00,5.29,5.368333333,0.042433333,0.005983333,0.267816667,0.0408
2022-12-01 11:00,5.383333333,5.453333333,0.03835,0.006,0.270466667,0.039733333
2022-12-01 12:00,4.905,4.948333333,0.037066667,0.006,0.271416667,0.039583333
2022-12-01 13:00,4.631666667,4.67,0.035133333,0.005983333,0.274483333,0.0394
2022-12-01 14:00,4.921666667,4.948333333,0.04135,0.006,0.271533333,0.0464
2022-12-01 15:00,4.86,4.87,0.04075,0.005966667,0.279366667,0.044883333
2022-12-01 16:00,5.305,5.306666667,0.046583333,0.005966667,0.277516667,0.0486
2022-12-01 17:00,4.895,4.903333333,0.0528,0.006,0.274083333,0.048516667
2022-12-01 18:00,5.565,5.568333333,0.0567,0.006,0.27755,0.05065
2022-12-01 19:00,8.988333333,9.005,0.058883333,0.006,0.286066667,0.04985
2022-12-01 20:00,9.994915254,10.01525424,0.057254237,0.006,0.299830508,0.047644068
2022-12-01 21:00,10.35166667,10.37166667,0.054483333,0.006,0.296583333,0.0438
2022-12-01 22:00,8.941666667,8.945,0.05235,0.006,0.28455,0.045383333
2022-12-01 23:00,10.17666667,10.17666667,0.053333333,0.006,0.28205,0.04535
2022-12-02 0:00,11.165,11.165,0.051766667,0.006,0.28705,0.0428
2022-12-02 1:00,11.55666667,11.55666667,0.051866667,0.006,0.291633333,0.041116667
2022-12-02 2:00,11.91694915,11.91694915,0.050779661,0.006,0.291338983,0.040813559
2022-12-02 3:00,13.76166667,13.76166667,0.053733333,0.006,0.297816667,0.038783333
2022-12-02 4:00,16.2,16.2,0.053833333,0.006,0.294366667,0.036716667
2022-12-02 5:00,16.28833333,16.29166667,0.052833333,0.006,0.298583333,0.035016667
2022-12-02 6:00,15.13166667,15.135,0.052533333,0.006,0.295083333,0.035133333
2022-12-02 7:00,15.19,15.215,0.051566667,0.006,0.29215,0.03665
2022-12-02 8:00,17.49833333,17.54666667,0.054933333,0.006,0.2954,0.037616667
2022-12-02 9:00,14.03,14.05833333,0.048066667,0.006,0.296733333,0.037183333
2022-12-02 10:00,9.426666667,9.445,0.040383333,0.006,0.2914,0.0371
2022-12-02 11:00,7.683333333,7.69,0.038733333,0.006,0.287233333,0.039283333
2022-12-02 12:00,7.501666667,7.506666667,0.03855,0.006,0.29285,0.039283333
2022-12-02 13:00,7.443333333,7.448333333,0.037,0.006,0.298016667,0.037983333
2022-12-02 14:00,7.585,7.585,0.038883333,0.006,0.298933333,0.041016667
2022-12-02 15:00,8.275,8.275,0.038933333,0.006,0.3027,0.039866667
2022-12-02 16:00,8.391666667,8.391666667,0.0412,0.005966667,0.303016667,0.03935
2022-12-02 17:00,8.725,8.725,0.047733333,0.006,0.302583333,0.044133333
2022-12-02 18:00,10.95333333,10.95333333,0.0588,0.006,0.2965,0.04845
2022-12-02 19:00,14.35666667,14.35666667,0.0649,0.006,0.303016667,0.0491
2022-12-02 20:00,15.23666667,15.23666667,0.057883333,0.006,0.291966667,0.047866667
2022-12-02 21:00,17.875,17.875,0.057683333,0.006,0.299816667,0.046116667
2022-12-02 22:00,17.28,17.285,0.05765,0.006,0.303233333,0.043766667
2022-12-02 23:00,19.26166667,19.26333333,0.058083333,0.006,0.299116667,0.0441
2022-12-03 0:00,19.78833333,19.79166667,0.058433333,0.006,0.307383333,0.041333333
2022-12-03 1:00,21.77166667,21.77166667,0.063983333,0.006,0.311866667,0.040483333
2022-12-03 2:00,22.91666667,22.91666667,0.068033333,0.006,0.319633333,0.040816667
2022-12-03 3:00,20.29833333,20.29833333,0.061983333,0.006,0.314383333,0.040216667
2022-12-03 4:00,21.33166667,21.33166667,0.057583333,0.006,0.312383333,0.03825
2022-12-03 5:00,22.22,22.22,0.056516667,0.006,0.310233333,0.037583333
2022-12-03 6:00,20.265,20.265,0.052633333,0.006,0.304566667,0.038533333
2022-12-03 7:00,19.53666667,19.53833333,0.0556,0.006,0.306583333,0.039233333
2022-12-03 8:00,19.83166667,19.83333333,0.059783333,0.006,0.3097,0.0389
2022-12-03 9:00,15.835,15.835,0.055733333,0.006,0.317066667,0.04295
2022-12-03 10:00,22.88,22.89166667,0.0665,0.006,0.336566667,0.041466667
2022-12-03 11:00,23.04,23.04166667,0.07165,0.006,0.336466667,0.048366667
2022-12-03 12:00,22.935,22.97833333,0.073633333,0.006,0.34545,0.04565
2022-12-03 13:00,26.98833333,27.035,0.0709,0.006,0.355233333,0.0383
2022-12-03 14:00,27.00333333,27.085,0.0599,0.006,0.34135,0.04175
2022-12-03 15:00,30.645,30.65833333,0.054933333,0.006,0.353366667,0.03805
2022-12-03 16:00,26.08666667,26.09,0.036283333,0.006,0.360883333,0.03845
2022-12-03 17:00,28.59666667,28.60666667,0.039433333,0.006,0.358566667,0.041183333
2022-12-03 18:00,31.05333333,31.07166667,0.04425,0.006,0.36065,0.0431
2022-12-03 19:00,29.325,29.34,0.049483333,0.006,0.356616667,0.0432
2022-12-03 20:00,32.38333333,32.41166667,0.051616667,0.006,0.364183333,0.044616667
2022-12-03 21:00,46.52833333,46.58166667,0.05405,0.006,0.38095,0.04315
2022-12-03 22:00,46.30333333,46.33,0.054133333,0.006,0.381183333,0.040666667
