date,PM2.5,PM10,NO2,SO2,CO,O3
2022-12-01 1:00,5.776666667,5.8,0.006,0.029883333,0.022666667,0.03245
2022-12-01 2:00,6.041666667,6.05,0.006,0.029533333,0.023833333,0.032583333
2022-12-01 3:00,6.756666667,6.768333333,0.005966667,0.029616667,0.0245,0.032983333
2022-12-01 4:00,8.695,8.7,0.006,0.030516667,0.022666667,0.03225
2022-12-01 5:00,8.091666667,8.15,0.0057,0.028316667,0.023166667,0.031316667
2022-12-01 6:00,4.928333333,5,0.005,0.0242,0.022666667,0.031266667
2022-12-01 7:00,3.876666667,3.933333333,0.005,0.024583333,0.023666667,0.03175
2022-12-01 8:00,3.656666667,3.733333333,0.005,0.026883333,0.0235,0.031966667
2022-12-01 9:00,4.745,4.836666667,0.005,0.029566667,0.024,0.0323
2022-12-01 10:00,5.383333333,5.488333333,0.005,0.029333333,0.023833333,0.032816667
2022-12-01 11:00,5.378333333,5.48,0.005,0.026533333,0.022833333,0.031583333
2022-12-01 12:00,4.895,4.981666667,0.005,0.02525,0.0235,0.0317
2022-12-01 13:00,4.63,4.68,0.005,0.022483333,0.0235,0.03075
2022-12-01 14:00,5.008333333,5.071666667,0.005016667,0.027983333,0.0225,0.033733333
2022-12-01 15:00,4.978333333,4.993333333,0.005033333,0.027516667,0.0235,0.034
2022-12-01 16:00,5.29,5.298333333,0.005083333,0.03145,0.023666667,0.034733333
2022-12-01 17:00,5.133333333,5.138333333,0.0057,0.03565,0.0235,0.03535
2022-12-01 18:00,5.696666667,5.701666667,0.005916667,0.038616667,0.022666667,0.035133333
2022-12-01 19:00,9.22,9.243333333,0.006,0.04085,0.024,0.035433333
2022-12-01 20:00,10.26666667,10.275,0.006,0.040433333,0.0235,0.034333333
2022-12-01 21:00,10.51833333,10.53,0.006,0.037483333,0.023,0.031433333
2022-12-01 22:00,9.13,9.136666667,0.006,0.035266667,0.0235,0.033466667
2022-12-01 23:00,10.385,10.38666667,0.006,0.035583333,0.024,0.0338
2022-12-02 0:00,11.43,11.43,0.006,0.03405,0.022833333,0.032416667
2022-12-02 1:00,11.765,11.765,0.006,0.034366667,0.0235,0.0311
2022-12-02 2:00,12.13333333,12.13666667,0.006,0.033583333,0.023333333,0.030666667
2022-12-02 3:00,14.20833333,14.21,0.006,0.036116667,0.023333333,0.029716667
2022-12-02 4:00,16.53166667,16.53166667,0.006,0.036133333,0.024333333,0.02925
2022-12-02 5:00,16.86333333,16.865,0.006,0.035683333,0.023,0.028366667
2022-12-02 6:00,15.49333333,15.50666667,0.006,0.03545,0.022833333,0.02885
2022-12-02 7:00,15.4,15.42333333,0.006,0.034433333,0.0235,0.02965
2022-12-02 8:00,17.68333333,17.73333333,0.006,0.037483333,0.023833333,0.030066667
2022-12-02 9:00,14.18333333,14.22333333,0.005983333,0.0331,0.0235,0.03065
2022-12-02 10:00,9.511666667,9.52,0.00535,0.0271,0.0235,0.03055
2022-12-02 11:00,7.698333333,7.705,0.005,0.024616667,0.023333333,0.032333333
2022-12-02 12:00,7.64,7.646666667,0.005033333,0.025933333,0.023166667,0.032733333
2022-12-02 13:00,7.526666667,7.53,0.005,0.0243,0.0235,0.032033333
2022-12-02 14:00,7.733333333,7.733333333,0.005016667,0.025783333,0.0235,0.033833333
2022-12-02 15:00,8.413559322,8.413559322,0.005135593,0.025966102,0.023050847,0.034
2022-12-02 16:00,8.373333333,8.373333333,0.005133333,0.026866667,0.023333333,0.0342
2022-12-02 17:00,8.941666667,8.941666667,0.005433333,0.03155,0.023166667,0.035216667
2022-12-02 18:00,11.14,11.14,0.005933333,0.040166667,0.023,0.036633333
2022-12-02 19:00,14.68166667,14.68166667,0.006,0.0462,0.023666667,0.038366667
2022-12-02 20:00,15.52833333,15.52833333,0.006,0.0407,0.022833333,0.038216667
2022-12-02 21:00,18.315,18.315,0.006,0.04045,0.023833333,0.0313
2022-12-02 22:00,17.7,17.7,0.006,0.040616667,0.0235,0.033983333
2022-12-02 23:00,19.53833333,19.54166667,0.006,0.041183333,0.022833333,0.03455
2022-12-03 0:00,19.92666667,19.93166667,0.006,0.04115,0.023333333,0.03245
2022-12-03 1:00,22.21833333,22.225,0.006,0.04525,0.023666667,0.030933333
2022-12-03 2:00,23.20666667,23.21833333,0.006,0.0493,0.022666667,0.030033333
2022-12-03 3:00,20.49666667,20.49666667,0.006,0.044783333,0.023833333,0.03165
2022-12-03 4:00,21.775,21.785,0.006,0.040666667,0.023333333,0.030616667
2022-12-03 5:00,22.56166667,22.56333333,0.006,0.039216667,0.023,0.030483333
2022-12-03 6:00,20.465,20.47333333,0.006,0.035766667,0.023666667,0.0305
2022-12-03 7:00,19.84666667,19.85166667,0.006,0.038116667,0.022833333,0.031216667
2022-12-03 8:00,20.11166667,20.11333333,0.006,0.042066667,0.023833333,0.030983333
2022-12-03 9:00,16.43,16.43166667,0.0059,0.040666667,0.022833333,0.0336
2022-12-03 10:00,23.485,23.51166667,0.006,0.048366667,0.024,0.03215
2022-12-03 11:00,23.56,23.60666667,0.006,0.0541,0.023666667,0.037416667
2022-12-03 12:00,23.46166667,23.52166667,0.006,0.055433333,0.023166667,0.036433333
2022-12-03 13:00,27.30333333,27.39666667,0.006,0.05195,0.023166667,0.032133333
2022-12-03 14:00,27.70333333,27.82333333,0.006,0.043733333,0.023666667,0.033833333
2022-12-03 15:00,31.18,31.22666667,0.006,0.03895,0.0235,0.032383333
2022-12-03 16:00,26.69833333,26.72833333,0.005383333,0.021366667,0.0235,0.03195
2022-12-03 17:00,29.30333333,29.34666667,0.005466667,0.023916667,0.0235,0.0328
2022-12-03 18:00,32.24166667,32.29833333,0.0058,0.02785,0.0235,0.034083333
2022-12-03 19:00,29.73833333,29.795,0.006,0.032383333,0.0235,0.033266667
2022-12-03 20:00,33.55166667,33.655,0.005983333,0.034716667,0.02245,0.03455
2022-12-03 21:00,47.00333333,47.09833333,0.006,0.037116667,0.023533333,0.032983333
