date,PM2.5,PM10,O3,NO2,CO,SO2
2022-12-03 9:00,22,29,0.021,0.015,0.3,0.001
2022-12-03 10:00,28,33,0.015,0.02,0.4,0.001
2022-12-03 11:00,25,29,0.015,0.022,0.4,0.001
2022-12-03 12:00,25,27,0.011,0.025,0.4,0.001
2022-12-03 13:00,26,29,0.01,0.023,0.4,0.001
2022-12-03 14:00,20,34,0.017,0.017,0.3,0.001
2022-12-03 15:00,27,39,0.022,0.017,0.3,0.001
2022-12-03 16:00,39,52,0.037,0.009,0.4,0.001
2022-12-03 17:00,35,53,0.037,0.01,0.4,0.001
2022-12-03 18:00,37,62,0.035,0.011,0.5,0.002
2022-12-03 19:00,39,58,0.032,0.013,0.5,0.001
2022-12-03 20:00,41,62,0.03,0.015,0.5,0.001
2022-12-03 21:00,50,69,0.027,0.016,0.6,0.002
2022-12-03 22:00,50,70,0.024,0.016,0.6,0.002
2022-12-03 23:00,42,63,0.026,0.012,0.5,0.001
2022-12-04 0:00,40,68,0.027,0.011,0.5,0.001
2022-12-04 1:00,36,70,0.029,0.008,0.5,0.001
2022-12-04 2:00,33,56,0.029,0.007,0.4,0.002
2022-12-04 3:00,24,46,0.032,0.005,0.3,0.001
2022-12-04 4:00,17,32,0.033,0.005,0.3,0.001
2022-12-04 5:00,19,25,0.033,0.005,0.3,0.001
2022-12-04 6:00,16,23,0.032,0.005,0.2,0.001
2022-12-04 7:00,16,23,0.03,0.006,0.3,0.001
2022-12-04 8:00,17,24,0.03,0.006,0.3,0.001
2022-12-04 9:00,13,25,0.031,0.005,0.3,0.002
2022-12-04 10:00,11,24,0.032,0.005,0.3,0.002
2022-12-04 11:00,15,23,0.033,0.005,0.3,0.001
2022-12-04 12:00,13,27,0.032,0.005,0.3,0.002
2022-12-04 13:00,14,23,0.033,0.005,0.3,0.001
2022-12-04 14:00,13,25,0.032,0.006,0.3,0.001
2022-12-04 15:00,12,22,0.032,0.006,0.3,0.001
2022-12-04 16:00,14,22,0.031,0.007,0.3,0.002
2022-12-04 17:00,14,24,0.031,0.006,0.3,0.002
2022-12-04 18:00,14,23,0.031,0.007,0.3,0.001
2022-12-04 19:00,36,43,0.028,0.009,0.3,0.001
2022-12-04 20:00,14,21,0.028,0.009,0.3,0.001
2022-12-04 21:00,16,19,0.03,0.007,0.3,0.002
2022-12-04 22:00,17,18,0.03,0.007,0.3,0.001
2022-12-04 23:00,16,20,0.029,0.007,0.3,0.001
2022-12-05 0:00,17,23,0.029,0.006,0.3,0.001
2022-12-05 1:00,14,23,0.03,0.005,0.3,0.001
2022-12-05 2:00,14,17,0.029,0.005,0.3,0.001
2022-12-05 3:00,17,21,0.029,0.005,0.3,0.001
2022-12-05 4:00,17,23,0.027,0.006,0.3,0.001
2022-12-05 5:00,18,19,0.026,0.006,0.3,0.001
2022-12-05 6:00,17,22,0.026,0.005,0.3,0.001
2022-12-05 7:00,18,22,0.025,0.007,0.3,0.001
2022-12-05 8:00,17,23,0.023,0.009,0.3,0.002
2022-12-05 9:00,17,23,0.025,0.008,0.3,0.002
2022-12-05 10:00,14,19,0.026,0.007,0.3,0.001
2022-12-05 11:00,13,18,0.027,0.007,0.3,0.001
2022-12-05 12:00,11,16,0.027,0.006,0.3,0.001
2022-12-05 13:00,11,14,0.029,0.005,0.3,0.001
2022-12-05 14:00,,,0.029,0.007,0.3,0.002
2022-12-05 15:00,,,,,,
2022-12-05 16:00,,,,,,
2022-12-05 17:00,11,19,,,,
2022-12-05 18:00,13,16,0.03,0.009,0.3,0.001
2022-12-05 19:00,15,21,0.032,0.009,0.3,0.002
2022-12-05 20:00,18,22,0.031,0.011,0.4,0.002
2022-12-05 21:00,19,25,0.024,0.016,0.4,0.002
2022-12-05 22:00,19,32,0.018,0.019,0.4,0.001
2022-12-05 23:00,20,30,0.017,0.019,0.5,0.001
2022-12-06 0:00,19,34,0.014,0.021,0.6,0.001
2022-12-06 1:00,27,35,0.019,0.015,0.5,0.001
2022-12-06 2:00,27,32,0.022,0.014,0.5,0.002
2022-12-06 3:00,29,37,0.018,0.017,0.5,0.002
2022-12-06 4:00,27,36,0.018,0.015,0.5,0.002
2022-12-06 5:00,28,35,0.016,0.015,0.5,0.001
2022-12-06 6:00,26,33,0.015,0.017,0.5,0.002
2022-12-06 7:00,22,36,0.014,0.019,0.5,0.001
2022-12-06 8:00,24,34,0.011,0.024,0.5,0.002
2022-12-06 9:00,34,48,0.008,0.028,0.6,0.002
2022-12-06 10:00,29,50,0.012,0.024,0.6,0.002
2022-12-06 11:00,33,54,0.019,0.019,0.5,0.002
2022-12-06 12:00,28,58,0.035,0.009,0.4,0.002
2022-12-06 13:00,20,48,0.04,0.007,0.4,0.002
2022-12-06 14:00,19,37,0.035,0.008,0.4,0.002
2022-12-06 15:00,20,41,0.036,0.008,0.4,0.001
2022-12-06 16:00,18,34,0.036,0.008,0.4,0.001
2022-12-06 17:00,15,19,0.035,0.007,0.4,0.001
2022-12-06 18:00,15,24,0.026,0.017,0.5,0.001
2022-12-06 19:00,21,30,0.016,0.025,0.5,0.001
2022-12-06 20:00,22,30,0.008,0.031,0.6,0.001
2022-12-06 21:00,22,34,0.014,0.028,0.6,0.001
2022-12-06 22:00,25,43,0.035,0.009,0.5,0.002
2022-12-06 23:00,27,48,0.037,0.007,0.4,0.003
2022-12-07 0:00,29,54,0.037,0.008,0.4,0.003
2022-12-07 1:00,29,64,0.035,0.009,0.5,0.004
2022-12-07 2:00,24,51,0.037,0.008,0.5,0.003
2022-12-07 3:00,32,50,0.039,0.007,0.5,0.002
2022-12-07 4:00,44,75,0.039,0.009,0.6,0.004
2022-12-07 5:00,52,82,0.035,0.01,0.6,0.004
2022-12-07 6:00,45,79,0.032,0.011,0.5,0.004
2022-12-07 7:00,52,81,0.033,0.011,0.6,0.003
2022-12-07 8:00,52,84,0.033,0.011,0.6,0.003
2022-12-07 9:00,44,71,0.03,0.013,0.6,0.002
2022-12-07 10:00,45,93,0.032,0.013,0.6,0.002
2022-12-07 11:00,43,89,0.037,0.01,0.5,0.002
2022-12-07 12:00,39,87,0.041,0.01,0.5,0.002
2022-12-07 13:00,31,66,0.044,0.009,0.5,0.002
2022-12-07 14:00,36,87,0.045,0.01,0.5,0.002
2022-12-07 15:00,36,80,0.043,0.013,0.5,0.003
2022-12-07 16:00,32,65,0.044,0.012,0.5,0.002
2022-12-07 17:00,37,66,0.042,0.014,0.5,0.003
2022-12-07 18:00,39,66,0.04,0.014,0.5,0.004
2022-12-07 19:00,42,73,0.041,0.013,0.6,0.005
2022-12-07 20:00,47,77,0.039,0.014,0.6,0.004
2022-12-07 21:00,46,69,0.034,0.016,0.6,0.003
2022-12-07 22:00,43,69,0.035,0.014,0.6,0.004
2022-12-07 23:00,41,60,0.032,0.015,0.6,0.003
2022-12-08 0:00,35,60,0.031,0.015,0.5,0.002
2022-12-08 1:00,27,44,0.034,0.01,0.5,0.001
2022-12-08 2:00,37,54,0.022,0.015,0.6,0.001
2022-12-08 3:00,48,63,0.015,0.02,0.7,0.001
2022-12-08 4:00,46,69,0.012,0.021,0.7,0.001
2022-12-08 5:00,49,65,0.008,0.022,0.7,0.001
2022-12-08 6:00,51,60,0.01,0.02,0.7,0.001
2022-12-08 7:00,49,62,0.006,0.023,0.7,0.001
2022-12-08 8:00,50,65,0.005,0.025,0.8,0.001
2022-12-08 9:00,58,73,0.006,0.023,0.8,0.001
2022-12-08 10:00,54,74,0.016,0.018,0.7,0.001
2022-12-08 11:00,56,74,0.024,0.016,0.6,0.002
2022-12-08 12:00,35,54,0.034,0.013,0.5,0.002
2022-12-08 13:00,19,34,0.042,0.008,0.4,0.001
2022-12-08 14:00,23,33,0.043,0.007,0.4,0.001
2022-12-08 15:00,22,36,0.04,0.013,0.4,0.002
2022-12-08 16:00,23,33,0.042,0.009,0.4,0.001
2022-12-08 17:00,16,29,0.042,0.01,0.4,0.001
2022-12-08 18:00,16,27,0.038,0.013,0.4,0.001
2022-12-08 19:00,21,36,0.033,0.015,0.4,0.001
2022-12-08 20:00,27,35,0.03,0.018,0.5,0.001
2022-12-08 21:00,20,38,0.022,0.024,0.6,0.001
2022-12-08 22:00,30,43,0.02,0.023,0.5,0.001
2022-12-08 23:00,35,47,0.015,0.023,0.6,0.001
2022-12-09 0:00,29,44,0.019,0.018,0.6,0.001
2022-12-09 1:00,30,39,0.018,0.016,0.6,0.001
2022-12-09 2:00,25,32,0.023,0.012,0.6,0.001
2022-12-09 3:00,,36,0.017,0.014,0.6,0.001
2022-12-09 4:00,31,41,0.017,0.014,0.6,0.001
2022-12-09 5:00,30,35,0.016,0.015,0.5,0.001
2022-12-09 6:00,32,40,0.018,0.015,0.5,0.001
2022-12-09 7:00,32,38,0.016,0.016,0.5,0.001
2022-12-09 8:00,35,47,0.013,0.019,0.5,0.001
2022-12-09 9:00,39,47,0.011,0.022,0.6,0.001
2022-12-09 10:00,44,55,0.013,0.023,0.5,0.001
2022-12-09 11:00,38,58,0.017,0.021,0.5,0.002
2022-12-09 12:00,37,51,0.025,0.021,0.5,0.001
2022-12-09 13:00,45,62,0.036,0.018,0.5,0.001
2022-12-09 14:00,56,82,0.034,0.025,0.5,0.004
2022-12-09 15:00,42,72,0.037,0.02,0.5,0.002
2022-12-09 16:00,34,57,0.035,0.019,0.5,0.002
2022-12-09 17:00,42,61,0.037,0.018,0.6,0.001
2022-12-09 18:00,65,92,0.043,0.017,0.6,0.001
2022-12-09 19:00,81,106,0.046,0.015,0.7,0.001
2022-12-09 20:00,78,104,0.045,0.016,0.7,0.002
2022-12-09 21:00,70,102,0.041,0.017,0.8,0.002
2022-12-09 22:00,60,92,0.036,0.021,0.8,0.002
2022-12-09 23:00,68,90,0.023,0.028,0.9,0.001
2022-12-10 0:00,71,96,0.019,0.027,0.9,0.001
2022-12-10 1:00,75,90,0.017,0.022,0.8,0.001
2022-12-10 2:00,66,86,0.032,0.015,0.7,0.001
2022-12-10 3:00,59,85,0.035,0.012,0.7,0.001
2022-12-10 4:00,65,92,0.027,0.015,0.8,0.001
2022-12-10 5:00,64,82,0.025,0.016,0.7,0.001
2022-12-10 6:00,60,72,0.023,0.016,0.7,0.001
2022-12-10 7:00,60,83,0.017,0.023,0.8,0.001
2022-12-10 8:00,56,69,0.014,0.026,0.8,0.001
2022-12-10 9:00,56,68,0.019,0.02,0.7,0.001
2022-12-10 10:00,61,75,0.021,0.02,0.7,0.001
2022-12-10 11:00,47,53,0.026,0.019,0.6,0.002
2022-12-10 12:00,47,59,0.031,0.017,0.6,0.001
2022-12-10 13:00,43,53,0.037,0.016,0.6,0.001
2022-12-10 14:00,43,56,0.035,0.017,0.6,0.002
2022-12-10 15:00,37,48,0.034,0.017,0.6,0.001
2022-12-10 16:00,44,52,0.031,0.019,0.6,0.002
2022-12-10 17:00,40,49,0.034,0.016,0.6,0.001
2022-12-10 18:00,32,44,0.034,0.016,0.5,0.001
2022-12-10 19:00,40,50,0.028,0.02,0.6,0.001
2022-12-10 20:00,46,49,0.02,0.025,0.7,0.002
2022-12-10 21:00,46,58,0.016,0.023,0.7,0.001
2022-12-10 22:00,41,48,0.021,0.019,0.7,0.001
2022-12-10 23:00,45,54,0.016,0.021,0.7,0.001
2022-12-11 0:00,46,51,0.015,0.02,0.7,0.001
2022-12-11 1:00,41,49,0.019,0.017,0.6,0.001
2022-12-11 2:00,41,47,0.019,0.014,0.6,0.001
2022-12-11 3:00,42,47,0.016,0.016,0.6,0.001
2022-12-11 4:00,38,48,0.017,0.015,0.7,0.001
2022-12-11 5:00,36,44,0.017,0.013,0.6,0.001
2022-12-11 6:00,39,43,0.017,0.014,0.6,0.001
2022-12-11 7:00,36,46,0.017,0.014,0.6,0.001
2022-12-11 8:00,32,40,0.018,0.017,0.7,0.002
2022-12-11 9:00,37,47,0.025,0.015,0.6,0.003
2022-12-11 10:00,34,44,0.026,0.013,0.6,0.002
2022-12-11 11:00,34,45,0.032,0.01,0.6,0.003
2022-12-11 12:00,30,47,0.036,0.009,0.6,0.003
2022-12-11 13:00,27,42,0.038,0.009,0.5,0.003
2022-12-11 14:00,25,39,0.041,0.01,0.5,0.003
2022-12-11 15:00,26,37,0.042,0.01,0.5,0.003
2022-12-11 16:00,22,34,0.042,0.009,0.5,0.002
2022-12-11 17:00,20,31,0.042,0.007,0.4,0.002
2022-12-11 18:00,21,27,0.041,0.008,0.4,0.001
2022-12-11 19:00,20,28,0.037,0.01,0.5,0.002
2022-12-11 20:00,34,38,0.033,0.012,0.5,0.002
2022-12-11 21:00,30,33,0.026,0.017,0.5,0.002
2022-12-11 22:00,31,38,0.02,0.02,0.6,0.001
2022-12-11 23:00,27,28,0.03,0.013,0.5,0.001
2022-12-12 0:00,28,30,0.024,0.015,0.6,0.001
2022-12-12 1:00,25,32,0.022,0.015,0.6,0.001
2022-12-12 2:00,26,33,0.019,0.017,0.6,0.001
2022-12-12 3:00,29,37,0.023,0.012,0.6,0.001
2022-12-12 4:00,28,34,0.021,0.012,0.5,0.001
2022-12-12 5:00,24,33,0.015,0.016,0.6,0.001
2022-12-12 6:00,24,36,0.019,0.012,0.5,0.001
2022-12-12 7:00,36,37,0.011,0.019,0.6,0.001
2022-12-12 8:00,34,44,0.01,0.021,0.6,0.001
2022-12-12 9:00,32,46,0.011,0.023,0.6,0.001
2022-12-12 10:00,42,58,0.018,0.021,0.6,0.002
2022-12-12 11:00,,,0.022,0.016,0.6,0.002
2022-12-12 12:00,,,,,,
2022-12-12 13:00,,,,,,
2022-12-12 14:00,,,,,,
2022-12-12 15:00,,,,,,
2022-12-12 16:00,,,,,,
2022-12-12 17:00,,,0.032,0.013,0.3,0.003
2022-12-12 18:00,,,0.028,0.015,0.3,0.004
2022-12-12 19:00,,,0.028,0.015,0.3,0.004
2022-12-12 20:00,,,0.027,0.015,0.3,0.004
2022-12-12 21:00,,,0.025,0.017,0.3,0.004
2022-12-12 22:00,,,0.025,0.018,0.3,0.004
2022-12-12 23:00,,,0.034,0.01,0.3,0.005
2022-12-13 0:00,,,0.029,0.014,0.4,0.005
2022-12-13 1:00,,,0.028,0.015,0.5,0.006
2022-12-13 2:00,,,0.033,0.011,0.3,0.005
2022-12-13 3:00,,,0.036,0.009,0.2,0.005
2022-12-13 4:00,,,0.035,0.008,0.3,0.005
2022-12-13 5:00,,,0.032,0.01,0.4,0.005
2022-12-13 6:00,,,0.035,0.008,0.4,0.005
2022-12-13 7:00,,,0.036,0.007,0.3,0.004
2022-12-13 8:00,,,0.036,0.007,0.3,0.004
2022-12-13 9:00,,,0.035,0.009,0.3,0.004
2022-12-13 10:00,,,,,,
2022-12-13 11:00,,,,,,
2022-12-13 12:00,,,,,,
2022-12-13 13:00,,,,,,
2022-12-13 14:00,,,,,,
2022-12-13 15:00,,,,,,
2022-12-13 16:00,,,0.041,0.008,0.3,0.004
2022-12-13 17:00,,,0.042,0.007,0.3,0.004
2022-12-13 18:00,76,385,0.039,0.008,0.3,0.005
2022-12-13 19:00,52,148,0.039,0.007,0.3,0.004
2022-12-13 20:00,26,68,0.039,0.006,0.3,0.004
2022-12-13 21:00,16,59,0.04,0.005,0.3,0.004
2022-12-13 22:00,12,21,0.038,0.005,0.3,0.004
2022-12-13 23:00,12,14,0.037,0.004,0.2,0.004
2022-12-14 0:00,13,16,0.036,0.004,0.3,0.004
2022-12-14 1:00,13,19,0.036,0.004,0.3,0.004
2022-12-14 2:00,14,17,0.034,0.004,0.3,0.004
2022-12-14 3:00,12,23,0.034,0.004,0.3,0.004
2022-12-14 4:00,11,25,0.034,0.004,0.2,0.004
2022-12-14 5:00,14,27,0.033,0.004,0.2,0.004
2022-12-14 6:00,17,27,0.031,0.005,0.3,0.004
2022-12-14 7:00,14,32,0.028,0.006,0.3,0.004
2022-12-14 8:00,18,38,0.026,0.008,0.3,0.004
2022-12-14 9:00,14,37,0.025,0.009,0.3,0.004
2022-12-14 10:00,14,33,0.026,0.008,0.3,0.004
2022-12-14 11:00,17,39,0.028,0.007,0.3,0.004
2022-12-14 12:00,17,39,0.029,0.006,0.3,0.005
2022-12-14 13:00,13,40,0.03,0.006,0.3,0.004
2022-12-14 14:00,20,39,0.031,0.006,0.3,0.004
2022-12-14 15:00,17,41,0.032,0.006,0.3,0.004
2022-12-14 16:00,15,38,0.031,0.006,0.3,0.004
2022-12-14 17:00,19,33,0.029,0.008,0.3,0.004
2022-12-14 18:00,24,32,0.023,0.015,0.3,0.004
2022-12-14 19:00,22,33,0.025,0.012,0.3,0.004
2022-12-14 20:00,22,30,0.027,0.01,0.3,0.004
2022-12-14 21:00,19,35,0.026,0.01,0.3,0.004
2022-12-14 22:00,23,33,0.026,0.009,0.3,0.004
2022-12-14 23:00,20,36,0.024,0.009,0.3,0.004
2022-12-15 0:00,22,36,0.02,0.012,0.4,0.004
2022-12-15 1:00,27,40,0.019,0.012,0.4,0.004
2022-12-15 2:00,25,36,0.016,0.014,0.4,0.004
2022-12-15 3:00,24,40,0.016,0.012,0.4,0.004
2022-12-15 4:00,28,38,0.016,0.011,0.4,0.004
2022-12-15 5:00,26,40,0.014,0.013,0.4,0.004
2022-12-15 6:00,27,37,0.014,0.013,0.4,0.004
2022-12-15 7:00,26,35,0.016,0.012,0.3,0.004
2022-12-15 8:00,28,34,0.015,0.016,0.3,0.004
2022-12-15 9:00,25,29,0.014,0.019,0.4,0.004
2022-12-15 10:00,22,36,0.015,0.019,0.4,0.004
2022-12-15 11:00,24,25,0.016,0.019,0.3,0.004
2022-12-15 12:00,18,25,0.023,0.013,0.3,0.004
2022-12-15 13:00,14,24,0.032,0.007,0.3,0.004
2022-12-15 14:00,12,30,0.038,0.007,0.2,0.004
2022-12-15 15:00,14,30,0.039,0.008,0.2,0.004
2022-12-15 16:00,11,31,0.039,0.008,0.2,0.004
2022-12-15 17:00,21,41,0.034,0.012,0.3,0.005
2022-12-15 18:00,15,27,0.033,0.013,0.2,0.004
2022-12-15 19:00,23,25,0.036,0.01,0.3,0.004
2022-12-15 20:00,29,51,0.033,0.011,0.4,0.004
2022-12-15 21:00,34,55,0.029,0.01,0.4,0.004
2022-12-15 22:00,39,59,0.023,0.012,0.4,0.004
2022-12-15 23:00,36,48,0.027,0.01,0.4,0.004
2022-12-16 0:00,35,48,0.03,0.009,0.4,0.005
2022-12-16 1:00,28,48,0.031,0.008,0.4,0.005
2022-12-16 2:00,25,39,0.032,0.007,0.4,0.005
2022-12-16 3:00,20,34,0.032,0.007,0.4,0.005
2022-12-16 4:00,15,26,0.033,0.006,0.4,0.005
2022-12-16 5:00,13,20,0.033,0.006,0.3,0.005
2022-12-16 6:00,14,21,0.028,0.008,0.4,0.004
2022-12-16 7:00,21,27,0.025,0.01,0.4,0.004
2022-12-16 8:00,21,34,0.019,0.014,0.5,0.005
2022-12-16 9:00,26,35,0.018,0.015,0.5,0.005
2022-12-16 10:00,26,39,0.024,0.011,0.4,0.005
2022-12-16 11:00,21,33,0.027,0.011,0.4,0.005
2022-12-16 12:00,19,31,0.029,0.009,0.4,0.005
2022-12-16 13:00,21,26,0.031,0.008,0.4,0.005
2022-12-16 14:00,17,26,0.032,0.009,0.4,0.005
2022-12-16 15:00,20,29,0.03,0.01,0.4,0.005
2022-12-16 16:00,18,25,0.032,0.01,0.3,0.005
2022-12-16 17:00,13,17,0.031,0.011,0.3,0.004
2022-12-16 18:00,10,20,0.029,0.013,0.4,0.004
2022-12-16 19:00,12,19,0.028,0.013,0.4,0.004
2022-12-16 20:00,16,20,0.025,0.014,0.4,0.004
2022-12-16 21:00,19,22,0.023,0.014,0.4,0.004
2022-12-16 22:00,14,23,0.023,0.013,0.4,0.004
2022-12-16 23:00,14,20,0.026,0.011,0.3,0.005
2022-12-17 0:00,15,23,0.025,0.011,0.4,0.005
2022-12-17 1:00,16,23,0.025,0.011,0.4,0.005
2022-12-17 2:00,18,22,0.024,0.011,0.4,0.005
2022-12-17 3:00,16,20,0.025,0.01,0.4,0.005
2022-12-17 4:00,17,20,0.026,0.009,0.3,0.005
2022-12-17 5:00,17,21,0.027,0.008,0.3,0.005
2022-12-17 6:00,19,20,0.028,0.009,0.3,0.005
2022-12-17 7:00,,15,0.029,0.009,0.3,0.005
2022-12-17 8:00,14,21,0.028,0.01,0.3,0.005
2022-12-17 9:00,13,15,0.03,0.01,0.3,0.004
2022-12-17 10:00,12,14,0.031,0.007,0.3,0.004
2022-12-17 11:00,19,23,0.029,0.008,0.3,0.004
2022-12-17 12:00,15,18,0.031,0.009,0.3,0.005
2022-12-17 13:00,11,16,0.033,0.008,0.3,0.004
2022-12-17 14:00,14,16,0.03,0.01,0.3,0.004
2022-12-17 15:00,13,13,0.029,0.011,0.3,0.004
2022-12-17 16:00,18,20,0.035,0.007,0.3,0.004
2022-12-17 17:00,26,27,0.032,0.012,0.4,0.005
2022-12-17 18:00,23,32,0.024,0.02,0.4,0.005
2022-12-17 19:00,26,34,0.025,0.018,0.5,0.005
2022-12-17 20:00,24,30,0.026,0.016,0.4,0.005
2022-12-17 21:00,19,32,0.028,0.013,0.4,0.005
2022-12-17 22:00,23,26,0.031,0.009,0.4,0.005
2022-12-17 23:00,18,23,0.03,0.008,0.4,0.005
2022-12-18 0:00,23,23,0.03,0.008,0.4,0.005
2022-12-18 1:00,22,28,0.03,0.008,0.4,0.005
2022-12-18 2:00,25,30,0.029,0.008,0.4,0.005
2022-12-18 3:00,21,27,0.03,0.007,0.4,0.005
2022-12-18 4:00,25,25,0.029,0.007,0.4,0.005
2022-12-18 5:00,19,23,0.028,0.007,0.4,0.005
2022-12-18 6:00,21,21,0.028,0.007,0.3,0.005
2022-12-18 7:00,18,26,0.026,0.008,0.3,0.004
2022-12-18 8:00,17,20,0.027,0.008,0.3,0.005
2022-12-18 9:00,14,23,0.026,0.009,0.3,0.005
2022-12-18 10:00,18,26,0.029,0.007,0.3,0.005
2022-12-18 11:00,15,22,0.033,0.005,0.3,0.005
2022-12-18 12:00,11,23,0.035,0.005,0.3,0.005
2022-12-18 13:00,12,20,0.036,0.005,0.3,0.005
2022-12-18 14:00,13,17,0.036,0.005,0.3,0.005
2022-12-18 15:00,17,21,0.037,0.005,0.3,0.005
2022-12-18 16:00,11,19,0.037,0.006,0.3,0.005
2022-12-18 17:00,15,22,0.036,0.007,0.3,0.005
2022-12-18 18:00,17,26,0.03,0.012,0.4,0.005
2022-12-18 19:00,22,29,0.021,0.02,0.5,0.005
2022-12-18 20:00,21,27,0.014,0.027,0.5,0.005
2022-12-18 21:00,25,36,0.014,0.027,0.5,0.005
2022-12-18 22:00,23,28,0.021,0.017,0.4,0.004
2022-12-18 23:00,24,31,0.021,0.015,0.4,0.004
2022-12-19 0:00,24,30,0.026,0.009,0.4,0.005
2022-12-19 1:00,22,34,0.027,0.008,0.3,0.004
2022-12-19 2:00,26,30,0.022,0.013,0.4,0.004
2022-12-19 3:00,29,38,0.016,0.017,0.4,0.004
2022-12-19 4:00,22,32,0.016,0.015,0.4,0.004
2022-12-19 5:00,27,30,0.019,0.012,0.4,0.004
2022-12-19 6:00,26,28,0.017,0.014,0.4,0.004
2022-12-19 7:00,25,32,0.019,0.012,0.4,0.004
2022-12-19 8:00,27,27,0.013,0.021,0.4,0.004
2022-12-19 9:00,27,29,0.013,0.022,0.4,0.005
2022-12-19 10:00,26,36,0.018,0.016,0.4,0.005
2022-12-19 11:00,26,30,0.023,0.015,0.3,0.005
2022-12-19 12:00,22,27,0.027,0.015,0.3,0.005
2022-12-19 13:00,13,27,0.032,0.011,0.3,0.005
2022-12-19 14:00,12,23,0.033,0.011,0.3,0.005
2022-12-19 15:00,13,33,0.033,0.013,0.3,0.005
2022-12-19 16:00,,,,,,
2022-12-19 17:00,,,,,,
2022-12-19 18:00,,,,,,
2022-12-19 19:00,28,38,0.011,0.036,0.5,0.002
2022-12-19 20:00,26,37,0.019,0.026,0.4,0.002
2022-12-19 21:00,21,31,0.029,0.014,0.4,0.002
2022-12-19 22:00,20,31,0.028,0.013,0.4,0.002
2022-12-19 23:00,20,33,0.024,0.012,0.4,0.001
2022-12-20 0:00,26,34,0.02,0.015,0.4,0.001
2022-12-20 1:00,28,38,0.017,0.018,0.4,0.001
2022-12-20 2:00,34,36,0.019,0.016,0.4,0.001
