Date,PM2.5,PM10,SO2,NO2,O3
2021-10-27 6:00,60.21,61.87,0.004,0.055,0.036
2021-10-27 7:00,58.31,59.69,0.004,0.066,0.038
2021-10-27 8:00,56.8,57.91,0.004,0.06,0.034
2021-10-27 9:00,49.27,50.26,0.004,0.052,0.037
2021-10-27 10:00,49.92,51.03,0.003,0.023,0.038
2021-10-27 11:00,45.52,46.45,0.003,0.009,0.03
2021-10-27 12:00,36.08,36.87,0.003,0.006,0.029
2021-10-27 13:00,32.59,33.31,0.003,0.013,0.034
2021-10-27 14:00,18.21,18.48,0.003,0.007,0.031
2021-10-27 15:00,16.91,17.17,0.003,0.017,0.045
2021-10-27 16:00,15.34,15.5,0.003,0.029,0.055
2021-10-27 17:00,11.84,11.91,0.003,0.05,0.058
2021-10-27 18:00,12.09,12.17,0.004,0.08,0.062
2021-10-27 19:00,10.96,11.02,0.004,0.086,0.059
2021-10-27 20:00,11.29,11.34,0.004,0.076,0.053
2021-10-27 21:00,10.66,10.71,0.004,0.065,0.049
2021-10-27 22:00,10.36,10.39,0.004,0.065,0.046
2021-10-27 23:00,9.5,9.54,0.004,0.057,0.043
2021-10-28 0:00,9.56,9.6,0.004,0.055,0.039
2021-10-28 1:00,9.42,9.45,0.004,0.055,0.038
2021-10-28 2:00,9.92,9.95,0.004,0.05,0.036
2021-10-28 3:00,10.98,11.03,0.004,0.051,0.033
2021-10-28 4:00,12.09,12.14,0.004,0.047,0.024
2021-10-28 5:00,14.42,14.52,0.004,0.05,0.025
2021-10-28 6:00,13.53,13.63,0.004,0.052,0.025
2021-10-28 7:00,25.58,25.94,0.005,0.05,0.024
2021-10-28 8:00,17.23,17.32,0.005,0.04,0.022
2021-10-28 9:00,21.46,21.6,0.004,0.02,0.017
2021-10-28 10:00,34.18,34.43,0.004,0.015,0.016
2021-10-28 11:00,12.23,12.27,0.003,0.011,0.018
2021-10-28 12:00,10.34,10.38,0.003,0.009,0.023
2021-10-28 13:00,10.87,10.91,0.003,0.012,0.031
2021-10-28 14:00,11.1,11.14,0.003,0.014,0.035
2021-10-28 15:00,12.7,12.71,0.003,0.018,0.04
2021-10-28 16:00,11.03,11.06,0.003,0.032,0.048
2021-10-28 17:00,10.6,10.64,0.004,0.067,0.056
2021-10-28 18:00,12.27,12.33,0.004,0.09,0.06
2021-10-28 19:00,12.05,12.11,0.004,0.084,0.056
2021-10-28 20:00,12.8,12.87,0.004,0.083,0.053
2021-10-28 21:00,19.16,19.3,0.004,0.073,0.045
2021-10-28 22:00,9.92,9.95,0.004,0.047,0.045
2021-10-28 23:00,10.67,10.71,0.004,0.051,0.042
2021-10-29 0:00,8.81,8.84,0.004,0.044,0.042
2021-10-29 1:00,11.57,11.62,0.004,0.048,0.036
2021-10-29 2:00,16.94,17.01,0.004,0.053,0.032
2021-10-29 3:00,18.65,18.73,0.004,0.054,0.03
2021-10-29 4:00,20.41,20.51,0.004,0.054,0.028
2021-10-29 5:00,20.24,20.32,0.004,0.056,0.029
2021-10-29 6:00,19.96,20.08,0.004,0.053,0.027
2021-10-29 7:00,22.96,23.07,0.004,0.053,0.028
2021-10-29 8:00,22.41,22.49,0.004,0.039,0.022
2021-10-29 9:00,8.89,8.9,0.004,0.012,0.014
2021-10-29 10:00,6.43,6.44,0.003,0.008,0.016
2021-10-29 11:00,5.86,5.86,0.003,0.006,0.02
2021-10-29 12:00,5.69,5.69,0.003,0.007,0.024
2021-10-29 13:00,5.68,5.68,0.003,0.008,0.026
2021-10-29 14:00,5.69,5.69,0.003,0.011,0.03
2021-10-29 15:00,5.53,5.53,0.003,0.018,0.039
2021-10-29 16:00,5.23,5.23,0.003,0.025,0.045
2021-10-29 17:00,6.01,6.02,0.004,0.078,0.056
2021-10-29 18:00,7.06,7.08,0.004,0.068,0.056
2021-10-29 19:00,9.41,9.44,0.004,0.052,0.05
2021-10-29 20:00,11.79,11.84,0.004,0.069,0.049
2021-10-29 21:00,8.5,8.52,0.004,0.071,0.048
2021-10-29 22:00,6.86,6.86,0.004,0.063,0.044
2021-10-29 23:00,7.07,7.09,0.004,0.056,0.041
2021-10-30 0:00,6.67,6.67,0.004,0.049,0.038
2021-10-30 1:00,6.62,6.62,0.004,0.044,0.036
2021-10-30 2:00,7,7.01,0.004,0.043,0.034
2021-10-30 3:00,8.09,8.1,0.004,0.041,0.028
2021-10-30 4:00,10.06,10.08,0.004,0.045,0.028
2021-10-30 5:00,13.69,13.73,0.004,0.047,0.027
2021-10-30 6:00,22.11,22.24,0.004,0.049,0.025
2021-10-30 7:00,44.87,45.95,0.004,0.05,0.026
2021-10-30 8:00,31.61,31.65,0.004,0.044,0.024
2021-10-30 9:00,12.25,12.3,0.004,0.03,0.022
2021-10-30 10:00,7.47,7.48,0.003,0.01,0.015
2021-10-30 11:00,6.21,6.21,0.003,0.006,0.017
2021-10-30 12:00,6.37,6.38,0.003,0.008,0.02
2021-10-30 13:00,7.51,7.51,0.003,0.014,0.028
2021-10-30 14:00,10.87,10.87,0.004,0.023,0.041
2021-10-30 15:00,10.36,10.37,0.004,0.025,0.044
2021-10-30 16:00,8.94,8.94,0.004,0.025,0.045
2021-10-30 17:00,9.41,9.43,0.004,0.055,0.052
2021-10-30 18:00,10.17,10.17,0.004,0.077,0.057
2021-10-30 19:00,11.67,11.69,0.004,0.069,0.054
2021-10-30 20:00,12.61,12.63,0.004,0.068,0.05
2021-10-30 21:00,13.7,13.72,0.004,0.06,0.046
2021-10-30 22:00,14.66,14.7,0.004,0.054,0.04
2021-10-30 23:00,14.5,14.54,0.004,0.05,0.039
2021-10-31 0:00,15.55,15.63,0.004,0.046,0.034
2021-10-31 1:00,16.79,16.84,0.004,0.044,0.031
2021-10-31 2:00,17.66,17.75,0.004,0.042,0.029
2021-10-31 3:00,18.98,19.04,0.004,0.041,0.021
2021-10-31 4:00,18.35,18.41,0.004,0.04,0.022
2021-10-31 5:00,19.69,19.75,0.004,0.039,0.021
2021-10-31 6:00,63.77,65.35,0.005,0.042,0.02
2021-10-31 7:00,44.89,45.4,0.005,0.039,0.019
2021-10-31 8:00,38.83,39.05,0.005,0.035,0.019
2021-10-31 9:00,23.91,23.95,0.004,0.023,0.018
2021-10-31 10:00,20.68,20.69,0.004,0.014,0.016
2021-10-31 11:00,21.03,21.05,0.004,0.007,0.02
2021-10-31 12:00,17.32,17.34,0.003,0.003,0.031
2021-10-31 13:00,14.23,14.24,0.003,0.005,0.039
2021-10-31 14:00,17.91,17.92,0.003,0.016,0.053
2021-10-31 15:00,17.45,17.46,0.003,0.018,0.057
2021-10-31 16:00,12.72,12.72,0.003,0.021,0.052
2021-10-31 17:00,18.88,18.95,0.004,0.055,0.065
2021-10-31 18:00,18.48,18.5,0.004,0.071,0.066
2021-10-31 19:00,21.78,21.81,0.004,0.066,0.063
2021-10-31 20:00,25.19,25.28,0.004,0.066,0.057
2021-10-31 21:00,28.34,28.43,0.004,0.061,0.054
2021-10-31 22:00,29.73,29.91,0.004,0.059,0.047
2021-10-31 23:00,28.93,29.17,0.004,0.056,0.044
2021-11-01 0:00,27.95,28.27,0.004,0.05,0.037
2021-11-01 1:00,31.62,31.85,0.004,0.046,0.027
2021-11-01 2:00,29.97,30.3,0.004,0.045,0.027
2021-11-01 3:00,25.46,25.78,0.004,0.042,0.027
2021-11-01 4:00,26.76,27.12,0.004,0.045,0.026
2021-11-01 5:00,25.73,26.13,0.004,0.046,0.025
2021-11-01 6:00,26.86,27.4,0.004,0.052,0.027
2021-11-01 7:00,34.07,34.76,0.004,0.046,0.023
2021-11-01 8:00,34.26,34.59,0.005,0.046,0.023
2021-11-01 9:00,28.28,28.7,0.004,0.029,0.027
2021-11-01 10:00,25.2,25.51,0.003,0.01,0.028
2021-11-01 11:00,23.93,24.22,0.003,0.013,0.034
2021-11-01 12:00,25.28,25.61,0.003,0.016,0.042
2021-11-01 13:00,26.07,26.35,0.003,0.021,0.046
2021-11-01 14:00,25.08,25.31,0.003,0.02,0.046
2021-11-01 15:00,22.43,22.58,0.003,0.026,0.053
2021-11-01 16:00,18.56,18.76,0.003,0.034,0.059
2021-11-01 17:00,17.6,17.73,0.003,0.047,0.061
2021-11-01 18:00,17.37,17.5,0.003,0.076,0.06
2021-11-01 19:00,17.35,17.56,0.004,0.076,0.056
2021-11-01 20:00,18.11,18.3,0.004,0.074,0.052
2021-11-01 21:00,19.11,19.38,0.004,0.064,0.049
2021-11-01 22:00,20.22,20.49,0.004,0.057,0.045
2021-11-01 23:00,22.01,22.37,0.004,0.054,0.042
2021-11-02 0:00,23.94,24.41,0.004,0.055,0.04
2021-11-02 1:00,25.05,25.56,0.004,0.05,0.035
2021-11-02 2:00,26.49,27.04,0.004,0.049,0.034
2021-11-02 3:00,25.9,26.44,0.004,0.047,0.027
2021-11-02 4:00,24.22,24.65,0.004,0.041,0.021
2021-11-02 5:00,24.49,24.9,0.004,0.04,0.02
2021-11-02 6:00,29.63,30.11,0.004,0.043,0.021
2021-11-02 7:00,35.93,36.54,0.005,0.047,0.022
2021-11-02 8:00,37.84,38.44,0.005,0.047,0.023
2021-11-02 9:00,38.48,39.34,0.004,0.041,0.024
2021-11-02 10:00,40.75,41.89,0.004,0.028,0.026
2021-11-02 11:00,36.69,37.48,0.004,0.018,0.027
2021-11-02 12:00,21.79,22.14,0.003,0.008,0.032
2021-11-02 13:00,22.38,22.68,0.003,0.012,0.038
2021-11-02 14:00,21.05,21.31,0.003,0.015,0.041
2021-11-02 15:00,20.32,20.59,0.003,0.021,0.05
2021-11-02 16:00,21.48,21.8,0.003,0.037,0.056
2021-11-02 17:00,23.17,23.48,0.003,0.063,0.059
2021-11-02 18:00,23.74,24.13,0.003,0.09,0.064
2021-11-02 19:00,23.13,23.45,0.004,0.088,0.059
2021-11-02 20:00,22.57,22.84,0.004,0.075,0.053
2021-11-02 21:00,22.11,22.43,0.004,0.066,0.048
2021-11-02 22:00,22.99,23.33,0.004,0.06,0.044
2021-11-02 23:00,24.82,25.24,0.004,0.057,0.043
2021-11-03 0:00,27.45,27.99,0.004,0.056,0.04
2021-11-03 1:00,30.03,30.74,0.004,0.054,0.036
2021-11-03 2:00,31.73,32.57,0.004,0.049,0.034
2021-11-03 3:00,31.46,32.28,0.004,0.052,0.03
2021-11-03 4:00,32.47,33.35,0.004,0.048,0.03
2021-11-03 5:00,33.3,34.12,0.004,0.05,0.026
2021-11-03 6:00,54.89,57.31,0.005,0.051,0.025
2021-11-03 7:00,58.3,61.22,0.006,0.051,0.023
2021-11-03 8:00,37.24,37.91,0.005,0.046,0.024
2021-11-03 9:00,33.16,33.67,0.004,0.031,0.021
2021-11-03 10:00,29.65,30.1,0.004,0.015,0.019
2021-11-03 11:00,25.9,26.15,0.003,0.008,0.022
2021-11-03 12:00,23.41,23.54,0.003,0.009,0.029
2021-11-03 13:00,18.83,18.96,0.003,0.01,0.036
2021-11-03 14:00,19.5,19.67,0.003,0.018,0.045
2021-11-03 15:00,19.44,19.68,0.003,0.023,0.048
2021-11-03 16:00,26.53,26.95,0.003,0.043,0.067
2021-11-03 17:00,28.36,28.9,0.003,0.076,0.071
2021-11-03 18:00,28.91,29.44,0.003,0.105,0.069
2021-11-03 19:00,31.58,32.23,0.004,0.091,0.063
2021-11-03 20:00,34.93,35.79,0.004,0.086,0.058
2021-11-03 21:00,37.34,38.37,0.004,0.074,0.051
2021-11-03 22:00,37.79,38.83,0.004,0.067,0.047
2021-11-03 23:00,40.26,41.42,0.004,0.063,0.041
2021-11-04 0:00,40.38,41.63,0.004,0.058,0.035
2021-11-04 1:00,40.09,41.46,0.004,0.055,0.039
2021-11-04 2:00,36.85,37.94,0.004,0.047,0.038
2021-11-04 3:00,38.21,39.31,0.004,0.046,0.034
2021-11-04 4:00,40.63,41.81,0.004,0.05,0.032
2021-11-04 5:00,40.64,41.71,0.004,0.054,0.031
2021-11-04 6:00,31.26,32.02,0.004,0.05,0.026
2021-11-04 7:00,29.07,29.59,0.004,0.047,0.023
2021-11-04 8:00,29.23,29.81,0.004,0.047,0.024
2021-11-04 9:00,41.66,42.46,0.004,0.039,0.022
2021-11-04 10:00,42.65,43.39,0.004,0.036,0.023
