일시,기온,풍향(16방위),풍속(m/s),상대습도(%)
2022-12-01 0:05,-1,11.5,2.5,31
2022-12-01 0:10,-1,20.8,1.9,31
2022-12-01 0:15,-1,8.5,2,32
2022-12-01 0:20,-1,11.4,2.2,32
2022-12-01 0:25,-1,9.1,2.3,32
2022-12-01 0:30,-1,13.5,1,32
2022-12-01 0:35,-1,31,2.2,32
2022-12-01 0:40,-0.9,20,1.4,32
2022-12-01 0:45,-1,25,2.5,33
2022-12-01 0:50,-1.1,18.2,2.3,33
2022-12-01 0:55,-1.2,24,2.7,33
2022-12-01 1:00,-1.1,22.3,2.5,33
2022-12-01 1:05,-1.2,26.4,2.1,34
2022-12-01 1:10,-1.2,35.8,2.3,34
2022-12-01 1:15,-1.2,28.3,2.4,34
2022-12-01 1:20,-1.3,33.8,2.4,34
2022-12-01 1:25,-1.3,31.7,2.4,35
2022-12-01 1:30,-1.3,24.5,2.2,35
2022-12-01 1:35,-1.3,30.7,1.5,36
2022-12-01 1:40,-1.3,23.4,2.9,36
2022-12-01 1:45,-1.3,17.1,2.4,36
2022-12-01 1:50,-1.3,13.2,1.8,36
2022-12-01 1:55,-1.3,31,3,37
2022-12-01 2:00,-1.5,22.1,2.5,37
2022-12-01 2:05,-1.5,35.8,1.1,38
2022-12-01 2:10,-1.5,28.9,2.5,39
2022-12-01 2:15,-1.6,33.9,2.3,40
2022-12-01 2:20,-1.6,54,1.4,40
2022-12-01 2:25,-1.6,28.8,1.3,40
2022-12-01 2:30,-1.5,30.2,2.2,40
2022-12-01 2:35,-1.6,25.2,1.7,40
2022-12-01 2:40,-1.5,24.7,2.6,40
2022-12-01 2:45,-1.5,23.8,2.1,40
2022-12-01 2:50,-1.6,19.2,2.9,40
2022-12-01 2:55,-1.5,22.8,2.3,40
2022-12-01 3:00,-1.5,23.7,3.4,40
2022-12-01 3:05,-1.5,28.6,1.8,40
2022-12-01 3:10,-1.5,28.3,1.8,41
2022-12-01 3:15,-1.5,21.4,2.2,41
2022-12-01 3:20,-1.5,19.4,2.9,41
2022-12-01 3:25,-1.5,23.6,2.1,41
2022-12-01 3:30,-1.4,17.8,2.5,41
2022-12-01 3:35,-1.4,25.3,2.9,41
2022-12-01 3:40,-1.4,20.7,3.3,41
2022-12-01 3:45,-1.4,22.7,2.5,41
2022-12-01 3:50,-1.4,27.2,2.9,41
2022-12-01 3:55,-1.5,24.8,2.2,41
2022-12-01 4:00,-1.4,30.1,1.9,41
2022-12-01 4:05,-1.4,30.5,2,41
2022-12-01 4:10,-1.3,32.8,1.7,41
2022-12-01 4:15,-1.3,36.9,1.8,41
2022-12-01 4:20,-1.3,32.9,1.8,41
2022-12-01 4:25,-1.4,48.1,1.5,41
2022-12-01 4:30,-1.3,38.8,0.7,41
2022-12-01 4:35,-1.2,21.5,1.7,41
2022-12-01 4:40,-1.4,31.6,1.8,42
2022-12-01 4:45,-1.4,29,1.9,42
2022-12-01 4:50,-1.4,24.6,2.2,43
2022-12-01 4:55,-1.4,20.9,2.2,43
2022-12-01 5:00,-1.4,22.8,1.3,43
2022-12-01 5:05,-1.3,25.4,0.8,43
2022-12-01 5:10,-1.2,21.5,0.8,43
2022-12-01 5:15,-1.4,47.9,1.6,44
2022-12-01 5:20,-1.5,36.9,1.3,45
2022-12-01 5:25,-1.5,19.1,1.5,45
2022-12-01 5:30,-1.4,26.4,1.7,45
2022-12-01 5:35,-1.4,25.3,1.1,45
2022-12-01 5:40,-1.4,32.3,2,45
2022-12-01 5:45,-1.5,20.4,2.4,45
2022-12-01 5:50,-1.4,24.2,2.2,45
2022-12-01 5:55,-1.4,26.8,2.3,44
2022-12-01 6:00,-1.4,15.2,2.7,44
2022-12-01 6:05,-1.5,25.5,3,44
