일시,기온,풍향(16방위),풍속(m/s),상대습도(%)
2023-02-01 0:05,1.6,236.5,0.3,70
2023-02-01 0:10,1.7,257.4,0.2,70
2023-02-01 0:15,1.7,274,0.5,70
2023-02-01 0:20,1.7,221.7,0.7,71
2023-02-01 0:25,1.6,206.8,0.4,71
2023-02-01 0:30,1.5,210.5,0.5,71
2023-02-01 0:35,1.4,206.9,0.7,72
2023-02-01 0:40,1.4,212.7,0.4,75
2023-02-01 0:45,1.3,232.9,0.4,75
2023-02-01 0:50,1.2,249.8,0.4,72
2023-02-01 0:55,1.3,303.9,0.5,71
2023-02-01 1:00,1.3,294.3,0.1,71
2023-02-01 1:05,1.3,229,0.6,70
2023-02-01 1:10,1.3,214.7,0.7,70
2023-02-01 1:15,1.2,233.4,0.4,71
2023-02-01 1:20,1.2,241.9,0.3,71
2023-02-01 1:25,1.2,202.5,0.3,71
2023-02-01 1:30,1.1,232.3,0.6,72
2023-02-01 1:35,1.1,257.3,0.5,72
2023-02-01 1:40,1,240.9,0.7,71
2023-02-01 1:45,0.9,226,0.5,72
2023-02-01 1:50,0.8,238.1,0.5,73
2023-02-01 1:55,0.8,252.6,0.4,74
2023-02-01 2:00,0.8,270.6,0.4,75
2023-02-01 2:05,0.8,230.6,0.5,75
2023-02-01 2:10,0.8,255.2,0.3,76
2023-02-01 2:15,0.8,297.3,0.1,75
2023-02-01 2:20,0.9,224.6,0.3,75
2023-02-01 2:25,0.9,264.3,0.6,75
2023-02-01 2:30,0.9,278.7,0.8,75
2023-02-01 2:35,0.8,266.2,0.5,75
2023-02-01 2:40,0.8,277.4,0.6,74
2023-02-01 2:45,0.7,263.2,0.4,74
2023-02-01 2:50,0.6,245.3,0.5,74
2023-02-01 2:55,0.6,285,0.6,74
2023-02-01 3:00,0.6,217.3,0.3,74
2023-02-01 3:05,0.5,281.9,0.4,75
2023-02-01 3:10,0.5,250.1,0.5,75
2023-02-01 3:15,0.4,212.5,0.2,75
2023-02-01 3:20,0.4,203.1,0.4,76
2023-02-01 3:25,0.4,263,0.7,75
2023-02-01 3:30,0.4,286.8,0.5,75
2023-02-01 3:35,0.4,208.5,0.8,76
2023-02-01 3:40,0.4,207.4,0.9,76
2023-02-01 3:45,0.3,217.1,1.1,77
2023-02-01 3:50,0.2,225,0.9,78
2023-02-01 3:55,0.2,208.1,0.8,78
2023-02-01 4:00,0.2,216.3,0.8,78
2023-02-01 4:05,0.1,265.3,0.3,78
2023-02-01 4:10,0.1,252.2,0.6,78
2023-02-01 4:15,0.2,255.5,0.8,78
2023-02-01 4:20,0.2,226.5,0.4,77
