일시,기온,풍향(16방위),풍속(m/s),상대습도(%)
2023-04-01 0:05,12.5,216.6,0.8,51
2023-04-01 0:10,12.4,230,0.4,51
2023-04-01 0:15,12.3,222.9,0.7,51
2023-04-01 0:20,12.3,237,0.6,51
2023-04-01 0:25,12.2,271.7,0.5,52
2023-04-01 0:30,12.1,359.7,0.6,52
2023-04-01 0:35,12.1,256.3,0.2,52
2023-04-01 0:40,12.1,251.9,0.7,52
2023-04-01 0:45,11.9,267.4,0.7,53
2023-04-01 0:50,11.8,225,0.5,53
2023-04-01 0:55,11.7,218.3,0.8,53
2023-04-01 1:00,11.5,222.8,0.7,54
2023-04-01 1:05,11.2,226.2,0.7,55
2023-04-01 1:10,11,236.1,0.5,56
2023-04-01 1:15,11,222.6,0.6,56
2023-04-01 1:20,11,214.8,0.3,55
2023-04-01 1:25,11,214.3,0.7,55
2023-04-01 1:30,11.1,224.8,0.5,55
2023-04-01 1:35,10.9,198.6,1,56
2023-04-01 1:40,10.8,202.9,0.9,57
2023-04-01 1:45,10.6,209.3,0.2,58
2023-04-01 1:50,10.5,212.4,0.5,58
2023-04-01 1:55,10.6,189.4,0.7,58
2023-04-01 2:00,10.6,208.5,0.8,58
2023-04-01 2:05,10.6,217.2,0.6,58
2023-04-01 2:10,10.5,243.5,0.3,58
2023-04-01 2:15,10.5,220.2,0.4,58
2023-04-01 2:20,10.5,203.8,0.9,59
2023-04-01 2:25,10.4,204.9,0.7,59
2023-04-01 2:30,10.3,219.1,0.4,59
2023-04-01 2:35,10.2,241,0.2,59
2023-04-01 2:40,10.1,197.7,0.5,59
2023-04-01 2:45,10.1,194.9,0.6,60
2023-04-01 2:50,10.1,236.3,0.5,60
2023-04-01 2:55,10,230.5,0.7,60
2023-04-01 3:00,10,195.5,0.9,60
2023-04-01 3:05,9.9,194.9,0.9,61
2023-04-01 3:10,9.8,225.7,0.8,61
2023-04-01 3:15,9.7,224.5,0.5,62
2023-04-01 3:20,9.7,203.8,0.8,63
2023-04-01 3:25,9.6,203.9,0.7,64
2023-04-01 3:30,9.6,226.1,0.6,63
2023-04-01 3:35,9.5,251.7,0.5,63
2023-04-01 3:40,9.4,204.6,0.9,63
2023-04-01 3:45,9.4,204.1,0.9,63
2023-04-01 3:50,9.2,228.2,0.8,63
2023-04-01 3:55,9.2,222.3,0.4,64
2023-04-01 4:00,9.1,241.1,0.3,64
2023-04-01 4:05,9,264.5,0.9,64
2023-04-01 4:10,9,291.7,0.6,63
2023-04-01 4:15,9,149.9,0.2,63
2023-04-01 4:20,8.9,167.1,0.1,64
2023-04-01 4:25,8.8,212.8,0.1,64
2023-04-01 4:30,8.9,211.4,0.6,65
2023-04-01 4:35,8.9,208,0.5,65
2023-04-01 4:40,8.9,206.7,0.5,64
2023-04-01 4:45,8.8,260.2,0.7,64
2023-04-01 4:50,8.7,261.4,0.7,64
2023-04-01 4:55,8.5,281.8,0.7,64
2023-04-01 5:00,8.3,281.1,0.7,66
2023-04-01 5:05,8.2,299.4,0.6,66
2023-04-01 5:10,8.2,273.1,0.4,66
2023-04-01 5:15,8.2,237.1,0.4,66
2023-04-01 5:20,8.2,227.5,0.4,66
2023-04-01 5:25,8.2,217.7,0.5,66
2023-04-01 5:30,8.2,210.7,0.8,66
2023-04-01 5:35,8.2,222.6,0.9,67
2023-04-01 5:40,8.1,219.6,0.7,67
2023-04-01 5:45,8,257.6,0.5,67
2023-04-01 5:50,7.9,228.1,0.5,68
2023-04-01 5:55,7.8,259.2,0.3,68
2023-04-01 6:00,7.7,222.2,0.3,68
2023-04-01 6:05,7.7,194.9,0.7,68
2023-04-01 6:10,7.8,196.1,0.7,68
2023-04-01 6:15,7.8,198.3,0.9,68
2023-04-01 6:20,7.9,194.5,0.7,68
2023-04-01 6:25,7.9,183.2,0.3,68
2023-04-01 6:30,8,187.2,0.2,68
2023-04-01 6:35,7.9,223,0.5,67
2023-04-01 6:40,7.8,257.3,0.5,67
2023-04-01 6:45,7.7,263.7,0.6,68
2023-04-01 6:50,7.7,271.2,0.8,68
2023-04-01 6:55,7.7,237.7,0.6,68
2023-04-01 7:00,7.8,255.3,0.6,67
2023-04-01 7:05,7.8,252.3,0.6,67
2023-04-01 7:10,7.8,244.4,0.4,67
2023-04-01 7:15,8.1,248.5,0.3,66
2023-04-01 7:20,8.4,295.9,0.3,65
2023-04-01 7:25,8.8,191.7,0.3,64
2023-04-01 7:30,9.1,200,0.5,62
2023-04-01 7:35,9.3,188.5,1,61
2023-04-01 7:40,9.3,185.2,0.9,62
2023-04-01 7:45,9.6,161.8,0.7,61
2023-04-01 7:50,9.8,190.6,0.9,62
2023-04-01 7:55,9.7,176.9,0.9,62
2023-04-01 8:00,9.9,187,0.9,61
2023-04-01 8:10,10.3,187.6,0.9,59
2023-04-01 8:15,10.7,181.4,0.8,58
2023-04-01 8:20,10.9,168.9,1.2,58
2023-04-01 8:25,10.8,189.5,1.1,59
2023-04-01 8:30,10.8,221.8,1.1,60
2023-04-01 8:35,11.1,203,0.9,60
2023-04-01 8:40,11.7,190.7,0.7,56
2023-04-01 8:45,12.3,181.1,0.6,55
2023-04-01 8:50,12.9,174.6,0.3,53
2023-04-01 8:55,13.2,201.3,0.7,52
2023-04-01 9:00,13.4,179.8,0.7,51
2023-04-01 9:05,13.8,276.2,0.3,48
2023-04-01 9:10,14.5,16.2,0.7,43
2023-04-01 9:15,14.9,16.9,0.9,41
2023-04-01 9:20,15.5,59.3,0.7,39
2023-04-01 9:25,16.4,152,0.4,38
2023-04-01 9:30,16.2,185.5,1.1,39
2023-04-01 9:35,16.3,160.9,0.5,39
2023-04-01 9:40,17.1,177.6,0.6,37
2023-04-01 9:45,16.9,189.9,1.1,38
2023-04-01 9:50,16.8,184.1,0.6,40
2023-04-01 9:55,17.5,189.1,0.7,38
2023-04-01 10:00,17.5,174.1,0.9,39
2023-04-01 10:05,17.7,135.3,0.2,38
2023-04-01 10:10,18.5,140.1,0.2,36
2023-04-01 10:15,18.7,185.9,0.8,35
2023-04-01 10:20,18.3,182.8,0.8,36
2023-04-01 10:25,18.8,169.3,1.2,35
2023-04-01 10:30,18.3,180.9,1.6,35
2023-04-01 10:35,18.6,121.8,0.9,35
2023-04-01 10:40,18.7,84.8,1.8,32
2023-04-01 10:45,18.8,86.7,0.9,32
2023-04-01 10:50,19.2,85,0.9,31
2023-04-01 10:55,19.6,66.4,1.5,30
2023-04-01 11:00,19.5,73,1.2,30
2023-04-01 11:05,20,86.3,1.6,29
2023-04-01 11:10,19.9,78.8,1.3,30
2023-04-01 11:15,20,87.9,1.8,30
2023-04-01 11:20,19.9,95.9,1.9,30
2023-04-01 11:25,20.2,80.4,1.8,29
2023-04-01 11:30,20.4,71.1,1.8,28
2023-04-01 11:35,20.7,46.4,0.4,27
2023-04-01 11:40,21.1,35.3,1.4,27
2023-04-01 11:45,21.3,62.8,1.5,27
2023-04-01 11:50,21.3,83.7,1.7,24
2023-04-01 11:55,21.5,76.2,1,23
2023-04-01 12:00,21.7,79.2,1.8,23
2023-04-01 12:05,21.8,72.7,0.8,21
2023-04-01 12:10,22.2,98.6,1.2,18
2023-04-01 12:15,22.2,89.6,1.1,19
2023-04-01 12:20,22.1,81.3,2.7,19
2023-04-01 12:25,22,86.3,2,18
2023-04-01 12:30,22.1,82.6,1.7,18
2023-04-01 12:35,22.1,80.9,2.7,18
2023-04-01 12:40,22.1,91.7,2,19
2023-04-01 12:45,22.7,77.7,1.9,18
2023-04-01 12:50,22.6,69.5,1.9,18
2023-04-01 12:55,22.6,41.3,1.9,17
2023-04-01 13:00,22.8,35.9,2.2,17
2023-04-01 13:05,22.8,48.3,1.7,15
2023-04-01 13:10,22.7,92,2.3,15
2023-04-01 13:15,22.7,98,1.3,16
2023-04-01 13:20,22.8,69.6,1.7,16
2023-04-01 13:25,23.1,61.3,1.6,16
2023-04-01 13:30,23.3,59.9,1.4,16
2023-04-01 13:35,23.4,62.7,1.5,16
2023-04-01 13:40,23.4,82.3,2.1,17
2023-04-01 13:45,23.2,75,2.2,17
2023-04-01 13:50,23.3,28.7,2.1,16
2023-04-01 13:55,23.3,28.7,2.2,17
2023-04-01 14:00,23.3,34.9,2.3,17
2023-04-01 14:05,23.6,35.5,2.2,17
2023-04-01 14:10,23.6,67.3,1.2,17
2023-04-01 14:15,23.7,77.8,1.8,17
2023-04-01 14:20,23.6,73.4,2.3,17
2023-04-01 14:25,23.7,88.4,1.1,17
2023-04-01 14:30,23.9,55.1,1.3,17
2023-04-01 14:35,24.1,85.4,1.5,16
2023-04-01 14:40,23.9,49.5,0.9,16
2023-04-01 14:45,24.2,81.3,1.8,16
2023-04-01 14:50,23.7,63.7,1.1,16
2023-04-01 14:55,23.8,18.1,1.2,16
2023-04-01 15:00,24.1,21.4,1.2,17
2023-04-01 15:05,24.5,62.3,1,16
2023-04-01 15:10,24.5,67.1,0.7,16
2023-04-01 15:15,24.8,103,0.3,15
2023-04-01 15:20,24.8,64.5,1.6,15
2023-04-01 15:25,23.9,72.6,1.8,16
2023-04-01 15:30,23.9,72.4,3.3,17
2023-04-01 15:35,23.9,89,2.1,16
2023-04-01 15:40,23.8,85.2,1.2,16
2023-04-01 15:45,24.4,38.3,0.7,16
2023-04-01 15:50,24.3,87.7,2,16
2023-04-01 15:55,24.1,113.5,0.9,16
2023-04-01 16:00,24.1,41.9,0.7,16
2023-04-01 16:05,24.1,126,1.1,16
2023-04-01 16:10,24.3,167.4,1,23
2023-04-01 16:15,23.6,186.7,0.5,27
2023-04-01 16:20,23.2,162.5,0.6,29
2023-04-01 16:25,22.9,209.6,0.7,29
2023-04-01 16:30,22.8,112.4,0.8,30
2023-04-01 16:35,22.5,121.3,0.9,31
2023-04-01 16:40,22.4,150.5,0.5,31
2023-04-01 16:45,22.5,171.3,1,31
2023-04-01 16:50,22.3,191.8,1.3,30
2023-04-01 16:55,21.8,176.5,1.6,30
2023-04-01 17:00,21.7,190.8,1.5,30
2023-04-01 17:05,21.5,165,0.8,30
2023-04-01 17:10,21.5,167.2,0.4,31
2023-04-01 17:15,21.6,111,0.9,30
2023-04-01 17:20,21.1,105.4,1.2,31
2023-04-01 17:25,21,110.3,0.9,31
2023-04-01 17:30,20.9,158.2,0.8,32
2023-04-01 17:35,20.6,120.4,0.9,32
2023-04-01 17:40,20.8,161.9,0.8,31
2023-04-01 17:45,20.5,115.5,0.9,31
2023-04-01 17:50,20.4,120.1,1.3,32
2023-04-01 17:55,20.2,133.2,0.9,32
2023-04-01 18:00,20.1,100.4,1,32
2023-04-01 18:05,20,130,0.8,31
2023-04-01 18:10,19.9,117.3,0.8,31
2023-04-01 18:15,19.8,110.6,0.7,31
2023-04-01 18:20,19.7,120.6,0.6,31
2023-04-01 18:25,19.5,151.3,0.8,31
2023-04-01 18:30,19.3,166.7,0.8,31
2023-04-01 18:35,19.1,137.5,0.9,32
2023-04-01 18:40,18.9,128.8,0.8,33
2023-04-01 18:45,18.8,98.5,0.9,33
2023-04-01 18:50,18.6,137.6,1,33
2023-04-01 18:55,18.6,165.2,0.4,34
2023-04-01 19:00,18.4,176,0.5,35
2023-04-01 19:05,18.3,148.8,0.7,36
2023-04-01 19:10,18.1,156.8,1,37
2023-04-01 19:15,18.1,159.3,0.8,37
2023-04-01 19:20,18,143.9,0.2,38
2023-04-01 19:25,17.9,148.2,0.3,38
2023-04-01 19:30,17.7,151.4,0.6,39
2023-04-01 19:35,17.7,191.9,0.4,39
2023-04-01 19:40,17.6,132.5,0.5,40
2023-04-01 19:45,17.6,122.9,0.5,40
2023-04-01 19:50,17.5,146.1,0.8,40
2023-04-01 19:55,17.5,222.9,0.7,40
2023-04-01 20:00,17.4,192.5,0.4,40
2023-04-01 20:05,17.3,218.7,0.7,40
2023-04-01 20:10,17.3,193.6,0.8,40
2023-04-01 20:15,17.2,190.3,0.8,40
2023-04-01 20:20,17.1,174.9,1,41
2023-04-01 20:25,17,122.4,0.4,42
2023-04-01 20:30,16.8,155.1,0.6,43
2023-04-01 20:35,16.8,158.8,0.6,43
2023-04-01 20:40,16.8,187.2,0.5,43
2023-04-01 20:45,16.7,183.3,0.6,44
2023-04-01 20:50,16.7,208.2,0.8,44
2023-04-01 20:55,16.5,136,0.4,45
2023-04-01 21:00,16.3,154,0.3,45
2023-04-01 21:05,16.3,194.5,0.6,45
2023-04-01 21:10,16.3,198.1,0.7,45
2023-04-01 21:15,16.3,222.5,0.8,45
2023-04-01 21:20,16.3,232.8,0.3,45
2023-04-01 21:25,16.1,139.1,0.1,46
2023-04-01 21:30,15.8,107.5,0.3,48
2023-04-01 21:35,15.5,120.6,0.2,49
2023-04-01 21:40,15.3,193.2,0.2,50
2023-04-01 21:45,15.2,205.1,0.5,49
2023-04-01 21:50,15.4,199.4,0.8,48
2023-04-01 21:55,15.3,204.9,0.8,48
2023-04-01 22:00,15.1,210.9,0.7,49
2023-04-01 22:05,15,229.4,0.6,49
2023-04-01 22:10,14.9,253.2,0.5,49
2023-04-01 22:15,14.7,345.6,0.5,50
2023-04-01 22:20,14.6,344.2,0.8,50
2023-04-01 22:25,14.7,149.7,0.4,50
2023-04-01 22:30,14.5,345.6,0.7,52
2023-04-01 22:35,14.5,134.9,0.9,52
2023-04-01 22:40,14.3,334.8,0.8,53
2023-04-01 22:45,14.3,85.2,1.1,53
2023-04-01 22:50,14.1,65.2,0.5,53
2023-04-01 22:55,14,211.3,0.6,54
2023-04-01 23:00,13.9,275.2,0.2,55
2023-04-01 23:05,13.9,221.3,0.4,56
2023-04-01 23:10,13.8,255.8,0.5,56
2023-04-01 23:15,13.8,17.6,0.3,54
2023-04-01 23:20,13.6,311.8,0.6,53
2023-04-01 23:25,13.6,284.6,0.8,53
2023-04-01 23:30,13.4,228.6,0.4,53
2023-04-01 23:35,13.2,253.9,0.6,53
