date,PM2.5,PM10,NO2,SO2,CO,O3
2022-11-01 1:00,51.015,51.26833333,0.0535,0.006,0.3629,0.0373
2022-11-01 2:00,43.20333333,43.415,0.0481,0.006,0.34925,0.036216667
2022-11-01 3:00,45.99833333,46.26166667,0.0454,0.006,0.34005,0.03935
2022-11-01 4:00,49.23666667,49.575,0.050333333,0.006,0.341533333,0.03415
2022-11-01 5:00,60.575,62.45333333,0.0502,0.006,0.341966667,0.0307
2022-11-01 6:00,53.49333333,53.905,0.050366667,0.006,0.344983333,0.027716667
2022-11-01 7:00,53.90833333,55.78166667,0.053533333,0.006,0.3494,0.027166667
2022-11-01 8:00,48.28833333,48.63666667,0.0495,0.006,0.34955,0.02575
2022-11-01 9:00,56.08,56.64833333,0.047616667,0.006,0.35865,0.023633333
2022-11-01 10:00,66.43666667,67.16666667,0.044916667,0.006,0.371816667,0.02655
2022-11-01 11:00,65.15166667,65.785,0.03295,0.006,0.383816667,0.02345
2022-11-01 12:00,56.49333333,57.07,0.025016667,0.005816667,0.372716667,0.042
2022-11-01 13:00,39.50666667,39.775,0.0219,0.005016667,0.354216667,0.046966667
2022-11-01 14:00,41.955,42.22333333,0.02615,0.005,0.36,0.053683333
2022-11-01 15:00,53.88833333,54.35333333,0.038716667,0.005,0.3566,0.063983333
2022-11-01 16:00,45.82,46.17333333,0.043116667,0.005,0.341883333,0.07005
2022-11-01 17:00,51.695,52.5,0.048083333,0.005,0.34485,0.071333333
2022-11-01 18:00,68.835,71.125,0.052316667,0.005116667,0.368133333,0.072633333
2022-11-01 19:00,93.78333333,98.39666667,0.055716667,0.005483333,0.397083333,0.070116667
2022-11-01 20:00,90.64166667,95.19166667,0.0491,0.005883333,0.402433333,0.0624
2022-11-01 21:00,79.53,83.32833333,0.047766667,0.006,0.3992,0.05655
2022-11-01 22:00,77.62666667,81.25333333,0.0472,0.006,0.394583333,0.05245
2022-11-01 23:00,76.42166667,80.05166667,0.049283333,0.005983333,0.4289,0.048933333
2022-11-02 0:00,80.1,84.285,0.049666667,0.006,0.423033333,0.042333333
2022-11-02 1:00,70.91355932,74.04237288,0.047,0.006,0.398915254,0.039508475
2022-11-02 2:00,75.72,79.44333333,0.0468,0.006,0.386916667,0.038083333
2022-11-02 3:00,73.86833333,77.45166667,0.0482,0.006,0.38665,0.037466667
2022-11-02 4:00,65.66166667,68.39,0.046733333,0.006,0.37815,0.028766667
2022-11-02 5:00,60.97966102,63.04576271,0.046322034,0.006,0.364847458,0.032711864
2022-11-02 6:00,54.935,56.73666667,0.051783333,0.006,0.371033333,0.0321
2022-11-02 7:00,45.37666667,47.45166667,0.054883333,0.006,0.36685,0.028783333
2022-11-02 8:00,42.28,43.74166667,0.05845,0.006,0.38145,0.029616667
2022-11-02 9:00,33.15833333,33.33333333,0.044033333,0.006,0.41265,0.0195
2022-11-02 10:00,29.03,29.18,0.035083333,0.006,0.417566667,0.01625
2022-11-02 11:00,19.925,19.98833333,0.02045,0.006,0.397316667,0.015333333
2022-11-02 12:00,20.35333333,20.41166667,0.030666667,0.005966667,0.39135,0.036916667
2022-11-02 13:00,18.25833333,18.31833333,0.026433333,0.005383333,0.37275,0.047683333
2022-11-02 14:00,17.61666667,17.66166667,0.0267,0.00525,0.356416667,0.049633333
2022-11-02 15:00,10.54,10.54833333,0.030866667,0.005,0.327083333,0.061
2022-11-02 16:00,7.613333333,7.628333333,0.033866667,0.0052,0.31055,0.0594
2022-11-02 17:00,6.851666667,6.87,0.0411,0.005133333,0.301633333,0.06205
2022-11-02 18:00,7.248333333,7.251666667,0.055183333,0.0053,0.295566667,0.070883333
2022-11-02 19:00,12.51166667,12.55166667,0.063883333,0.006,0.29755,0.064416667
2022-11-02 20:00,8.89,8.896666667,0.0565,0.006,0.2972,0.05635
2022-11-02 21:00,10.65833333,10.67166667,0.062966667,0.006,0.317116667,0.052383333
2022-11-02 22:00,17.24666667,17.275,0.0608,0.006,0.314733333,0.05465
2022-11-02 23:00,17.86,17.875,0.0622,0.006,0.334966667,0.047866667
2022-11-03 0:00,17.565,17.6,0.058566667,0.006,0.328816667,0.040333333
2022-11-03 1:00,14.76,14.8,0.050883333,0.006,0.319933333,0.039
2022-11-03 2:00,13.04666667,13.075,0.047583333,0.006,0.31495,0.038683333
2022-11-03 3:00,10.36666667,10.38833333,0.045233333,0.006,0.3319,0.03735
2022-11-03 4:00,11.48333333,11.49333333,0.046816667,0.006,0.319566667,0.03915
2022-11-03 5:00,12.43833333,12.45833333,0.053366667,0.006,0.341133333,0.034933333
2022-11-03 6:00,12.38833333,12.40166667,0.056033333,0.006,0.332133333,0.033166667
2022-11-03 7:00,15.85,15.865,0.06145,0.006,0.341516667,0.035716667
2022-11-03 8:00,14.69,14.70166667,0.06135,0.006,0.350833333,0.033333333
2022-11-03 9:00,13.255,13.27,0.04685,0.006,0.349966667,0.030566667
2022-11-03 10:00,13.93333333,13.93666667,0.044883333,0.006,0.3567,0.031633333
2022-11-03 11:00,14.61333333,14.62166667,0.045316667,0.006,0.36425,0.0339
2022-11-03 12:00,13.585,13.61333333,0.02895,0.006,0.3739,0.025183333
2022-11-03 13:00,13.11833333,13.14666667,0.036733333,0.005966667,0.375733333,0.03995
2022-11-03 14:00,13.84333333,13.89333333,0.02955,0.005783333,0.392433333,0.03905
2022-11-03 15:00,23.07333333,23.30333333,0.031366667,0.0052,0.391616667,0.04975
2022-11-03 16:00,21.185,21.425,0.043983333,0.00535,0.354383333,0.063783333
2022-11-03 17:00,17.705,17.78166667,0.053416667,0.005816667,0.336533333,0.065033333
2022-11-03 18:00,15.07833333,15.175,0.056016667,0.006,0.339483333,0.05915
2022-11-03 19:00,15.93,16.04166667,0.05335,0.006,0.330766667,0.053816667
2022-11-03 20:00,19.71333333,19.84666667,0.055533333,0.006,0.33375,0.05115
2022-11-03 21:00,21.58666667,21.735,0.054466667,0.006,0.328183333,0.0516
2022-11-03 22:00,10.44166667,10.48666667,0.0474,0.006,0.303866667,0.048333333
2022-11-03 23:00,3.435,3.48,0.041716667,0.006,0.27755,0.0456
2022-11-04 0:00,2.551666667,2.645,0.037833333,0.006,0.275383333,0.04125
2022-11-04 1:00,2.688333333,2.81,0.03935,0.006,0.279733333,0.042083333
2022-11-04 2:00,2.941666667,3.115,0.042,0.006,0.27975,0.043333333
2022-11-04 3:00,4.905,4.993333333,0.0421,0.006,0.296816667,0.038666667
2022-11-04 4:00,3.838333333,3.923333333,0.042866667,0.006,0.292,0.040516667
2022-11-04 5:00,3.885,3.98,0.0429,0.006,0.284733333,0.041883333
2022-11-04 6:00,5.068333333,5.165,0.042833333,0.006,0.284933333,0.041216667
2022-11-04 7:00,7.965,8.076666667,0.04665,0.006,0.284866667,0.0408
