no,device_id,pm25,pm10,temp,humi,reg_date
930265,D0012,28.7,28.8,1.3,54.0,2023-01-01 02:22:27.229818
930283,D0012,29.1,29.3,1.3,54.1,2023-01-01 02:23:27.242744
930301,D0012,29.3,29.4,1.2,54.1,2023-01-01 02:24:27.238775
930319,D0012,29.1,29.2,1.2,54.0,2023-01-01 02:25:27.24213
930337,D0012,30.8,31.0,1.1,53.1,2023-01-01 02:26:27.249225
930355,D0012,28.5,28.5,1.1,52.8,2023-01-01 02:27:27.255004
930373,D0012,26.6,26.8,1.2,52.8,2023-01-01 02:28:27.256971
930391,D0012,26.5,26.6,1.3,53.0,2023-01-01 02:29:27.260986
930409,D0012,27.9,28.2,1.3,53.4,2023-01-01 02:30:27.256465
930427,D0012,27.6,27.8,1.2,53.7,2023-01-01 02:31:26.268955
930445,D0012,27.1,27.4,1.2,53.5,2023-01-01 02:32:27.269895
930463,D0012,28.8,29.1,1.2,53.7,2023-01-01 02:33:27.270529
930481,D0012,29.6,29.9,1.2,54.0,2023-01-01 02:34:27.295892
930499,D0012,29.5,29.7,1.2,54.4,2023-01-01 02:35:27.272687
930517,D0012,29.1,29.3,1.2,54.9,2023-01-01 02:36:27.295902
930535,D0012,29.5,29.6,1.1,55.2,2023-01-01 02:37:27.28159
930553,D0012,27.8,28.1,1.2,55.0,2023-01-01 02:38:27.279554
930571,D0012,28.8,28.8,1.1,55.1,2023-01-01 02:39:26.290522
930589,D0012,27.8,27.9,1.1,55.1,2023-01-01 02:40:27.292138
930607,D0012,27.6,27.8,1.0,54.7,2023-01-01 02:41:27.299228
930625,D0012,26.3,26.5,0.9,54.4,2023-01-01 02:42:26.296015
930643,D0012,26.8,27.0,0.9,54.2,2023-01-01 02:43:27.301219
930661,D0012,30.2,30.4,1.1,54.2,2023-01-01 02:44:27.302048
930679,D0012,30.5,30.6,1.2,54.6,2023-01-01 02:45:27.307339
930697,D0012,27.1,27.3,1.1,54.8,2023-01-01 02:46:27.331751
930715,D0012,28.4,28.7,1.1,55.0,2023-01-01 02:47:27.31641
930733,D0012,28.1,28.4,1.1,54.7,2023-01-01 02:48:27.314412
930751,D0012,28.4,28.5,1.1,54.3,2023-01-01 02:49:27.313113
930769,D0012,28.8,29.0,1.1,54.5,2023-01-01 02:50:27.315394
930787,D0012,29.1,29.2,1.1,54.3,2023-01-01 02:51:27.336883
930805,D0012,29.5,29.6,1.1,54.2,2023-01-01 02:52:27.33014
930823,D0012,29.5,29.6,1.0,54.4,2023-01-01 02:53:27.327253
930841,D0012,28.3,28.5,1.0,54.1,2023-01-01 02:54:27.328344
930859,D0012,28.4,28.8,1.0,53.7,2023-01-01 02:55:27.341747
930877,D0012,27.5,27.7,0.9,53.7,2023-01-01 02:56:27.348655
930895,D0012,27.0,27.2,0.8,53.6,2023-01-01 02:57:27.342458
930913,D0012,26.5,26.7,0.7,53.4,2023-01-01 02:58:27.347189
930931,D0012,28.0,28.3,0.8,53.4,2023-01-01 02:59:27.350372
930949,D0012,28.7,28.9,0.9,53.9,2023-01-01 03:00:27.354095
930967,D0012,27.1,27.3,0.9,54.1,2023-01-01 03:01:27.368105
930985,D0012,26.7,26.8,0.9,54.3,2023-01-01 03:02:27.360608
931003,D0012,27.0,27.2,0.9,54.1,2023-01-01 03:03:27.356333
931021,D0012,28.1,28.3,0.9,53.9,2023-01-01 03:04:27.363359
931039,D0012,28.3,28.4,0.9,53.7,2023-01-01 03:05:27.36183
931057,D0012,28.4,28.6,0.9,54.5,2023-01-01 03:06:27.381823
931075,D0012,28.6,28.7,0.9,55.5,2023-01-01 03:07:27.380951
931093,D0012,28.4,28.6,0.9,55.2,2023-01-01 03:08:27.379928
931111,D0012,28.7,29.0,0.9,55.4,2023-01-01 03:09:27.374741
931129,D0012,27.7,27.8,0.8,55.1,2023-01-01 03:10:27.373897
931147,D0012,27.8,27.9,0.8,55.0,2023-01-01 03:11:27.373487
931165,D0012,26.9,27.0,0.7,55.0,2023-01-01 03:12:27.376754
931183,D0012,26.5,26.6,0.7,54.7,2023-01-01 03:13:27.381607
931201,D0012,26.1,26.2,0.8,54.3,2023-01-01 03:14:27.378957
931219,D0012,26.1,26.4,0.9,53.9,2023-01-01 03:15:27.401901
931237,D0012,27.2,27.4,1.0,54.4,2023-01-01 03:16:27.400219
931255,D0012,26.5,26.7,0.9,55.0,2023-01-01 03:17:27.394441
931273,D0012,26.6,26.8,0.9,54.9,2023-01-01 03:18:27.392267
931291,D0012,28.5,28.8,0.9,54.8,2023-01-01 03:19:27.399282
931309,D0012,29.0,29.1,0.9,54.7,2023-01-01 03:20:27.401352
931327,D0012,28.7,29.0,0.9,54.7,2023-01-01 03:21:27.415551
931345,D0012,29.4,29.5,0.8,54.6,2023-01-01 03:22:27.404652
931363,D0012,28.3,28.6,0.8,54.5,2023-01-01 03:23:27.401597
931381,D0012,27.5,27.8,0.8,54.7,2023-01-01 03:24:27.410669
931399,D0012,30.4,30.5,0.8,54.6,2023-01-01 03:25:27.407726
931417,D0012,28.9,29.0,0.7,54.7,2023-01-01 03:26:27.430123
931435,D0012,29.6,29.7,0.6,54.4,2023-01-01 03:27:27.4154
931453,D0012,30.0,30.1,0.6,53.9,2023-01-01 03:28:27.414777
931471,D0012,31.5,31.8,0.7,53.8,2023-01-01 03:29:27.425622
931489,D0012,30.8,30.9,0.9,53.7,2023-01-01 03:30:27.420281
931507,D0012,27.6,27.8,0.9,54.1,2023-01-01 03:31:27.429561
931525,D0012,28.4,28.5,0.7,54.5,2023-01-01 03:32:27.430799
931543,D0012,30.7,30.8,0.8,54.4,2023-01-01 03:33:27.432851
931561,D0012,28.7,28.8,0.8,54.4,2023-01-01 03:34:27.438225
931578,D0012,28.7,29.0,0.8,54.4,2023-01-01 03:35:27.434943
931596,D0012,28.5,28.7,0.7,54.4,2023-01-01 03:36:27.444284
931614,D0012,29.8,30.1,0.7,54.7,2023-01-01 03:37:27.449738
931632,D0012,28.9,29.1,0.7,54.6,2023-01-01 03:38:27.451316
931650,D0012,29.5,29.7,0.6,54.7,2023-01-01 03:39:26.45269
931668,D0012,30.2,30.5,0.6,54.6,2023-01-01 03:40:27.453455
931686,D0012,29.2,29.5,0.5,54.2,2023-01-01 03:41:27.468948
931704,D0012,26.9,27.1,0.5,54.3,2023-01-01 03:42:27.460368
931722,D0012,26.7,26.9,0.4,54.2,2023-01-01 03:43:27.459615
931740,D0012,26.7,26.9,0.5,54.0,2023-01-01 03:44:27.468453
931758,D0012,27.3,27.5,0.6,53.8,2023-01-01 03:45:27.467335
931776,D0012,26.9,27.1,0.7,54.2,2023-01-01 03:46:27.484225
931794,D0012,28.7,28.9,0.7,54.5,2023-01-01 03:47:27.475358
931812,D0012,27.4,27.5,0.7,54.7,2023-01-01 03:48:27.480018
931830,D0012,29.3,29.5,0.7,54.6,2023-01-01 03:49:27.478881
931848,D0012,28.8,28.9,0.7,54.8,2023-01-01 03:50:27.488213
931866,D0012,28.5,28.6,0.6,54.5,2023-01-01 03:51:27.495019
931884,D0012,27.7,27.8,0.6,54.5,2023-01-01 03:52:27.488201
931902,D0012,29.1,29.3,0.6,54.6,2023-01-01 03:53:27.490602
931920,D0012,28.4,28.7,0.6,54.9,2023-01-01 03:54:27.494592
931938,D0012,29.7,30.0,0.5,54.9,2023-01-01 03:55:27.498828
931956,D0012,31.0,31.3,0.4,55.0,2023-01-01 03:56:27.509745
931974,D0012,30.7,31.0,0.4,55.0,2023-01-01 03:57:27.508355
931992,D0012,30.4,30.6,0.4,54.7,2023-01-01 03:58:27.510634
932010,D0012,29.0,29.2,0.3,54.4,2023-01-01 03:59:27.505861
932028,D0012,29.2,29.4,0.4,54.2,2023-01-01 04:00:27.511054
932046,D0012,27.3,27.4,0.5,54.4,2023-01-01 04:01:27.534085
932064,D0012,27.2,27.4,0.5,54.7,2023-01-01 04:02:27.51823
932082,D0012,26.7,26.8,0.5,55.0,2023-01-01 04:03:27.523383
932100,D0012,27.2,27.4,0.5,54.9,2023-01-01 04:04:27.519535
932118,D0012,28.2,28.3,0.5,54.8,2023-01-01 04:05:27.52361
932136,D0012,29.5,29.7,0.4,55.0,2023-01-01 04:06:27.542552
932154,D0012,29.5,29.7,0.4,55.1,2023-01-01 04:07:27.535267
932172,D0012,29.8,30.1,0.4,55.2,2023-01-01 04:08:27.534665
932190,D0012,28.7,29.1,0.4,55.2,2023-01-01 04:09:27.537473
932208,D0012,30.0,30.4,0.4,55.3,2023-01-01 04:10:27.539587
932226,D0012,29.0,29.1,0.3,55.1,2023-01-01 04:11:27.552897
932244,D0012,28.2,28.3,0.3,55.2,2023-01-01 04:12:27.544964
932262,D0012,27.6,28.0,0.2,54.9,2023-01-01 04:13:27.548442
932280,D0012,25.4,25.7,0.2,54.4,2023-01-01 04:14:27.555423
932298,D0012,25.9,26.0,0.3,54.3,2023-01-01 04:15:27.565086
932316,D0012,25.0,25.1,0.4,54.3,2023-01-01 04:16:27.569869
932334,D0012,28.7,28.7,0.5,54.8,2023-01-01 04:17:27.560046
932352,D0012,26.8,26.9,0.4,55.1,2023-01-01 04:18:27.569272
932370,D0012,27.4,27.6,0.4,55.1,2023-01-01 04:19:27.573165
932388,D0012,27.0,27.2,0.4,55.0,2023-01-01 04:20:27.572245
932406,D0012,27.3,27.4,0.4,54.9,2023-01-01 04:21:27.584632
932424,D0012,28.0,28.2,0.4,54.8,2023-01-01 04:22:27.574925
932442,D0012,28.2,28.3,0.4,54.9,2023-01-01 04:23:27.581204
932460,D0012,28.5,28.7,0.4,54.9,2023-01-01 04:24:27.579388
932478,D0012,28.8,29.0,0.3,55.0,2023-01-01 04:25:27.587165
932496,D0012,27.1,27.3,0.3,54.7,2023-01-01 04:26:27.604444
932514,D0012,27.3,27.5,0.3,55.0,2023-01-01 04:27:27.590439
932532,D0012,28.1,28.4,0.2,54.7,2023-01-01 04:28:26.599179
932550,D0012,26.5,26.6,0.1,54.5,2023-01-01 04:29:27.599643
932568,D0012,25.0,25.2,0.2,54.2,2023-01-01 04:30:27.605161
932586,D0012,24.5,24.7,0.4,54.0,2023-01-01 04:31:27.617844
932604,D0012,25.0,25.2,0.4,54.1,2023-01-01 04:32:27.621111
932622,D0012,25.4,25.6,0.4,54.6,2023-01-01 04:33:27.615834
932640,D0012,26.1,26.4,0.4,54.5,2023-01-01 04:34:27.613872
932658,D0012,26.3,26.7,0.4,54.6,2023-01-01 04:35:27.619435
932676,D0012,26.9,27.0,0.4,54.6,2023-01-01 04:36:26.62725
932694,D0012,27.5,27.6,0.4,54.5,2023-01-01 04:37:27.623333
932712,D0012,27.9,28.2,0.4,54.7,2023-01-01 04:38:27.629563
932730,D0012,29.1,29.3,0.3,55.0,2023-01-01 04:39:27.62409
932748,D0012,29.1,29.4,0.3,55.1,2023-01-01 04:40:27.636353
932766,D0012,28.4,28.6,0.3,54.8,2023-01-01 04:41:27.642623
932784,D0012,27.6,27.7,0.2,54.8,2023-01-01 04:42:27.640965
932802,D0012,26.3,26.4,0.2,54.8,2023-01-01 04:43:27.642067
932820,D0012,26.6,26.9,0.1,54.5,2023-01-01 04:44:27.643716
932838,D0012,27.9,28.0,0.1,54.2,2023-01-01 04:45:27.644492
932856,D0012,27.2,27.4,0.1,54.2,2023-01-01 04:46:27.659325
932874,D0012,27.8,27.9,0.3,54.8,2023-01-01 04:47:27.662367
932892,D0012,28.7,28.8,0.2,55.4,2023-01-01 04:48:27.659566
932910,D0012,27.8,28.1,0.2,55.5,2023-01-01 04:49:27.662735
932928,D0012,26.9,27.2,0.2,55.3,2023-01-01 04:50:27.657818
932946,D0012,27.6,27.7,0.3,55.2,2023-01-01 04:51:27.666946
932964,D0012,27.4,27.7,0.3,55.2,2023-01-01 04:52:27.667961
932982,D0012,28.8,29.1,0.2,55.1,2023-01-01 04:53:27.666914
933000,D0012,29.5,29.8,0.2,55.2,2023-01-01 04:54:27.677948
933018,D0012,28.3,28.5,0.2,54.9,2023-01-01 04:55:27.670413
933036,D0012,28.9,29.2,0.2,55.0,2023-01-01 04:56:27.691124
933054,D0012,28.9,29.0,0.2,55.3,2023-01-01 04:57:27.687434
933072,D0012,27.5,27.8,0.1,55.2,2023-01-01 04:58:27.681684
933090,D0012,27.2,27.3,0.0,55.0,2023-01-01 04:59:27.690607
933108,D0012,27.4,27.6,0.0,54.8,2023-01-01 05:00:27.687946
933126,D0012,26.4,26.7,0.2,54.6,2023-01-01 05:01:27.70834
933144,D0012,26.7,26.9,0.2,54.9,2023-01-01 05:02:27.702206
933162,D0012,27.8,28.1,0.2,55.3,2023-01-01 05:03:27.706481
933180,D0012,29.0,29.3,0.2,55.6,2023-01-01 05:04:27.69868
933198,D0012,30.0,30.0,0.2,55.5,2023-01-01 05:05:27.709969
933216,D0012,30.6,30.8,0.2,55.5,2023-01-01 05:06:27.723445
933234,D0012,31.4,31.6,0.2,55.4,2023-01-01 05:07:26.741549
933252,D0012,29.8,30.0,0.2,55.3,2023-01-01 05:08:27.715042
933270,D0012,29.2,29.3,0.2,55.4,2023-01-01 05:09:27.722564
933288,D0012,29.2,29.2,0.1,55.3,2023-01-01 05:10:27.720414
933306,D0012,28.2,28.3,0.1,55.4,2023-01-01 05:11:27.731585
933324,D0012,28.2,28.4,0.1,55.5,2023-01-01 05:12:27.729336
933342,D0012,29.2,29.5,0.0,55.6,2023-01-01 05:13:27.739322
933360,D0012,27.7,27.7,-0.1,55.6,2023-01-01 05:14:27.731546
933378,D0012,27.1,27.2,-0.1,55.2,2023-01-01 05:15:27.729
933396,D0012,26.3,26.6,-0.1,54.9,2023-01-01 05:16:27.75308
933414,D0012,24.9,24.9,0.1,54.8,2023-01-01 05:17:27.738585
933432,D0012,26.4,26.6,0.1,55.4,2023-01-01 05:18:27.739127
933450,D0012,26.7,26.9,0.0,55.7,2023-01-01 05:19:27.743085
933468,D0012,29.8,29.9,0.0,55.7,2023-01-01 05:20:27.748306
933486,D0012,29.7,29.8,0.0,55.6,2023-01-01 05:21:27.77031
933504,D0012,28.4,28.7,0.1,55.6,2023-01-01 05:22:27.76091
933522,D0012,28.4,28.5,0.0,55.7,2023-01-01 05:23:27.775338
933540,D0012,28.2,28.2,0.0,55.7,2023-01-01 05:24:27.759092
933558,D0012,28.5,28.5,0.0,55.6,2023-01-01 05:25:26.761531
933576,D0012,28.7,28.8,-0.0,55.6,2023-01-01 05:26:27.778721
933594,D0012,28.7,29.0,-0.0,55.6,2023-01-01 05:27:27.764956
933612,D0012,29.4,29.6,-0.1,55.7,2023-01-01 05:28:27.773476
933630,D0012,27.3,27.4,-0.1,55.8,2023-01-01 05:29:27.776493
933648,D0012,27.5,27.7,-0.2,55.5,2023-01-01 05:30:27.776792
933666,D0012,26.3,26.5,-0.3,55.3,2023-01-01 05:31:27.788798
933684,D0012,26.4,26.6,-0.2,55.1,2023-01-01 05:32:27.79759
933702,D0012,26.7,26.9,-0.1,55.6,2023-01-01 05:33:26.78711
933720,D0012,27.0,27.1,-0.1,55.5,2023-01-01 05:34:27.792053
933738,D0012,26.8,26.9,-0.1,56.1,2023-01-01 05:35:27.792368
933756,D0012,28.5,28.7,-0.1,56.1,2023-01-01 05:36:27.803958
933774,D0012,28.5,28.6,-0.1,56.0,2023-01-01 05:37:27.797207
933792,D0012,30.6,30.7,-0.1,55.9,2023-01-01 05:38:27.800361
933810,D0012,30.4,30.7,-0.1,56.1,2023-01-01 05:39:27.809451
933828,D0012,29.8,29.9,-0.1,56.0,2023-01-01 05:40:27.813347
933846,D0012,30.3,30.6,-0.1,56.1,2023-01-01 05:41:27.819633
933864,D0012,31.1,31.4,-0.2,56.3,2023-01-01 05:42:27.811924
933882,D0012,30.7,31.0,-0.2,56.1,2023-01-01 05:43:27.820249
933900,D0012,29.4,29.8,-0.3,56.1,2023-01-01 05:44:27.823149
933918,D0012,28.1,28.5,-0.4,56.0,2023-01-01 05:45:27.826957
933936,D0012,28.0,28.1,-0.4,55.8,2023-01-01 05:46:27.842048
933954,D0012,25.7,25.8,-0.4,55.5,2023-01-01 05:47:27.824988
933972,D0012,24.2,24.4,-0.2,55.5,2023-01-01 05:48:27.82705
933990,D0012,28.0,28.1,-0.2,56.0,2023-01-01 05:49:27.843393
934008,D0012,28.7,28.8,-0.2,56.5,2023-01-01 05:50:27.834473
934026,D0012,31.9,32.1,-0.2,56.4,2023-01-01 05:51:27.85143
934044,D0012,30.3,30.6,-0.2,56.4,2023-01-01 05:52:27.84403
934062,D0012,29.3,29.5,-0.2,56.2,2023-01-01 05:53:27.846671
934080,D0012,27.6,27.8,-0.2,56.4,2023-01-01 05:54:27.851637
934098,D0012,31.5,32.0,-0.2,56.4,2023-01-01 05:55:27.863242
934116,D0012,29.6,29.9,-0.2,56.4,2023-01-01 05:56:27.881137
934134,D0012,29.0,29.3,-0.3,56.5,2023-01-01 05:57:27.853306
934152,D0012,28.1,28.3,-0.3,56.4,2023-01-01 05:58:27.864263
934170,D0012,27.7,27.8,-0.3,56.4,2023-01-01 05:59:27.860383
934188,D0012,26.8,27.0,-0.4,56.3,2023-01-01 06:00:27.869023
934206,D0012,29.0,29.1,-0.5,56.0,2023-01-01 06:01:27.877279
934224,D0012,29.7,29.8,-0.5,55.9,2023-01-01 06:02:27.88869
934242,D0012,29.6,29.8,-0.4,55.7,2023-01-01 06:03:27.891858
934260,D0012,27.0,27.0,-0.3,56.1,2023-01-01 06:04:27.895436
934278,D0012,27.0,27.2,-0.3,56.3,2023-01-01 06:05:27.877874
934296,D0012,26.7,26.8,-0.4,56.6,2023-01-01 06:06:27.892603
934314,D0012,27.9,28.1,-0.3,56.6,2023-01-01 06:07:27.885085
934332,D0012,26.6,26.8,-0.3,56.3,2023-01-01 06:08:27.896665
934350,D0012,27.9,28.2,-0.3,56.3,2023-01-01 06:09:27.905181
934368,D0012,28.3,28.7,-0.4,56.4,2023-01-01 06:10:27.899177
934386,D0012,28.1,28.3,-0.3,56.4,2023-01-01 06:11:27.908981
934404,D0012,27.9,28.1,-0.4,56.1,2023-01-01 06:12:27.906924
934422,D0012,28.9,29.1,-0.4,56.3,2023-01-01 06:13:27.909702
934440,D0012,27.7,27.9,-0.4,56.2,2023-01-01 06:14:27.912173
934458,D0012,30.0,30.2,-0.4,56.2,2023-01-01 06:15:27.917457
934476,D0012,29.1,29.3,-0.5,55.9,2023-01-01 06:16:27.927109
934494,D0012,28.7,28.9,-0.6,55.7,2023-01-01 06:17:27.918499
934512,D0012,26.3,26.4,-0.5,55.4,2023-01-01 06:18:27.92277
934530,D0012,27.8,28.2,-0.3,55.4,2023-01-01 06:19:27.925489
934548,D0012,26.9,27.0,-0.2,55.8,2023-01-01 06:20:27.927121
934566,D0012,28.1,28.2,-0.3,56.1,2023-01-01 06:21:27.941831
934584,D0012,31.2,31.3,-0.3,56.1,2023-01-01 06:22:26.93122
934602,D0012,31.6,31.8,-0.3,56.1,2023-01-01 06:23:27.934109
934620,D0012,31.2,31.4,-0.3,56.1,2023-01-01 06:24:27.946923
934638,D0012,32.0,32.2,-0.3,56.2,2023-01-01 06:25:27.941964
934656,D0012,31.9,32.2,-0.3,56.3,2023-01-01 06:26:28.131952
934674,D0012,31.1,31.3,-0.3,56.2,2023-01-01 06:27:27.946721
934692,D0012,31.5,31.9,-0.3,56.2,2023-01-01 06:28:27.959844
934710,D0012,30.1,30.3,-0.4,56.4,2023-01-01 06:29:27.958004
934728,D0012,32.2,32.5,-0.4,56.2,2023-01-01 06:30:27.963966
934746,D0012,28.5,28.8,-0.5,56.2,2023-01-01 06:31:27.972092
934764,D0012,29.1,29.3,-0.5,55.9,2023-01-01 06:32:27.958635
934782,D0012,30.6,30.9,-0.6,55.8,2023-01-01 06:33:27.962453
934800,D0012,28.9,29.3,-0.5,55.5,2023-01-01 06:34:27.960979
934818,D0012,26.7,26.9,-0.4,55.6,2023-01-01 06:35:27.972003
934836,D0012,27.5,27.6,-0.3,56.0,2023-01-01 06:36:27.98327
934854,D0012,27.6,27.9,-0.4,56.3,2023-01-01 06:37:27.971981
934872,D0012,28.2,28.3,-0.4,56.1,2023-01-01 06:38:27.977303
934890,D0012,28.1,28.3,-0.4,56.0,2023-01-01 06:39:27.98301
934908,D0012,28.0,28.1,-0.4,55.3,2023-01-01 06:40:27.991243
934926,D0012,29.3,29.5,-0.4,55.8,2023-01-01 06:41:28.008844
934944,D0012,29.6,29.9,-0.4,56.0,2023-01-01 06:42:27.99055
934962,D0012,29.4,29.6,-0.4,56.4,2023-01-01 06:43:27.990614
934980,D0012,30.3,30.6,-0.4,56.4,2023-01-01 06:44:27.996659
934998,D0012,29.3,29.5,-0.5,56.2,2023-01-01 06:45:27.999389
935016,D0012,28.8,29.0,-0.5,56.1,2023-01-01 06:46:28.007538
935034,D0012,27.9,28.0,-0.6,56.1,2023-01-01 06:47:28.008861
935052,D0012,27.7,27.8,-0.7,55.8,2023-01-01 06:48:28.00753
935070,D0012,26.7,27.0,-0.7,55.4,2023-01-01 06:49:28.010872
935088,D0012,27.8,28.0,-0.5,55.5,2023-01-01 06:50:28.01122
935106,D0012,30.0,30.2,-0.4,56.0,2023-01-01 06:51:28.024533
935124,D0012,32.2,32.5,-0.4,56.5,2023-01-01 06:52:28.018138
935142,D0012,30.2,30.4,-0.5,56.6,2023-01-01 06:53:28.017214
935160,D0012,30.1,30.3,-0.4,56.8,2023-01-01 06:54:28.032016
