no,device_id,pm25,pm10,temp,humi,reg_date
928791,D0012,25.0,25.1,2.2,52.8,2023-01-01 01:00:26.98206
928809,D0012,26.2,26.3,2.2,52.5,2023-01-01 01:01:26.999247
928827,D0012,27.2,27.4,2.2,52.7,2023-01-01 01:02:26.997234
928845,D0012,26.1,26.2,2.2,52.8,2023-01-01 01:03:26.991601
928863,D0012,26.6,26.7,2.2,52.9,2023-01-01 01:04:26.998388
928881,D0012,28.2,28.4,2.1,53.2,2023-01-01 01:05:27.002209
928899,D0012,28.0,28.2,2.1,53.6,2023-01-01 01:06:27.010355
928917,D0012,28.3,28.5,2.0,53.8,2023-01-01 01:07:27.013145
928935,D0012,27.0,27.2,2.0,54.1,2023-01-01 01:08:27.006849
928953,D0012,26.5,26.7,1.9,53.8,2023-01-01 01:09:27.011935
928971,D0012,28.3,28.5,1.8,53.3,2023-01-01 01:10:27.02198
928989,D0012,24.7,24.9,1.8,53.0,2023-01-01 01:11:27.028316
929007,D0012,23.7,23.8,2.0,52.8,2023-01-01 01:12:27.01815
929025,D0012,25.0,25.1,2.1,53.0,2023-01-01 01:13:27.023423
929043,D0012,25.4,25.4,2.1,53.2,2023-01-01 01:14:27.02925
929061,D0012,27.1,27.3,2.0,53.8,2023-01-01 01:15:26.032039
929079,D0012,27.5,27.6,2.0,53.9,2023-01-01 01:16:27.042198
929097,D0012,29.4,29.7,2.0,54.1,2023-01-01 01:17:27.041312
929115,D0012,28.5,28.6,2.0,54.0,2023-01-01 01:18:27.037439
929133,D0012,29.1,29.3,2.0,54.1,2023-01-01 01:19:27.041995
929151,D0012,30.3,30.5,2.0,54.0,2023-01-01 01:20:27.042314
929169,D0012,29.1,29.2,1.9,54.6,2023-01-01 01:21:27.053541
929187,D0012,27.9,28.0,1.9,54.9,2023-01-01 01:22:27.062942
929205,D0012,28.6,28.7,1.9,54.6,2023-01-01 01:23:27.050024
929223,D0012,27.1,27.2,1.9,54.4,2023-01-01 01:24:27.052134
929241,D0012,26.3,26.4,1.8,54.0,2023-01-01 01:25:27.054907
929259,D0012,25.8,25.9,1.7,53.7,2023-01-01 01:26:27.079889
929277,D0012,24.9,25.2,1.8,53.4,2023-01-01 01:27:27.061195
929295,D0012,24.3,24.4,2.0,53.2,2023-01-01 01:28:27.066745
929313,D0012,26.0,26.1,2.1,53.6,2023-01-01 01:29:27.070506
929331,D0012,26.1,26.1,2.0,53.6,2023-01-01 01:30:27.074474
929349,D0012,27.2,27.3,2.0,53.7,2023-01-01 01:31:27.083477
929367,D0012,27.0,27.0,2.0,53.7,2023-01-01 01:32:27.087944
929385,D0012,27.3,27.3,2.0,53.6,2023-01-01 01:33:27.082986
929403,D0012,27.7,27.9,2.0,53.6,2023-01-01 01:34:27.087086
929421,D0012,29.2,29.2,2.0,53.7,2023-01-01 01:35:27.08578
929439,D0012,28.6,28.6,1.9,54.0,2023-01-01 01:36:27.105202
929457,D0012,29.4,29.7,1.9,54.2,2023-01-01 01:37:27.089872
929475,D0012,29.3,29.3,1.8,54.6,2023-01-01 01:38:27.095337
929493,D0012,30.4,30.7,1.7,54.7,2023-01-01 01:39:27.098689
929511,D0012,29.3,29.6,1.7,54.5,2023-01-01 01:40:27.097081
929529,D0012,29.4,29.6,1.6,53.9,2023-01-01 01:41:27.118039
929547,D0012,27.2,27.3,1.7,53.9,2023-01-01 01:42:27.114211
929565,D0012,28.3,28.5,1.8,54.0,2023-01-01 01:43:27.111257
929583,D0012,28.2,28.3,1.8,54.6,2023-01-01 01:44:27.109967
929601,D0012,27.1,27.2,1.7,54.6,2023-01-01 01:45:26.117898
929619,D0012,27.6,27.8,1.7,54.7,2023-01-01 01:46:27.128073
929637,D0012,29.5,29.6,1.7,54.4,2023-01-01 01:47:27.121355
929655,D0012,28.1,28.2,1.7,54.0,2023-01-01 01:48:27.122
929673,D0012,28.7,28.7,1.8,54.1,2023-01-01 01:49:27.126921
929691,D0012,28.8,28.9,1.7,54.0,2023-01-01 01:50:27.142593
929709,D0012,28.7,28.8,1.8,53.9,2023-01-01 01:51:27.144672
929727,D0012,28.1,28.3,1.8,54.0,2023-01-01 01:52:27.145711
929745,D0012,26.7,27.0,1.8,53.8,2023-01-01 01:53:27.142915
929761,D0012,26.8,27.0,1.7,53.7,2023-01-01 01:54:27.147282
929779,D0012,27.1,27.2,1.7,53.7,2023-01-01 01:55:27.147425
929797,D0012,24.7,24.7,1.6,53.4,2023-01-01 01:56:27.165879
929815,D0012,28.7,29.0,1.5,53.4,2023-01-01 01:57:27.156927
929833,D0012,25.2,25.3,1.6,53.6,2023-01-01 01:58:27.167748
929851,D0012,24.5,24.6,1.7,54.2,2023-01-01 01:59:27.16175
929869,D0012,27.0,27.2,1.6,54.7,2023-01-01 02:00:27.170074
929887,D0012,25.9,26.1,1.5,55.1,2023-01-01 02:01:27.173517
929905,D0012,26.5,26.6,1.6,55.0,2023-01-01 02:02:27.171239
929923,D0012,27.2,27.4,1.6,54.9,2023-01-01 02:03:27.169165
929941,D0012,27.3,27.6,1.6,54.8,2023-01-01 02:04:27.186127
929959,D0012,27.9,28.0,1.6,54.7,2023-01-01 02:05:27.180564
929977,D0012,27.8,27.9,1.6,54.6,2023-01-01 02:06:27.191292
929995,D0012,29.7,30.1,1.6,54.7,2023-01-01 02:07:27.188801
930013,D0012,30.7,30.9,1.5,54.5,2023-01-01 02:08:27.195777
930031,D0012,30.3,30.6,1.5,54.4,2023-01-01 02:09:27.195213
930049,D0012,30.9,31.4,1.4,54.5,2023-01-01 02:10:27.199627
930067,D0012,31.1,31.4,1.3,54.4,2023-01-01 02:11:27.209709
930085,D0012,32.6,32.8,1.3,53.8,2023-01-01 02:12:27.207668
930103,D0012,29.3,29.5,1.5,53.7,2023-01-01 02:13:27.212103
930121,D0012,31.1,31.2,1.5,54.1,2023-01-01 02:14:27.214805
930139,D0012,31.8,31.9,1.5,54.4,2023-01-01 02:15:27.214149
930157,D0012,31.3,31.5,1.4,54.2,2023-01-01 02:16:27.223571
930175,D0012,31.4,31.6,1.4,53.6,2023-01-01 02:17:27.218326
930193,D0012,31.3,31.5,1.4,53.8,2023-01-01 02:18:27.226798
930211,D0012,31.0,31.2,1.4,53.9,2023-01-01 02:19:27.223555
930229,D0012,30.4,30.8,1.4,53.9,2023-01-01 02:20:27.223936
930247,D0012,29.7,29.8,1.4,54.0,2023-01-01 02:21:27.243195
