no,device_id,pm25,pm10,temp,humi,reg_date
2547477,D0012,19.7,20.1,6.9,52.9,2023-02-16 05:17:43.274063
2547497,D0012,19.9,20.3,6.9,52.4,2023-02-16 05:18:42.284915
2547517,D0012,20.1,20.5,7.0,52.3,2023-02-16 05:19:43.285061
2547537,D0012,20.1,20.5,6.9,52.2,2023-02-16 05:20:43.284616
2547557,D0012,20.2,20.6,6.9,52.0,2023-02-16 05:21:43.294608
2547577,D0012,20.6,21.3,6.8,52.1,2023-02-16 05:22:43.294778
2547597,D0012,19.6,20.1,7.0,52.1,2023-02-16 05:23:43.310537
2547617,D0012,18.6,18.9,7.0,52.5,2023-02-16 05:24:43.294515
2547637,D0012,19.2,19.5,7.0,52.7,2023-02-16 05:25:43.303432
2547657,D0012,20.8,21.1,7.0,52.6,2023-02-16 05:26:43.312919
2547677,D0012,21.5,21.8,7.0,52.4,2023-02-16 05:27:43.312467
2547697,D0012,20.7,21.1,7.1,52.4,2023-02-16 05:28:42.31466
2547717,D0012,19.9,20.5,7.1,52.5,2023-02-16 05:29:43.315048
2547737,D0012,21.2,21.7,7.1,52.5,2023-02-16 05:30:43.314249
2547757,D0012,20.5,21.0,7.1,52.8,2023-02-16 05:31:43.322513
2547777,D0012,20.5,20.9,7.1,53.3,2023-02-16 05:32:43.324669
2547797,D0012,20.3,20.6,7.1,52.5,2023-02-16 05:33:43.333847
2547816,D0012,19.6,19.8,7.1,52.6,2023-02-16 05:34:43.3238
2547836,D0012,20.6,20.9,7.0,52.2,2023-02-16 05:35:43.334604
2547856,D0012,20.7,21.1,7.0,51.9,2023-02-16 05:36:43.333745
2547876,D0012,21.6,22.2,6.9,51.8,2023-02-16 05:37:43.334297
2547896,D0012,20.0,20.3,7.0,52.1,2023-02-16 05:38:43.335064
2547916,D0012,21.4,21.6,7.0,52.1,2023-02-16 05:39:43.351378
2547936,D0012,20.9,21.3,7.1,52.1,2023-02-16 05:40:43.343572
2547956,D0012,21.3,21.6,7.1,52.2,2023-02-16 05:41:43.354147
2547976,D0012,22.1,22.5,7.1,52.5,2023-02-16 05:42:43.353545
2547996,D0012,21.7,22.1,7.0,53.0,2023-02-16 05:43:43.362975
2548016,D0012,22.5,22.9,7.0,52.4,2023-02-16 05:44:43.354352
2548036,D0012,22.0,22.3,7.0,53.1,2023-02-16 05:45:43.363835
2548056,D0012,22.7,23.1,7.0,52.6,2023-02-16 05:46:43.362941
2548076,D0012,21.6,22.0,7.0,52.6,2023-02-16 05:47:43.374125
2548096,D0012,22.5,23.0,6.9,52.9,2023-02-16 05:48:43.392236
2548116,D0012,22.6,23.1,6.9,53.4,2023-02-16 05:49:43.372847
2548136,D0012,23.2,23.5,6.9,53.2,2023-02-16 05:50:43.374455
2548156,D0012,22.6,23.1,6.8,53.3,2023-02-16 05:51:43.374133
2548176,D0012,21.9,22.2,6.6,53.3,2023-02-16 05:52:42.38418
2548196,D0012,22.9,23.3,6.7,53.3,2023-02-16 05:53:43.394354
2548216,D0012,21.0,21.3,6.8,53.0,2023-02-16 05:54:43.399686
2548236,D0012,21.7,22.2,6.9,52.9,2023-02-16 05:55:43.402317
2548256,D0012,22.8,23.1,7.0,53.0,2023-02-16 05:56:43.393538
2548276,D0012,21.3,21.5,6.9,53.3,2023-02-16 05:57:43.392683
2548296,D0012,22.3,22.6,6.9,53.0,2023-02-16 05:58:43.395018
2548316,D0012,23.5,24.0,6.9,53.4,2023-02-16 05:59:43.404952
2548336,D0012,22.1,22.5,6.9,53.3,2023-02-16 06:00:43.403955
2548356,D0012,22.6,22.9,6.9,53.1,2023-02-16 06:01:43.404213
2548376,D0012,23.0,23.4,6.9,53.0,2023-02-16 06:02:43.413235
2548396,D0012,23.3,23.6,6.9,53.4,2023-02-16 06:03:43.424183
2548417,D0012,23.9,24.4,6.9,53.6,2023-02-16 06:04:43.412733
2548437,D0012,23.7,24.2,6.8,53.1,2023-02-16 06:05:43.422572
2548458,D0012,23.5,24.2,6.7,53.8,2023-02-16 06:06:43.424934
2548478,D0012,23.0,23.7,6.7,53.1,2023-02-16 06:07:43.424501
2548498,D0012,23.5,24.1,6.7,52.7,2023-02-16 06:08:43.432076
2548518,D0012,20.7,21.0,6.8,52.4,2023-02-16 06:09:42.433909
2548538,D0012,22.8,23.3,7.0,52.5,2023-02-16 06:10:43.434486
2548558,D0012,22.5,23.0,7.0,52.7,2023-02-16 06:11:43.433709
2548578,D0012,22.6,22.9,7.0,52.9,2023-02-16 06:12:43.444578
2548599,D0012,21.7,22.2,7.0,52.8,2023-02-16 06:13:43.453214
2548620,D0012,22.4,23.0,7.1,52.9,2023-02-16 06:14:43.443834
2548641,D0012,22.0,22.5,7.1,53.2,2023-02-16 06:15:43.453998
2548662,D0012,22.4,23.2,7.1,53.3,2023-02-16 06:16:43.454779
2548682,D0012,23.1,23.8,7.1,53.4,2023-02-16 06:17:43.455703
2548702,D0012,23.4,23.8,7.1,53.3,2023-02-16 06:18:43.455503
2548722,D0012,23.7,24.2,7.0,53.1,2023-02-16 06:19:43.464884
2548742,D0012,22.7,23.3,7.0,53.3,2023-02-16 06:20:43.464936
2548763,D0012,23.3,23.9,7.0,53.6,2023-02-16 06:21:43.465621
2548784,D0012,23.1,23.8,6.9,53.7,2023-02-16 06:22:42.490455
2548805,D0012,22.1,22.5,6.9,53.1,2023-02-16 06:23:43.474811
2548826,D0012,22.1,22.4,6.9,52.8,2023-02-16 06:24:43.474802
2548847,D0012,19.6,20.0,7.1,52.6,2023-02-16 06:25:43.475252
2548868,D0012,21.5,22.1,7.1,52.9,2023-02-16 06:26:43.485303
2548889,D0012,22.5,23.1,7.1,53.1,2023-02-16 06:27:43.485462
2548910,D0012,22.0,22.3,7.0,53.4,2023-02-16 06:28:43.484761
2548931,D0012,21.8,22.4,7.1,53.1,2023-02-16 06:29:43.494642
2548952,D0012,23.0,23.6,7.1,53.2,2023-02-16 06:30:43.494681
2548973,D0012,22.7,23.2,7.1,53.2,2023-02-16 06:31:43.495545
2548994,D0012,23.8,24.5,7.1,53.4,2023-02-16 06:32:43.504306
2549015,D0012,23.9,24.4,7.0,54.0,2023-02-16 06:33:43.504902
2549036,D0012,22.3,22.8,7.0,53.7,2023-02-16 06:34:43.506105
2549057,D0012,23.8,24.3,6.9,53.5,2023-02-16 06:35:43.504941
2549078,D0012,22.1,22.5,6.9,53.5,2023-02-16 06:36:43.514767
2549099,D0012,22.4,23.2,6.9,53.4,2023-02-16 06:37:43.514808
2549120,D0012,21.7,22.5,6.8,53.3,2023-02-16 06:38:43.516095
2549141,D0012,21.3,21.9,6.8,53.0,2023-02-16 06:39:43.525176
2549162,D0012,21.1,21.7,6.9,52.8,2023-02-16 06:40:43.524413
2549183,D0012,21.2,21.7,7.0,53.5,2023-02-16 06:41:43.525296
2549204,D0012,20.7,21.1,7.0,53.9,2023-02-16 06:42:43.533877
2549225,D0012,22.2,22.7,6.9,54.1,2023-02-16 06:43:43.535435
2549245,D0012,22.8,23.4,6.9,54.3,2023-02-16 06:44:43.534502
2549265,D0012,22.6,23.2,6.9,53.9,2023-02-16 06:45:43.535454
2549285,D0012,22.8,23.5,6.9,53.8,2023-02-16 06:46:43.535594
2549304,D0012,24.5,24.9,6.9,54.1,2023-02-16 06:47:43.544249
