date,PM2.5,PM10,NO2,SO2,CO,O3
2022-09-01 1:00,19.75166667,19.835,0.0413,0.005,0.416316667,0.02425
2022-09-01 2:00,22.455,22.60833333,0.0392,0.005,0.4126,0.022983333
2022-09-01 3:00,25.90166667,26.18833333,0.039116667,0.005,0.4063,0.025933333
2022-09-01 4:00,24.04666667,24.41666667,0.0389,0.005,0.413116667,0.020433333
2022-09-01 5:00,24.3,24.73333333,0.03855,0.005,0.4082,0.020883333
2022-09-01 6:00,25.07,25.51,0.038766667,0.005,0.403583333,0.021233333
2022-09-01 7:00,26.22166667,26.66333333,0.041783333,0.005,0.412583333,0.023216667
2022-09-01 8:00,21.98983051,22.33220339,0.037508475,0.005,0.420186441,0.020186441
2022-09-01 9:00,19.00833333,19.23666667,0.0335,0.005,0.42175,0.019433333
2022-09-01 10:00,17.68833333,17.88333333,0.029433333,0.004716667,0.4278,0.019316667
2022-09-01 11:00,13.13833333,13.205,0.022766667,0.004,0.433533333,0.01905
2022-09-01 12:00,9.135,9.143333333,0.012616667,0.003783333,0.45095,0.014066667
2022-09-01 13:00,7.03,7.035,0.014283333,0.002966667,0.44975,0.01475
2022-09-01 14:00,5.725,5.725,0.014666667,0.002683333,0.441766667,0.022533333
2022-09-01 15:00,3.546666667,3.546666667,0.0113,0.002,0.437,0.020733333
2022-09-01 16:00,3.375,3.375,0.016333333,0.002,0.414133333,0.0337
2022-09-01 17:00,3.646666667,3.646666667,0.02675,0.002266667,0.391816667,0.051733333
2022-09-01 18:00,4.395,4.395,0.024433333,0.0021,0.3965,0.053683333
2022-09-01 19:00,5.351666667,5.351666667,0.035366667,0.0029,0.378866667,0.066033333
2022-09-01 20:00,12.88166667,12.88166667,0.062083333,0.003433333,0.40945,0.083166667
2022-09-01 21:00,24.81833333,24.81833333,0.061466667,0.004,0.398983333,0.0608
2022-09-01 22:00,14.335,14.335,0.054933333,0.004,0.3914,0.049033333
2022-09-01 23:00,5.915,5.915,0.0476,0.00405,0.378233333,0.04165
2022-09-02 0:00,5.081666667,5.081666667,0.041716667,0.0041,0.371366667,0.0349
2022-09-02 1:00,4.438333333,4.438333333,0.039266667,0.00415,0.365316667,0.03235
2022-09-02 2:00,4.585,4.585,0.04005,0.004366667,0.364033333,0.0321
2022-09-02 3:00,5.283333333,5.283333333,0.041866667,0.004933333,0.364016667,0.032133333
2022-09-02 4:00,4.841666667,4.841666667,0.039466667,0.00495,0.3621,0.030383333
2022-09-02 5:00,5.096666667,5.096666667,0.038783333,0.004883333,0.363266667,0.031216667
