no,device_id,pm25,pm10,temp,humi,reg_date
3546079,D0014,13.9,14.3,17.0,49.1,2023-03-25 13:58:31.624488
3546098,D0014,13.4,13.7,16.6,49.6,2023-03-25 13:59:31.627144
3546117,D0014,12.9,13.1,16.4,50.4,2023-03-25 14:00:31.626942
3546136,D0014,12.4,12.5,16.5,50.7,2023-03-25 14:01:31.630578
3546155,D0014,14.1,14.5,16.8,50.1,2023-03-25 14:02:31.631458
3546174,D0014,14.2,14.8,17.0,49.6,2023-03-25 14:03:31.638334
3546193,D0014,14.9,15.6,17.2,48.8,2023-03-25 14:04:31.646368
3546212,D0014,14.8,15.3,17.3,48.9,2023-03-25 14:05:31.636401
3546231,D0014,14.2,14.5,17.3,48.7,2023-03-25 14:06:31.641491
3546250,D0014,14.0,14.5,16.8,49.6,2023-03-25 14:07:31.641533
3546269,D0014,13.6,13.7,16.4,51.0,2023-03-25 14:08:31.642036
3546288,D0014,13.0,13.1,16.0,51.0,2023-03-25 14:09:31.640954
3546307,D0014,13.8,14.1,15.7,52.3,2023-03-25 14:10:31.639565
3546326,D0014,13.6,13.9,16.0,51.3,2023-03-25 14:11:31.639767
3546345,D0014,13.3,13.6,16.5,50.5,2023-03-25 14:12:31.648906
3546364,D0014,15.4,15.9,16.9,50.4,2023-03-25 14:13:31.65075
3546383,D0014,14.4,14.9,17.2,49.8,2023-03-25 14:14:31.651212
3546402,D0014,14.4,14.9,17.0,49.0,2023-03-25 14:15:31.652223
3546421,D0014,13.2,13.7,16.6,49.8,2023-03-25 14:16:31.656955
3546440,D0014,13.9,14.4,16.6,50.2,2023-03-25 14:17:31.651252
3546459,D0014,14.8,15.3,16.6,50.3,2023-03-25 14:18:31.660333
3546478,D0014,12.1,12.4,16.9,49.8,2023-03-25 14:19:31.654803
3546497,D0014,14.9,15.3,17.1,49.4,2023-03-25 14:20:31.662573
3546516,D0014,13.1,13.2,17.3,48.7,2023-03-25 14:21:31.660956
3546535,D0014,13.6,13.7,17.3,49.0,2023-03-25 14:22:31.662745
3546554,D0014,13.7,13.8,17.1,49.0,2023-03-25 14:23:31.667571
3546573,D0014,13.9,14.1,17.3,49.1,2023-03-25 14:24:31.672565
3546592,D0014,13.5,13.8,17.3,48.4,2023-03-25 14:25:31.675612
3546611,D0014,14.1,14.6,16.9,49.4,2023-03-25 14:26:31.680722
3546630,D0014,13.7,14.1,16.7,49.9,2023-03-25 14:27:31.682809
3546649,D0014,13.8,14.3,17.1,49.7,2023-03-25 14:28:31.67518
3546668,D0014,13.3,13.8,17.3,48.9,2023-03-25 14:29:31.679682
3546687,D0014,13.6,14.1,17.5,48.5,2023-03-25 14:30:31.679835
3546706,D0014,12.8,13.2,17.5,48.9,2023-03-25 14:31:31.687543
3546725,D0014,14.5,15.2,17.5,48.2,2023-03-25 14:32:31.68832
3546744,D0014,15.1,16.0,17.1,49.0,2023-03-25 14:33:31.690285
3546763,D0014,14.3,15.0,16.9,49.5,2023-03-25 14:34:31.695384
3546782,D0014,14.2,14.8,16.5,50.6,2023-03-25 14:35:31.698169
3546801,D0014,13.0,13.7,16.4,51.6,2023-03-25 14:36:31.695519
3546820,D0014,13.6,14.1,16.8,51.0,2023-03-25 14:37:31.703144
3546839,D0014,14.1,14.4,17.1,50.2,2023-03-25 14:38:31.703466
3546858,D0014,14.6,15.3,17.3,49.0,2023-03-25 14:39:31.707214
3546877,D0014,14.2,14.9,17.4,48.7,2023-03-25 14:40:31.711366
3546895,D0014,14.4,15.2,17.5,48.5,2023-03-25 14:41:30.716407
3546915,D0014,13.0,13.6,16.9,49.0,2023-03-25 14:42:31.723751
3546934,D0014,14.0,14.7,16.6,50.3,2023-03-25 14:43:31.721768
3546953,D0014,14.3,15.2,16.5,49.8,2023-03-25 14:44:31.731573
3546972,D0014,14.1,14.9,16.7,49.9,2023-03-25 14:45:31.741662
3546990,D0014,13.7,14.4,16.3,50.7,2023-03-25 14:46:30.740934
3547009,D0014,13.4,14.0,15.9,52.1,2023-03-25 14:47:31.742337
3547028,D0014,13.8,14.5,16.1,51.6,2023-03-25 14:48:31.753508
3547047,D0014,13.6,14.2,16.1,51.7,2023-03-25 14:49:31.751111
3547066,D0014,13.3,13.9,16.2,51.9,2023-03-25 14:50:31.74992
3547085,D0014,14.2,15.0,16.5,51.7,2023-03-25 14:51:31.760258
3547104,D0014,12.8,13.2,16.8,50.3,2023-03-25 14:52:31.762233
3547123,D0014,12.9,13.1,17.1,49.8,2023-03-25 14:53:31.763577
3547141,D0014,12.9,13.2,17.3,49.4,2023-03-25 14:54:30.766334
3547161,D0014,12.9,13.2,17.4,49.1,2023-03-25 14:55:31.769662
3547180,D0014,13.8,14.1,17.6,48.8,2023-03-25 14:56:31.771985
3547199,D0014,12.1,12.3,17.6,48.8,2023-03-25 14:57:31.780031
3547218,D0014,13.6,14.0,17.6,48.2,2023-03-25 14:58:31.780823
3547237,D0014,14.6,15.5,17.7,47.7,2023-03-25 14:59:31.778443
3547256,D0014,14.5,15.3,17.7,48.7,2023-03-25 15:00:31.789597
3547275,D0014,14.0,14.7,17.6,47.9,2023-03-25 15:01:31.785162
3547294,D0014,13.1,13.9,17.2,49.2,2023-03-25 15:02:31.79056
3547313,D0014,12.8,13.5,17.1,49.5,2023-03-25 15:03:31.79327
3547332,D0014,15.8,16.5,17.2,50.3,2023-03-25 15:04:31.802429
3547351,D0014,14.4,14.8,17.2,49.3,2023-03-25 15:05:31.801129
3547370,D0014,14.6,15.2,17.4,49.3,2023-03-25 15:06:31.804767
3547389,D0014,14.5,15.1,17.6,49.1,2023-03-25 15:07:31.806283
3547408,D0014,14.1,14.4,17.7,48.5,2023-03-25 15:08:31.803706
3547427,D0014,14.4,15.2,17.8,47.7,2023-03-25 15:09:31.816786
3547446,D0014,14.2,14.9,17.7,48.2,2023-03-25 15:10:31.817674
3547465,D0014,13.6,14.2,17.7,48.3,2023-03-25 15:11:31.815771
3547484,D0014,13.5,14.3,17.8,48.0,2023-03-25 15:12:31.823678
3547503,D0014,13.6,14.3,17.8,47.6,2023-03-25 15:13:31.822631
3547522,D0014,12.6,13.3,17.8,48.1,2023-03-25 15:14:31.827613
3547541,D0014,13.9,14.7,17.7,48.4,2023-03-25 15:15:31.819467
3547560,D0014,13.9,14.6,17.5,48.8,2023-03-25 15:16:31.817156
3547579,D0014,13.8,14.6,17.0,49.6,2023-03-25 15:17:31.816787
3547598,D0014,14.0,14.7,17.0,49.9,2023-03-25 15:18:31.823452
3547617,D0014,14.2,15.2,16.8,50.8,2023-03-25 15:19:31.824485
3547636,D0014,13.5,14.1,17.0,50.4,2023-03-25 15:20:31.831993
3547655,D0014,12.2,12.7,17.2,49.9,2023-03-25 15:21:31.825119
3547674,D0014,13.2,13.8,17.4,50.3,2023-03-25 15:22:31.822508
3547693,D0014,13.4,13.9,17.4,48.9,2023-03-25 15:23:31.833404
3547712,D0014,13.9,14.5,17.1,49.9,2023-03-25 15:24:31.829637
3547731,D0014,12.9,13.4,17.2,50.2,2023-03-25 15:25:31.827494
3547750,D0014,14.3,15.3,17.2,49.4,2023-03-25 15:26:31.836487
3547769,D0014,14.3,15.2,17.3,48.7,2023-03-25 15:27:31.832412
3547788,D0014,14.7,15.5,17.3,49.0,2023-03-25 15:28:31.845071
3547807,D0014,13.8,14.6,17.5,49.3,2023-03-25 15:29:31.835749
3547826,D0014,14.9,15.6,17.3,48.8,2023-03-25 15:30:31.839194
3547845,D0014,14.8,15.6,16.8,49.7,2023-03-25 15:31:31.843931
3547864,D0014,13.4,14.1,16.4,50.5,2023-03-25 15:32:31.849525
3547883,D0014,14.3,15.0,16.6,50.7,2023-03-25 15:33:31.851149
3547902,D0014,13.0,13.6,16.6,50.5,2023-03-25 15:34:31.852204
3547921,D0014,13.9,14.5,16.8,50.5,2023-03-25 15:35:31.856754
3547940,D0014,14.1,15.0,16.7,49.7,2023-03-25 15:36:31.852908
3547959,D0014,14.2,15.1,16.3,50.6,2023-03-25 15:37:31.855555
3547978,D0014,13.8,14.6,15.9,51.8,2023-03-25 15:38:31.858486
3547997,D0014,13.6,14.3,16.3,51.3,2023-03-25 15:39:31.870069
3548016,D0014,13.8,14.4,16.7,50.2,2023-03-25 15:40:31.871332
3548035,D0014,13.4,13.9,16.9,49.5,2023-03-25 15:41:31.868325
3548054,D0014,14.2,14.8,16.7,49.8,2023-03-25 15:42:31.86849
3548073,D0014,14.0,14.6,16.5,50.1,2023-03-25 15:43:31.877178
3548092,D0014,13.6,14.2,16.6,50.2,2023-03-25 15:44:31.871838
3548111,D0014,13.5,14.2,16.5,50.7,2023-03-25 15:45:31.88205
3548130,D0014,13.9,14.8,16.6,50.5,2023-03-25 15:46:31.882374
3548149,D0014,14.0,14.7,16.7,50.1,2023-03-25 15:47:31.89255
3548168,D0014,12.9,13.6,16.9,50.0,2023-03-25 15:48:31.881617
3548187,D0014,13.7,14.4,16.9,49.6,2023-03-25 15:49:31.891871
3548206,D0014,13.8,14.4,17.1,49.4,2023-03-25 15:50:31.886369
3548224,D0014,13.4,14.0,17.3,49.5,2023-03-25 15:51:30.892047
3548244,D0014,13.4,14.1,17.5,49.0,2023-03-25 15:52:31.88992
3548263,D0014,14.2,14.7,17.6,48.0,2023-03-25 15:53:31.896448
3548282,D0014,14.0,14.4,17.7,47.8,2023-03-25 15:54:31.905696
3548301,D0014,13.7,14.2,17.8,48.6,2023-03-25 15:55:31.902208
3548320,D0014,14.1,14.6,17.7,46.8,2023-03-25 15:56:31.905951
3548339,D0014,13.3,13.8,17.7,47.5,2023-03-25 15:57:31.908425
3548358,D0014,13.7,14.2,17.5,47.7,2023-03-25 15:58:31.91304
3548376,D0014,12.3,12.4,17.3,48.0,2023-03-25 15:59:30.912639
3548396,D0014,13.5,13.7,17.1,48.2,2023-03-25 16:00:31.915792
3548415,D0014,13.1,13.6,17.0,48.9,2023-03-25 16:01:31.921673
3548434,D0014,13.5,14.2,17.2,49.8,2023-03-25 16:02:31.932721
3548453,D0014,11.4,11.9,17.3,48.4,2023-03-25 16:03:31.929218
3548472,D0014,13.7,14.3,17.5,48.1,2023-03-25 16:04:31.933829
3548491,D0014,14.0,14.6,17.5,47.4,2023-03-25 16:05:31.926647
3548510,D0014,12.4,12.9,17.3,47.8,2023-03-25 16:06:31.928647
3548529,D0014,13.9,14.3,17.3,48.1,2023-03-25 16:07:31.933766
3548548,D0014,12.9,13.4,17.3,47.5,2023-03-25 16:08:31.9405
3548567,D0014,12.8,13.1,17.2,48.1,2023-03-25 16:09:31.944383
3548586,D0014,12.3,12.8,17.1,48.2,2023-03-25 16:10:31.942248
3548605,D0014,12.9,13.4,17.2,49.3,2023-03-25 16:11:31.94721
3548624,D0014,12.6,12.9,17.5,49.0,2023-03-25 16:12:31.945777
3548643,D0014,12.5,12.8,17.7,47.6,2023-03-25 16:13:31.956341
3548662,D0014,12.2,12.4,17.9,47.7,2023-03-25 16:14:31.956217
3548681,D0014,11.8,12.0,18.1,47.2,2023-03-25 16:15:31.960024
3548700,D0014,10.8,11.1,18.2,47.5,2023-03-25 16:16:31.958334
3548719,D0014,12.2,12.5,18.3,47.4,2023-03-25 16:17:31.9641
3548738,D0014,12.9,13.3,18.2,47.0,2023-03-25 16:18:31.961456
3548757,D0014,13.0,13.5,18.3,46.6,2023-03-25 16:19:31.972809
3548775,D0014,13.4,13.8,18.4,46.9,2023-03-25 16:20:31.965584
3548794,D0014,11.8,12.1,18.5,47.5,2023-03-25 16:21:31.974834
3548813,D0014,12.8,13.2,18.4,46.3,2023-03-25 16:22:31.977686
3548832,D0014,12.8,13.3,18.4,47.1,2023-03-25 16:23:31.97935
3548851,D0014,12.5,13.0,18.6,46.8,2023-03-25 16:24:31.980762
3548870,D0014,12.3,12.8,18.3,45.8,2023-03-25 16:25:31.980074
3548889,D0014,12.4,13.0,18.1,46.7,2023-03-25 16:26:31.979914
3548908,D0014,12.6,13.3,18.0,46.8,2023-03-25 16:27:31.987769
3548927,D0014,13.6,14.3,18.1,46.9,2023-03-25 16:28:31.985638
3548946,D0014,12.5,13.2,18.1,46.2,2023-03-25 16:29:31.995551
3548965,D0014,12.8,13.5,18.2,46.5,2023-03-25 16:30:31.995653
3548984,D0014,11.6,12.1,18.3,47.0,2023-03-25 16:31:32.000051
3549003,D0014,12.6,12.9,18.3,46.7,2023-03-25 16:32:31.997201
3549022,D0014,13.2,13.6,18.3,47.2,2023-03-25 16:33:31.998087
3549041,D0014,12.4,12.9,18.5,46.7,2023-03-25 16:34:32.003264
3549060,D0014,13.7,14.3,18.6,47.0,2023-03-25 16:35:32.005669
3549079,D0014,12.9,13.4,18.7,45.5,2023-03-25 16:36:32.005272
3549098,D0014,12.7,13.0,18.5,45.1,2023-03-25 16:37:32.014665
3549117,D0014,12.9,13.2,18.6,45.3,2023-03-25 16:38:32.014702
3549136,D0014,13.0,13.3,18.6,45.0,2023-03-25 16:39:32.012573
3549155,D0014,13.7,14.2,18.7,45.9,2023-03-25 16:40:32.016778
3549174,D0014,13.3,13.9,18.8,45.3,2023-03-25 16:41:32.017527
3549192,D0014,13.4,13.9,18.8,44.4,2023-03-25 16:42:32.025405
3549211,D0014,12.8,13.6,18.7,44.5,2023-03-25 16:43:32.024209
3549230,D0014,11.1,11.7,18.7,44.3,2023-03-25 16:44:32.02423
3549249,D0014,12.8,13.6,18.6,44.1,2023-03-25 16:45:32.031033
3549268,D0014,12.9,13.7,18.7,44.3,2023-03-25 16:46:32.035207
3549287,D0014,10.2,10.7,18.7,44.7,2023-03-25 16:47:32.033528
3549306,D0014,10.9,11.4,18.5,45.8,2023-03-25 16:48:32.043378
3549325,D0014,12.5,13.1,18.6,44.8,2023-03-25 16:49:32.041382
3549344,D0014,12.4,12.8,18.6,44.6,2023-03-25 16:50:32.037867
3549363,D0014,12.9,13.5,18.4,44.6,2023-03-25 16:51:32.047052
3549382,D0014,13.5,14.3,18.4,44.9,2023-03-25 16:52:32.047729
3549401,D0014,10.6,11.2,18.4,44.7,2023-03-25 16:53:32.043472
3549420,D0014,10.9,11.2,18.4,44.9,2023-03-25 16:54:32.053131
3549439,D0014,11.2,11.5,18.4,45.6,2023-03-25 16:55:32.053947
3549457,D0014,10.8,11.2,18.4,45.8,2023-03-25 16:56:31.061142
3549477,D0014,10.5,11.0,18.3,45.4,2023-03-25 16:57:32.060965
3549496,D0014,10.8,11.2,18.4,45.9,2023-03-25 16:58:32.065362
3549515,D0014,9.2,9.4,18.5,45.4,2023-03-25 16:59:32.070214
3549534,D0014,9.2,9.5,18.6,45.8,2023-03-25 17:00:32.075395
3549553,D0014,11.1,11.5,18.5,44.6,2023-03-25 17:01:32.070162
3549572,D0014,10.9,11.3,18.3,45.0,2023-03-25 17:02:32.073942
3549591,D0014,11.0,11.3,18.2,45.2,2023-03-25 17:03:32.074524
3549610,D0014,10.7,11.0,18.0,45.4,2023-03-25 17:04:32.076542
3549629,D0014,11.9,12.3,18.1,45.8,2023-03-25 17:05:32.082085
3549648,D0014,11.7,12.1,18.0,46.1,2023-03-25 17:06:32.084074
3549667,D0014,12.2,12.6,18.2,45.8,2023-03-25 17:07:32.091486
3549686,D0014,12.5,13.1,18.3,45.6,2023-03-25 17:08:32.091534
3549705,D0014,12.7,13.4,18.3,45.4,2023-03-25 17:09:32.093654
3549724,D0014,12.3,13.0,18.4,45.9,2023-03-25 17:10:32.091887
3549743,D0014,11.9,12.2,18.5,44.8,2023-03-25 17:11:32.104065
3549762,D0014,10.8,11.1,18.5,44.9,2023-03-25 17:12:32.101098
3549781,D0014,12.2,12.4,18.6,46.4,2023-03-25 17:13:32.09886
3549800,D0014,13.3,13.5,18.7,46.5,2023-03-25 17:14:32.10113
3549819,D0014,15.4,15.6,18.7,45.5,2023-03-25 17:15:32.113331
3549838,D0014,16.2,16.3,18.9,44.9,2023-03-25 17:16:32.112647
3549857,D0014,11.3,11.4,18.8,45.5,2023-03-25 17:17:32.117003
3549876,D0014,16.3,16.4,18.8,45.8,2023-03-25 17:18:32.116286
3549895,D0014,13.8,13.9,18.8,46.2,2023-03-25 17:19:32.124809
3549914,D0014,13.2,13.3,18.8,46.2,2023-03-25 17:20:32.12656
3549933,D0014,12.9,13.1,18.9,44.9,2023-03-25 17:21:32.121862
3549952,D0014,10.7,10.8,18.9,45.4,2023-03-25 17:22:32.125611
3549971,D0014,12.5,12.7,18.8,44.6,2023-03-25 17:23:32.130999
3549990,D0014,11.5,11.9,18.9,45.2,2023-03-25 17:24:32.134813
3550009,D0014,11.5,12.0,18.9,45.5,2023-03-25 17:25:32.135045
3550028,D0014,10.9,11.5,18.8,45.7,2023-03-25 17:26:32.137187
3550047,D0014,9.9,10.3,18.8,45.9,2023-03-25 17:27:32.136787
3550066,D0014,11.1,11.4,18.8,46.6,2023-03-25 17:28:32.137801
3550085,D0014,11.7,12.3,18.8,45.9,2023-03-25 17:29:32.145548
3550104,D0014,11.1,11.6,18.9,44.9,2023-03-25 17:30:32.148051
3550123,D0014,9.0,9.2,19.0,45.6,2023-03-25 17:31:32.146491
3550142,D0014,8.2,8.4,19.0,46.2,2023-03-25 17:32:32.148702
3550161,D0014,10.1,10.2,18.9,45.9,2023-03-25 17:33:32.142017
3550180,D0014,11.6,11.7,18.9,46.3,2023-03-25 17:34:32.150017
3550199,D0014,11.5,11.7,18.9,46.0,2023-03-25 17:35:32.150223
3550217,D0014,12.9,13.0,19.0,45.8,2023-03-25 17:36:31.156704
3550237,D0014,11.9,12.0,19.0,45.7,2023-03-25 17:37:32.1561
3550256,D0014,11.5,11.6,19.0,45.3,2023-03-25 17:38:32.155071
3550275,D0014,11.7,11.8,19.0,45.5,2023-03-25 17:39:32.158514
3550294,D0014,10.7,10.8,19.0,45.5,2023-03-25 17:40:32.153572
3550313,D0014,11.3,11.4,18.9,45.6,2023-03-25 17:41:32.155645
3550332,D0014,11.7,12.0,18.9,45.2,2023-03-25 17:42:32.161667
3550351,D0014,11.6,12.0,18.9,44.7,2023-03-25 17:43:32.161281
3550370,D0014,12.7,13.2,19.0,44.6,2023-03-25 17:44:32.165159
3550389,D0014,12.1,12.5,19.0,43.4,2023-03-25 17:45:32.16121
3550408,D0014,10.0,10.3,19.0,43.8,2023-03-25 17:46:32.169358
3550427,D0014,12.8,13.4,18.9,44.4,2023-03-25 17:47:32.170498
3550446,D0014,7.7,8.1,18.9,44.7,2023-03-25 17:48:32.174918
3550465,D0014,12.0,12.7,18.7,44.1,2023-03-25 17:49:32.17532
3550484,D0014,11.8,12.4,18.8,44.2,2023-03-25 17:50:32.178444
3550503,D0014,9.5,10.0,18.8,44.8,2023-03-25 17:51:32.173105
3550522,D0014,9.2,9.6,18.8,45.5,2023-03-25 17:52:32.183713
3550541,D0014,10.0,10.6,18.8,45.3,2023-03-25 17:53:32.181325
3550560,D0014,11.3,11.7,18.8,44.3,2023-03-25 17:54:32.177861
3550579,D0014,11.1,11.6,18.8,44.2,2023-03-25 17:55:32.190755
3550598,D0014,11.9,12.5,18.8,44.2,2023-03-25 17:56:32.193458
3550617,D0014,11.2,11.9,18.8,44.0,2023-03-25 17:57:32.191046
3550636,D0014,12.3,13.2,18.8,44.8,2023-03-25 17:58:32.194759
3550655,D0014,10.9,11.5,18.8,44.9,2023-03-25 17:59:32.191544
3550674,D0014,11.0,11.5,18.8,44.2,2023-03-25 18:00:32.195867
3550692,D0014,10.8,11.3,18.8,43.7,2023-03-25 18:01:31.202263
3550712,D0014,11.6,12.0,18.7,44.6,2023-03-25 18:02:32.203647
3550731,D0014,11.9,12.4,18.7,44.6,2023-03-25 18:03:32.198444
3550750,D0014,12.2,13.0,18.6,45.0,2023-03-25 18:04:32.213625
3550769,D0014,11.9,12.6,18.7,44.9,2023-03-25 18:05:32.211625
3550788,D0014,9.8,10.3,18.7,44.2,2023-03-25 18:06:32.221788
3550807,D0014,11.9,12.6,18.7,45.1,2023-03-25 18:07:32.217629
3550825,D0014,11.2,11.8,18.7,44.8,2023-03-25 18:08:32.226812
3550843,D0014,11.5,12.0,18.6,45.6,2023-03-25 18:09:32.226408
3550861,D0014,11.8,12.3,18.6,44.5,2023-03-25 18:10:32.229985
3550879,D0014,11.7,12.3,18.6,44.5,2023-03-25 18:11:32.234082
3550897,D0014,12.0,12.8,18.5,44.8,2023-03-25 18:12:32.243676
3550915,D0014,11.5,12.2,18.5,44.8,2023-03-25 18:13:32.246612
3550933,D0014,10.3,10.8,18.5,45.3,2023-03-25 18:14:32.245253
3550951,D0014,11.5,12.0,18.3,44.5,2023-03-25 18:15:32.250151
3550969,D0014,9.4,9.8,18.3,44.8,2023-03-25 18:16:32.258661
3550987,D0014,10.5,11.0,18.4,45.3,2023-03-25 18:17:32.257863
3551005,D0014,10.7,11.1,18.3,45.3,2023-03-25 18:18:32.268801
3551023,D0014,9.3,9.7,18.2,45.8,2023-03-25 18:19:32.268232
3551041,D0014,9.2,9.5,18.3,46.0,2023-03-25 18:20:32.268484
3551059,D0014,11.7,12.3,18.2,45.8,2023-03-25 18:21:32.272686
3551077,D0014,11.1,11.7,17.9,46.4,2023-03-25 18:22:32.276218
3551095,D0014,10.4,10.8,17.8,46.5,2023-03-25 18:23:32.281754
3551113,D0014,10.3,10.7,17.8,46.8,2023-03-25 18:24:32.282326
3551131,D0014,10.6,11.0,17.8,46.8,2023-03-25 18:25:32.283986
3551150,D0014,11.3,11.8,17.9,46.7,2023-03-25 18:26:32.28327
3551169,D0014,11.9,12.5,18.0,46.3,2023-03-25 18:27:32.283284
3551188,D0014,12.3,13.0,18.1,46.2,2023-03-25 18:28:32.289154
3551207,D0014,11.8,12.4,18.2,46.6,2023-03-25 18:29:32.299842
3551226,D0014,10.0,10.3,18.2,46.4,2023-03-25 18:30:32.302686
3551245,D0014,12.2,12.5,18.4,46.3,2023-03-25 18:31:32.297292
3551264,D0014,12.2,12.6,18.5,46.1,2023-03-25 18:32:32.304632
3551283,D0014,11.6,11.9,18.5,46.3,2023-03-25 18:33:32.307355
3551302,D0014,11.9,12.4,18.4,46.3,2023-03-25 18:34:32.31352
3551321,D0014,12.5,12.9,18.4,47.1,2023-03-25 18:35:32.308938
3551340,D0014,13.7,14.1,18.4,47.0,2023-03-25 18:36:32.318541
3551359,D0014,15.8,15.9,18.4,46.9,2023-03-25 18:37:32.318982
3551378,D0014,14.0,14.0,18.4,46.6,2023-03-25 18:38:32.325092
3551397,D0014,16.3,16.3,18.4,46.5,2023-03-25 18:39:32.316561
3551416,D0014,15.4,15.4,18.4,46.4,2023-03-25 18:40:32.320507
3551435,D0014,12.9,13.0,18.2,46.0,2023-03-25 18:41:32.323155
3551454,D0014,11.9,12.1,18.1,46.2,2023-03-25 18:42:32.327839
3551473,D0014,10.6,10.7,17.9,46.3,2023-03-25 18:43:32.331229
3551492,D0014,10.5,11.0,17.6,46.9,2023-03-25 18:44:32.334152
3551511,D0014,12.6,13.6,17.6,47.0,2023-03-25 18:45:32.336349
3551530,D0014,12.5,13.5,17.8,47.0,2023-03-25 18:46:32.330954
3551549,D0014,12.8,13.8,18.0,47.0,2023-03-25 18:47:32.337103
