일시,기온,풍향(16방위),풍속(m/s),상대습도(%)
2023-02-01 0:05,0.8,246.6,0.1,75.8
2023-02-01 0:10,0.9,294,0.5,76.3
2023-02-01 0:15,1,252.3,0.2,76.7
2023-02-01 0:20,0.9,260.9,0.1,73.7
2023-02-01 0:25,0.7,175.9,0.4,73.9
2023-02-01 0:30,0.5,164.9,0.8,74.8
2023-02-01 0:35,0.3,174.5,0.7,75.9
2023-02-01 0:40,0.3,277.1,0.5,75.9
2023-02-01 0:45,0.4,251.1,0.1,75.6
2023-02-01 0:50,0.3,268.3,0.1,75.7
2023-02-01 0:55,0.3,306.9,0.2,76.1
2023-02-01 1:00,0.5,322.5,0.1,76.8
2023-02-01 1:05,0.5,183.6,0.3,75.4
2023-02-01 1:10,0.4,179.2,0.6,75.1
2023-02-01 1:15,0.3,178.1,0.3,76.1
2023-02-01 1:20,0.1,170.3,0.8,76.6
2023-02-01 1:25,0,168.4,0.7,77.3
2023-02-01 1:30,0,171.3,0.5,77.1
2023-02-01 1:35,-0.1,164.6,0.2,77.4
2023-02-01 1:40,-0.2,172.3,0.1,77.9
2023-02-01 1:45,-0.2,174.3,0.8,77.8
2023-02-01 1:50,-0.2,158.9,0.6,77.8
2023-02-01 1:55,-0.2,233.9,0.1,78.3
2023-02-01 2:00,-0.2,53.5,0,78.7
2023-02-01 2:05,-0.3,145.8,0.1,78.9
2023-02-01 2:10,-0.3,306.8,0.2,79.4
2023-02-01 2:15,0,313.2,1.1,78.9
2023-02-01 2:20,0,317.1,0.6,79.4
2023-02-01 2:25,0,338.9,0.2,80.5
2023-02-01 2:30,-0.1,219.6,0.1,80.9
2023-02-01 2:35,0,302.5,0.3,78.9
2023-02-01 2:40,-0.1,281.3,0.3,79.2
2023-02-01 2:45,-0.2,174,0.6,79
2023-02-01 2:50,-0.3,175.8,0.7,79
2023-02-01 2:55,-0.4,162.9,0.7,79.2
2023-02-01 3:00,-0.5,165.4,0.6,80
