date,pm10,pm25
2023-04-16 01,26,19
2023-04-16 02,27,15
2023-04-16 03,28,14
2023-04-16 04,30,10
2023-04-16 05,30,17
2023-04-16 06,28,13
2023-04-16 07,26,16
2023-04-16 08,28,17
2023-04-16 09,33,20
2023-04-16 10,43,28
2023-04-16 11,58,22
2023-04-16 12,77,27
2023-04-16 13,97,32
2023-04-16 14,118,27
2023-04-16 15,130,28
2023-04-16 16,128,31
2023-04-16 17,118,23
2023-04-16 18,99,23
2023-04-16 19,90,26
2023-04-16 20,88,23
2023-04-16 21,80,27
2023-04-16 22,75,20
2023-04-16 23,73,26
2023-04-17 00,67,26
2023-04-17 01,68,27
2023-04-17 02,67,20
2023-04-17 03,62,21
2023-04-17 04,62,20
2023-04-17 05,63,20
2023-04-17 06,63,23
2023-04-17 07,62,23
2023-04-17 08,66,26
2023-04-17 09,72,32
2023-04-17 10,76,24
2023-04-17 11,82,
2023-04-17 12,,17
2023-04-17 13,96,25
2023-04-17 14,92,24
2023-04-17 15,93,27
2023-04-17 16,98,28
2023-04-17 17,103,23
2023-04-17 18,96,22
2023-04-17 19,89,21
2023-04-17 20,94,22
2023-04-17 21,100,26
2023-04-17 22,101,27
2023-04-17 23,103,24
2023-04-18 00,104,27
2023-04-18 01,101,35
2023-04-18 02,90,23
2023-04-18 03,90,23
2023-04-18 04,91,19
2023-04-18 05,89,25
2023-04-18 06,86,27
2023-04-18 07,87,27
2023-04-18 08,87,26
2023-04-18 09,92,24
2023-04-18 10,91,23
2023-04-18 11,87,23
2023-04-18 12,85,21
2023-04-18 13,82,16
2023-04-18 14,77,22
2023-04-18 15,75,21
2023-04-18 16,73,32
2023-04-18 17,72,34
2023-04-18 18,69,22
2023-04-18 19,53,20
2023-04-18 20,47,25
2023-04-18 21,45,23
2023-04-18 22,42,21
2023-04-18 23,37,16
2023-04-19 00,37,20
2023-04-19 01,40,23
2023-04-19 02,41,22
2023-04-19 03,40,20
2023-04-19 04,41,20
2023-04-19 05,41,20
2023-04-19 06,41,27
2023-04-19 07,43,26
2023-04-19 08,48,28
2023-04-19 09,43,28
2023-04-19 10,36,17
2023-04-19 11,35,27
2023-04-19 12,40,32
2023-04-19 13,40,32
2023-04-19 14,36,27
2023-04-19 15,30,20
2023-04-19 16,24,23
2023-04-19 17,20,21
2023-04-19 18,16,13
2023-04-19 19,17,20
2023-04-19 20,24,23
2023-04-19 21,26,23
2023-04-19 22,25,22
2023-04-19 23,24,23
2023-04-20 00,27,21
2023-04-20 01,27,26
2023-04-20 02,29,31
2023-04-20 03,41,38
2023-04-20 04,48,37
2023-04-20 05,44,31
2023-04-20 06,38,28
2023-04-20 07,42,36
2023-04-20 08,46,40
2023-04-20 09,41,39
2023-04-20 10,41,36
2023-04-20 11,42,30
2023-04-20 12,40,23
2023-04-20 13,33,17
2023-04-20 14,30,21
2023-04-20 15,39,23
2023-04-20 16,42,27
2023-04-20 17,43,29
2023-04-20 18,44,21
2023-04-20 19,43,20
2023-04-20 20,43,24
2023-04-20 21,42,19
2023-04-20 22,41,18
2023-04-20 23,36,19
2023-04-21 00,39,23
2023-04-21 01,43,24
2023-04-21 02,43,22
2023-04-21 03,44,23
2023-04-21 04,42,24
2023-04-21 05,41,23
2023-04-21 06,37,24
2023-04-21 07,37,24
2023-04-21 08,41,21
2023-04-21 09,40,18
