date,pm10,pm25
2023-04-21 10,35,20
2023-04-21 11,41,27
2023-04-21 12,48,20
2023-04-21 13,47,20
2023-04-21 14,44,17
2023-04-21 15,44,16
2023-04-21 16,44,14
2023-04-21 17,49,19
2023-04-21 18,74,29
2023-04-21 19,115,35
2023-04-21 20,187,50
2023-04-21 21,262,57
2023-04-21 22,322,60
2023-04-21 23,371,57
2023-04-22 00,389,57
2023-04-22 01,397,61
2023-04-22 02,394,54
2023-04-22 03,370,48
2023-04-22 04,337,48
2023-04-22 05,326,43
2023-04-22 06,316,41
2023-04-22 07,293,40
2023-04-22 08,277,42
2023-04-22 09,261,35
2023-04-22 10,248,36
2023-04-22 11,238,35
2023-04-22 12,228,31
2023-04-22 13,205,28
2023-04-22 14,186,27
2023-04-22 15,174,26
2023-04-22 16,168,30
2023-04-22 17,170,32
2023-04-22 18,169,27
2023-04-22 19,158,22
2023-04-22 20,134,24
2023-04-22 21,120,24
2023-04-22 22,125,28
2023-04-22 23,146,31
2023-04-23 00,173,35
2023-04-23 01,183,36
2023-04-23 02,188,30
2023-04-23 03,200,41
2023-04-23 04,222,39
2023-04-23 05,229,35
2023-04-23 06,219,27
2023-04-23 07,198,29
2023-04-23 08,176,28
2023-04-23 09,156,27
2023-04-23 10,142,22
2023-04-23 11,122,16
2023-04-23 12,98,14
2023-04-23 13,80,14
2023-04-23 14,71,12
2023-04-23 15,67,12
2023-04-23 16,62,11
2023-04-23 17,57,12
2023-04-23 18,43,10
2023-04-23 19,38,12
2023-04-23 20,32,11
2023-04-23 21,32,14
2023-04-23 22,30,8
2023-04-23 23,28,12
2023-04-24 00,25,13
2023-04-24 01,25,13
2023-04-24 02,26,12
2023-04-24 03,24,10
2023-04-24 04,25,12
2023-04-24 05,24,12
2023-04-24 06,25,12
2023-04-24 07,25,13
2023-04-24 08,27,14
2023-04-24 09,27,10
2023-04-24 10,27,13
2023-04-24 11,27,11
2023-04-24 12,28,13
2023-04-24 13,29,15
2023-04-24 14,31,13
2023-04-24 15,35,11
2023-04-24 16,33,13
2023-04-24 17,31,16
2023-04-24 18,35,13
2023-04-24 19,42,16
2023-04-24 20,39,11
2023-04-24 21,37,11
2023-04-24 22,35,14
2023-04-24 23,31,12
2023-04-25 00,29,10
2023-04-25 01,29,10
2023-04-25 02,32,6
2023-04-25 03,25,10
2023-04-25 04,26,7
2023-04-25 05,27,10
2023-04-25 06,28,10
2023-04-25 07,28,15
2023-04-25 08,28,10
2023-04-25 09,29,12
2023-04-25 10,26,10
2023-04-25 11,20,13
2023-04-25 12,18,12
2023-04-25 13,14,11
2023-04-25 14,12,11
2023-04-25 15,13,12
2023-04-25 16,12,12
2023-04-25 17,17,10
2023-04-25 18,17,9
2023-04-25 19,16,17
2023-04-25 20,14,15
2023-04-25 21,14,11
2023-04-25 22,15,10
2023-04-25 23,16,14
2023-04-26 00,17,16
2023-04-26 01,17,22
2023-04-26 02,15,16
2023-04-26 03,16,12
2023-04-26 04,19,11
2023-04-26 05,18,14
2023-04-26 06,21,14
2023-04-26 07,21,15
2023-04-26 08,25,18
2023-04-26 09,25,14
2023-04-26 10,21,14
2023-04-26 11,22,18
2023-04-26 12,,
2023-04-26 13,,
2023-04-26 14,54,17
2023-04-26 15,52,11
2023-04-26 16,41,8
2023-04-26 17,31,5
2023-04-26 18,24,3
2023-04-26 19,22,8
2023-04-26 20,20,8
2023-04-26 21,18,7
2023-04-26 22,18,9
2023-04-26 23,22,11
2023-04-27 00,21,11
2023-04-27 01,20,13
2023-04-27 02,25,9
2023-04-27 03,23,11
2023-04-27 04,22,12
2023-04-27 05,21,8
2023-04-27 06,21,12
2023-04-27 07,22,12
2023-04-27 08,26,11
2023-04-27 09,24,8
2023-04-27 10,23,8
2023-04-27 11,25,13
2023-04-27 12,28,10
2023-04-27 13,31,9
2023-04-27 14,29,13
2023-04-27 15,28,12
2023-04-27 16,29,10
2023-04-27 17,29,12
2023-04-27 18,33,14
2023-04-27 19,32,12
2023-04-27 20,29,9
2023-04-27 21,30,9
2023-04-27 22,29,15
2023-04-27 23,31,15
2023-04-28 00,33,16
2023-04-28 01,32,15
2023-04-28 02,40,11
2023-04-28 03,39,13
2023-04-28 04,32,16
2023-04-28 05,31,16
2023-04-28 06,31,18
2023-04-28 07,31,20
2023-04-28 08,32,18
2023-04-28 09,36,20
2023-04-28 10,38,18
2023-04-28 11,32,7
2023-04-28 12,21,6
2023-04-28 13,14,7
2023-04-28 14,16,7
2023-04-28 15,20,10
2023-04-28 16,23,8
2023-04-28 17,25,8
2023-04-28 18,27,11
2023-04-28 19,25,11
2023-04-28 20,27,15
2023-04-28 21,35,15
2023-04-28 22,37,15
2023-04-28 23,38,18
2023-04-29 00,34,19
2023-04-29 01,30,17
2023-04-29 02,29,20
2023-04-29 03,35,21
2023-04-29 04,29,6
2023-04-29 05,16,2
2023-04-29 06,10,1
2023-04-29 07,8,4
2023-04-29 08,9,3
2023-04-29 09,10,4
2023-04-29 10,13,4
2023-04-29 11,17,7
2023-04-29 12,20,11
2023-04-29 13,23,8
2023-04-29 14,24,14
2023-04-29 15,22,12
2023-04-29 16,18,13
2023-04-29 17,18,9
2023-04-29 18,18,12
2023-04-29 19,30,15
2023-04-29 20,31,12
2023-04-29 21,29,15
2023-04-29 22,34,19
2023-04-29 23,51,17
2023-04-30 00,64,18
2023-04-30 01,71,20
2023-04-30 02,68,5
2023-04-30 03,40,6
2023-04-30 04,21,6
2023-04-30 05,16,5
2023-04-30 06,14,5
2023-04-30 07,16,9
2023-04-30 08,20,6
2023-04-30 09,24,7
2023-04-30 10,23,5
2023-04-30 11,24,6
2023-04-30 12,26,7
2023-04-30 13,27,6
2023-04-30 14,28,9
2023-04-30 15,33,8
2023-04-30 16,37,7
2023-04-30 17,42,9
2023-04-30 18,47,14
2023-04-30 19,51,12
2023-04-30 20,51,12
2023-04-30 21,48,11
2023-04-30 22,47,11
2023-04-30 23,49,10
