date,pm10,pm25
2023-02-16 01,9,8
2023-02-16 02,6,
2023-02-16 03,7,
2023-02-16 04,8,
2023-02-16 05,10,
2023-02-16 06,13,12
2023-02-16 07,18,18
2023-02-16 08,22,20
2023-02-16 09,25,15
2023-02-16 10,26,17
2023-02-16 11,24,8
2023-02-16 12,20,10
2023-02-16 13,19,8
2023-02-16 14,20,13
2023-02-16 15,19,13
2023-02-16 16,22,21
2023-02-16 17,27,19
2023-02-16 18,30,21
2023-02-16 19,33,16
2023-02-16 20,28,13
2023-02-16 21,24,19
2023-02-16 22,21,11
2023-02-16 23,21,18
2023-02-17 00,28,19
2023-02-17 01,29,26
2023-02-17 02,27,18
2023-02-17 03,27,18
2023-02-17 04,32,18
2023-02-17 05,31,20
2023-02-17 06,30,20
2023-02-17 07,35,21
2023-02-17 08,39,29
2023-02-17 09,42,26
2023-02-17 10,49,26
2023-02-17 11,45,28
2023-02-17 12,39,26
2023-02-17 13,36,23
2023-02-17 14,28,21
2023-02-17 15,26,19
2023-02-17 16,24,16
2023-02-17 17,27,21
2023-02-17 18,27,22
2023-02-17 19,28,22
2023-02-17 20,34,27
2023-02-17 21,41,27
2023-02-17 22,42,27
2023-02-17 23,45,27
2023-02-18 00,47,27
2023-02-18 01,46,26
2023-02-18 02,43,23
2023-02-18 03,41,28
2023-02-18 04,37,25
2023-02-18 05,34,24
2023-02-18 06,33,27
2023-02-18 07,37,25
2023-02-18 08,37,26
2023-02-18 09,36,25
2023-02-18 10,37,26
2023-02-18 11,33,22
2023-02-18 12,31,21
2023-02-18 13,38,27
2023-02-18 14,41,23
2023-02-18 15,48,43
2023-02-18 16,63,44
2023-02-18 17,68,39
2023-02-18 18,61,33
2023-02-18 19,57,31
2023-02-18 20,51,35
2023-02-18 21,53,30
2023-02-18 22,51,36
2023-02-18 23,50,35
2023-02-19 00,47,35
2023-02-19 01,45,28
2023-02-19 02,45,27
2023-02-19 03,46,33
2023-02-19 04,47,32
2023-02-19 05,44,25
2023-02-19 06,37,24
2023-02-19 07,31,18
2023-02-19 08,17,6
2023-02-19 09,11,
2023-02-19 10,,
2023-02-19 11,27,25
2023-02-19 12,29,
2023-02-19 13,33,32
2023-02-19 14,,
2023-02-19 15,50,44
2023-02-19 16,52,36
2023-02-19 17,46,35
2023-02-19 18,41,24
2023-02-19 19,31,12
2023-02-19 20,23,13
2023-02-19 21,16,9
2023-02-19 22,13,10
2023-02-19 23,12,9
2023-02-20 00,11,6
2023-02-20 01,9,6
2023-02-20 02,10,9
2023-02-20 03,11,6
2023-02-20 04,10,6
2023-02-20 05,8,6
2023-02-20 06,9,4
2023-02-20 07,12,2
2023-02-20 08,16,11
2023-02-20 09,18,9
2023-02-20 10,27,8
2023-02-20 11,33,7
2023-02-20 12,,
2023-02-20 13,,14
2023-02-20 14,37,13
2023-02-20 15,40,9
2023-02-20 16,38,6
2023-02-20 17,34,6
2023-02-20 18,32,4
2023-02-20 19,28,10
2023-02-20 20,25,9
2023-02-20 21,23,6
2023-02-20 22,19,5
2023-02-20 23,19,8
2023-02-21 00,18,6
2023-02-21 01,16,13
2023-02-21 02,11,7
2023-02-21 03,12,6
2023-02-21 04,12,8
2023-02-21 05,15,8
2023-02-21 06,21,11
2023-02-21 07,25,10
2023-02-21 08,27,10
2023-02-21 09,28,9
2023-02-21 10,26,10
2023-02-21 11,24,9
2023-02-21 12,23,8
2023-02-21 13,22,8
2023-02-21 14,22,6
2023-02-21 15,24,8
2023-02-21 16,26,7
2023-02-21 17,25,6
2023-02-21 18,22,8
2023-02-21 19,23,9
2023-02-21 20,25,14
2023-02-21 21,29,19
2023-02-21 22,36,16
2023-02-21 23,40,19
2023-02-22 00,39,16
2023-02-22 01,34,23
2023-02-22 02,40,15
2023-02-22 03,33,12
2023-02-22 04,30,12
2023-02-22 05,29,12
2023-02-22 06,28,11
2023-02-22 07,31,16
2023-02-22 08,33,15
2023-02-22 09,37,18
2023-02-22 10,40,19
