date,pm10,pm25
2023-02-22 11,43,17
2023-02-22 12,41,10
2023-02-22 13,33,11
2023-02-22 14,25,6
2023-02-22 15,20,5
2023-02-22 16,19,9
2023-02-22 17,19,16
2023-02-22 18,20,7
2023-02-22 19,16,7
2023-02-22 20,14,9
2023-02-22 21,13,7
2023-02-22 22,12,7
2023-02-22 23,9,8
2023-02-23 00,14,12
2023-02-23 01,18,8
2023-02-23 02,18,10
2023-02-23 03,18,12
2023-02-23 04,18,16
2023-02-23 05,19,14
2023-02-23 06,20,16
2023-02-23 07,23,20
2023-02-23 08,23,19
2023-02-23 09,27,23
2023-02-23 10,30,21
2023-02-23 11,23,9
2023-02-23 12,13,6
2023-02-23 13,6,1
2023-02-23 14,6,1
2023-02-23 15,11,5
2023-02-23 16,14,
2023-02-23 17,20,11
2023-02-23 18,18,9
2023-02-23 19,19,14
2023-02-23 20,23,22
2023-02-23 21,30,23
2023-02-23 22,34,19
2023-02-23 23,33,19
2023-02-24 00,30,14
2023-02-24 01,27,20
2023-02-24 02,36,27
2023-02-24 03,43,34
2023-02-24 04,47,32
2023-02-24 05,51,43
2023-02-24 06,62,47
2023-02-24 07,69,50
2023-02-24 08,70,54
2023-02-24 09,76,44
2023-02-24 10,77,47
2023-02-24 11,74,34
2023-02-24 12,59,18
2023-02-24 13,40,9
2023-02-24 14,28,19
2023-02-24 15,26,18
2023-02-24 16,26,15
2023-02-24 17,29,16
2023-02-24 18,33,20
2023-02-24 19,40,25
2023-02-24 20,41,30
2023-02-24 21,44,23
2023-02-24 22,41,26
2023-02-24 23,40,17
2023-02-25 00,30,6
2023-02-25 01,21,6
2023-02-25 02,15,8
2023-02-25 03,7,5
2023-02-25 04,4,4
2023-02-25 05,9,9
2023-02-25 06,14,8
2023-02-25 07,16,11
2023-02-25 08,22,11
2023-02-25 09,26,14
2023-02-25 10,34,13
2023-02-25 11,35,10
2023-02-25 12,31,12
2023-02-25 13,30,11
2023-02-25 14,32,11
2023-02-25 15,30,10
2023-02-25 16,28,11
2023-02-25 17,30,11
2023-02-25 18,29,14
2023-02-25 19,27,18
2023-02-25 20,18,16
2023-02-25 21,22,19
2023-02-25 22,28,15
2023-02-25 23,28,16
2023-02-26 00,27,13
2023-02-26 01,28,16
2023-02-26 02,29,14
2023-02-26 03,26,11
2023-02-26 04,22,12
2023-02-26 05,22,7
2023-02-26 06,22,14
2023-02-26 07,28,12
2023-02-26 08,28,14
2023-02-26 09,32,14
2023-02-26 10,38,16
2023-02-26 11,37,7
2023-02-26 12,33,10
2023-02-26 13,29,9
2023-02-26 14,25,8
2023-02-26 15,23,8
2023-02-26 16,22,8
2023-02-26 17,21,11
2023-02-26 18,20,10
2023-02-26 19,22,15
2023-02-26 20,24,19
2023-02-26 21,30,18
2023-02-26 22,34,25
2023-02-26 23,41,19
2023-02-27 00,44,21
2023-02-27 01,44,27
2023-02-27 02,46,19
2023-02-27 03,39,18
2023-02-27 04,34,20
2023-02-27 05,32,17
2023-02-27 06,30,19
2023-02-27 07,32,20
2023-02-27 08,37,21
2023-02-27 09,45,25
2023-02-27 10,54,23
2023-02-27 11,56,22
2023-02-27 12,,
2023-02-27 13,,23
2023-02-27 14,40,13
2023-02-27 15,35,21
2023-02-27 16,39,32
2023-02-27 17,45,30
2023-02-27 18,45,29
2023-02-27 19,42,29
2023-02-27 20,39,27
2023-02-27 21,41,21
2023-02-27 22,40,31
2023-02-27 23,41,28
2023-02-28 00,42,26
2023-02-28 01,46,41
2023-02-28 02,48,28
2023-02-28 03,45,26
2023-02-28 04,42,27
2023-02-28 05,40,29
2023-02-28 06,42,27
2023-02-28 07,42,30
2023-02-28 08,44,31
2023-02-28 09,50,30
2023-02-28 10,57,31
2023-02-28 11,58,27
2023-02-28 12,48,23
2023-02-28 13,33,8
2023-02-28 14,22,8
2023-02-28 15,21,9
2023-02-28 16,20,11
2023-02-28 17,19,11
2023-02-28 18,18,8
2023-02-28 19,16,7
2023-02-28 20,16,6
2023-02-28 21,14,9
2023-02-28 22,11,9
2023-02-28 23,12,12
