date,pm10,pm25
2023-03-16 01,23,12
2023-03-16 02,24,15
2023-03-16 03,27,12
2023-03-16 04,29,15
2023-03-16 05,29,16
2023-03-16 06,35,19
2023-03-16 07,57,17
2023-03-16 08,76,16
2023-03-16 09,80,14
2023-03-16 10,74,11
2023-03-16 11,64,9
2023-03-16 12,55,6
2023-03-16 13,39,3
2023-03-16 14,27,3
2023-03-16 15,21,3
2023-03-16 16,21,3
2023-03-16 17,21,6
2023-03-16 18,22,6
2023-03-16 19,22,7
2023-03-16 20,22,7
2023-03-16 21,21,7
2023-03-16 22,22,10
2023-03-16 23,31,9
2023-03-17 00,33,7
2023-03-17 01,30,9
2023-03-17 02,29,11
2023-03-17 03,28,10
2023-03-17 04,26,7
2023-03-17 05,30,15
2023-03-17 06,32,12
2023-03-17 07,38,13
2023-03-17 08,43,14
2023-03-17 09,43,13
2023-03-17 10,43,14
2023-03-17 11,47,17
2023-03-17 12,50,18
2023-03-17 13,49,18
2023-03-17 14,46,21
2023-03-17 15,44,17
2023-03-17 16,42,18
2023-03-17 17,44,25
2023-03-17 18,46,13
2023-03-17 19,42,12
2023-03-17 20,39,13
2023-03-17 21,37,9
2023-03-17 22,39,8
2023-03-17 23,36,9
2023-03-18 00,34,9
2023-03-18 01,35,10
2023-03-18 02,38,13
2023-03-18 03,39,12
2023-03-18 04,38,9
2023-03-18 05,37,14
2023-03-18 06,38,13
2023-03-18 07,37,15
2023-03-18 08,37,12
2023-03-18 09,37,15
2023-03-18 10,38,12
2023-03-18 11,39,15
2023-03-18 12,38,17
2023-03-18 13,35,10
2023-03-18 14,29,9
2023-03-18 15,27,11
2023-03-18 16,25,11
2023-03-18 17,25,16
2023-03-18 18,28,17
2023-03-18 19,33,21
2023-03-18 20,33,21
2023-03-18 21,32,19
2023-03-18 22,34,22
2023-03-18 23,37,24
2023-03-19 00,38,19
2023-03-19 01,43,24
2023-03-19 02,47,19
2023-03-19 03,43,19
2023-03-19 04,44,19
2023-03-19 05,45,21
2023-03-19 06,44,22
2023-03-19 07,49,21
2023-03-19 08,60,27
2023-03-19 09,59,25
2023-03-19 10,63,28
2023-03-19 11,66,26
2023-03-19 12,64,26
2023-03-19 13,60,23
2023-03-19 14,54,15
2023-03-19 15,47,19
2023-03-19 16,47,19
2023-03-19 17,53,22
2023-03-19 18,59,23
2023-03-19 19,67,23
2023-03-19 20,62,24
2023-03-19 21,57,21
2023-03-19 22,58,27
2023-03-19 23,55,23
2023-03-20 00,57,27
2023-03-20 01,59,26
2023-03-20 02,57,26
2023-03-20 03,53,24
2023-03-20 04,56,27
2023-03-20 05,58,26
2023-03-20 06,56,27
2023-03-20 07,57,28
2023-03-20 08,59,29
2023-03-20 09,60,27
2023-03-20 10,68,29
2023-03-20 11,77,39
2023-03-20 12,78,
2023-03-20 13,,20
2023-03-20 14,53,21
2023-03-20 15,52,31
2023-03-20 16,61,23
2023-03-20 17,61,21
2023-03-20 18,61,17
2023-03-20 19,59,21
2023-03-20 20,56,18
2023-03-20 21,54,23
2023-03-20 22,53,21
2023-03-20 23,54,25
2023-03-21 00,54,22
2023-03-21 01,56,32
2023-03-21 02,63,23
2023-03-21 03,56,21
2023-03-21 04,52,23
2023-03-21 05,55,20
2023-03-21 06,55,27
2023-03-21 07,53,26
2023-03-21 08,54,27
2023-03-21 09,54,26
2023-03-21 10,54,23
2023-03-21 11,55,21
2023-03-21 12,53,24
2023-03-21 13,53,22
2023-03-21 14,53,19
2023-03-21 15,50,17
2023-03-21 16,48,13
2023-03-21 17,51,14
2023-03-21 18,51,19
2023-03-21 19,46,15
2023-03-21 20,44,17
2023-03-21 21,38,15
2023-03-21 22,33,19
2023-03-21 23,30,16
