date,pm10,pm25
2023-04-12 00,26,15
2023-04-12 01,32,31
2023-04-12 02,104,32
2023-04-12 03,176,35
2023-04-12 04,216,41
2023-04-12 05,248,50
2023-04-12 06,312,57
2023-04-12 07,374,65
2023-04-12 08,430,62
2023-04-12 09,438,39
2023-04-12 10,370,24
2023-04-12 11,283,16
2023-04-12 12,218,15
2023-04-12 13,180,13
2023-04-12 14,149,12
2023-04-12 15,122,11
2023-04-12 16,109,15
2023-04-12 17,107,11
2023-04-12 18,110,16
2023-04-12 19,119,16
2023-04-12 20,129,21
2023-04-12 21,136,21
2023-04-12 22,136,19
2023-04-12 23,139,22
2023-04-13 00,141,20
2023-04-13 01,142,22
2023-04-13 02,142,19
2023-04-13 03,134,20
2023-04-13 04,126,17
2023-04-13 05,120,17
2023-04-13 06,115,20
2023-04-13 07,115,17
2023-04-13 08,116,22
2023-04-13 09,127,23
2023-04-13 10,138,20
2023-04-13 11,139,23
2023-04-13 12,126,12
2023-04-13 13,110,10
2023-04-13 14,87,11
2023-04-13 15,72,13
2023-04-13 16,72,16
2023-04-13 17,77,14
2023-04-13 18,76,11
2023-04-13 19,75,13
2023-04-13 20,80,18
2023-04-13 21,83,15
2023-04-13 22,85,17
2023-04-13 23,90,18
2023-04-14 00,95,15
2023-04-14 01,92,24
2023-04-14 02,83,19
2023-04-14 03,79,18
2023-04-14 04,72,15
2023-04-14 05,66,16
2023-04-14 06,63,15
2023-04-14 07,68,17
2023-04-14 08,70,17
2023-04-14 09,76,18
2023-04-14 10,76,19
2023-04-14 11,80,20
2023-04-14 12,81,19
2023-04-14 13,80,18
2023-04-14 14,78,19
2023-04-14 15,75,20
2023-04-14 16,73,21
2023-04-14 17,69,17
2023-04-14 18,64,22
2023-04-14 19,60,21
2023-04-14 20,44,18
2023-04-14 21,33,14
2023-04-14 22,28,15
2023-04-14 23,23,10
2023-04-15 00,15,9
2023-04-15 01,16,8
2023-04-15 02,15,10
2023-04-15 03,16,16
2023-04-15 04,16,11
2023-04-15 05,17,14
2023-04-15 06,19,10
2023-04-15 07,19,16
2023-04-15 08,22,16
2023-04-15 09,25,17
2023-04-15 10,25,12
2023-04-15 11,24,11
2023-04-15 12,24,18
2023-04-15 13,22,15
2023-04-15 14,22,10
2023-04-15 15,22,14
2023-04-15 16,25,14
2023-04-15 17,26,13
2023-04-15 18,22,11
2023-04-15 19,17,10
2023-04-15 20,15,9
2023-04-15 21,14,11
2023-04-15 22,17,14
2023-04-15 23,22,12
