date,pm10,pm25
2022-12-01 01,15,6
2022-12-01 02,11,6
2022-12-01 03,13,6
2022-12-01 04,14,6
2022-12-01 05,15,6
2022-12-01 06,17,10
2022-12-01 07,21,8
2022-12-01 08,19,9
2022-12-01 09,17,7
2022-12-01 10,14,6
2022-12-01 11,10,5
2022-12-01 12,5,5
2022-12-01 13,,3
2022-12-01 14,,3
2022-12-01 15,4,2
2022-12-01 16,12,2
2022-12-01 17,15,2
2022-12-01 18,19,5
2022-12-01 19,19,6
2022-12-01 20,19,6
2022-12-01 21,22,6
2022-12-01 22,25,5
2022-12-01 23,23,9
2022-12-02 00,23,9
2022-12-02 01,23,8
2022-12-02 02,20,8
2022-12-02 03,25,8
2022-12-02 04,21,8
2022-12-02 05,22,10
2022-12-02 06,24,13
2022-12-02 07,28,12
2022-12-02 08,31,12
2022-12-02 09,30,15
2022-12-02 10,26,10
2022-12-02 11,20,8
2022-12-02 12,20,6
2022-12-02 13,12,5
2022-12-02 14,3,5
2022-12-02 15,11,3
2022-12-02 16,21,6
2022-12-02 17,26,6
2022-12-02 18,32,7
2022-12-02 19,36,11
2022-12-02 20,36,12
2022-12-02 21,36,10
2022-12-02 22,43,13
2022-12-02 23,43,17
2022-12-03 00,44,14
2022-12-03 01,42,20
2022-12-03 02,39,10
2022-12-03 03,37,9
2022-12-03 04,33,11
2022-12-03 05,27,12
2022-12-03 06,28,11
2022-12-03 07,36,15
2022-12-03 08,43,17
2022-12-03 09,45,13
2022-12-03 10,41,13
2022-12-03 11,43,12
2022-12-03 12,42,18
2022-12-03 13,43,17
2022-12-03 14,52,20
2022-12-03 15,52,17
2022-12-03 16,50,18
2022-12-03 17,56,20
2022-12-03 18,62,19
2022-12-03 19,75,24
2022-12-03 20,89,27
2022-12-03 21,87,26
2022-12-03 22,80,28
2022-12-03 23,78,27
2022-12-04 00,74,25
2022-12-04 01,70,30
2022-12-04 02,70,24
2022-12-04 03,76,30
2022-12-04 04,78,28
2022-12-04 05,78,27
2022-12-04 06,83,27
2022-12-04 07,89,27
2022-12-04 08,88,26
2022-12-04 09,84,22
2022-12-04 10,80,16
2022-12-04 11,59,10
2022-12-04 12,35,8
2022-12-04 13,22,6
2022-12-04 14,18,6
2022-12-04 15,17,4
2022-12-04 16,18,4
2022-12-04 17,18,5
2022-12-04 18,17,3
2022-12-04 19,15,6
2022-12-04 20,15,5
2022-12-04 21,10,3
2022-12-04 22,10,3
2022-12-04 23,11,2
2022-12-05 00,8,2
2022-12-05 01,3,3
2022-12-05 02,6,4
2022-12-05 03,13,6
2022-12-05 04,10,6
2022-12-05 05,12,5
2022-12-05 06,14,5
2022-12-05 07,16,6
2022-12-05 08,15,6
2022-12-05 09,15,6
2022-12-05 10,17,6
2022-12-05 11,18,5
2022-12-05 12,12,5
2022-12-05 13,8,5
2022-12-05 14,5,3
2022-12-05 15,3,5
2022-12-05 16,6,5
2022-12-05 17,23,6
2022-12-05 18,13,3
2022-12-05 19,15,4
2022-12-05 20,18,4
2022-12-05 21,13,4
2022-12-05 22,11,7
2022-12-05 23,9,5
2022-12-06 00,14,7
2022-12-06 01,17,7
2022-12-06 02,20,6
2022-12-06 03,16,5
2022-12-06 04,18,8
2022-12-06 05,22,8
2022-12-06 06,24,6
2022-12-06 07,28,9
2022-12-06 08,38,16
2022-12-06 09,44,19
2022-12-06 10,52,19
2022-12-06 11,52,17
2022-12-06 12,,
2022-12-06 13,,
2022-12-06 14,47,13
2022-12-06 15,54,12
2022-12-06 16,60,17
2022-12-06 17,58,10
2022-12-06 18,51,6
2022-12-06 19,42,16
2022-12-06 20,43,14
2022-12-06 21,48,15
2022-12-06 22,57,19
2022-12-06 23,65,16
2022-12-07 00,66,17
2022-12-07 01,60,20
2022-12-07 02,58,15
2022-12-07 03,52,14
2022-12-07 04,48,13
2022-12-07 05,49,17
2022-12-07 06,47,16
2022-12-07 07,49,20
2022-12-07 08,55,22
2022-12-07 09,67,19
2022-12-07 10,71,20
2022-12-07 11,80,25
2022-12-07 12,76,25
2022-12-07 13,76,23
2022-12-07 14,77,21
2022-12-07 15,75,19
2022-12-07 16,70,17
2022-12-07 17,64,14
2022-12-07 18,54,15
2022-12-07 19,51,15
2022-12-07 20,50,18
2022-12-07 21,57,17
2022-12-07 22,62,19
2022-12-07 23,68,22
2022-12-08 00,72,19
2022-12-08 01,72,21
2022-12-08 02,73,17
2022-12-08 03,65,17
2022-12-08 04,53,18
2022-12-08 05,47,21
2022-12-08 06,47,21
2022-12-08 07,54,20
2022-12-08 08,62,20
2022-12-08 09,70,25
2022-12-08 10,76,27
2022-12-08 11,77,25
2022-12-08 12,74,18
2022-12-08 13,65,12
2022-12-08 14,56,10
2022-12-08 15,46,12
2022-12-08 16,44,10
2022-12-08 17,42,8
2022-12-08 18,44,13
2022-12-08 19,49,16
2022-12-08 20,52,14
2022-12-08 21,55,16
2022-12-08 22,61,17
2022-12-08 23,60,20
2022-12-09 00,58,17
2022-12-09 01,58,18
2022-12-09 02,47,15
2022-12-09 03,46,12
2022-12-09 04,48,13
2022-12-09 05,42,11
2022-12-09 06,42,15
2022-12-09 07,41,19
2022-12-09 08,42,11
2022-12-09 09,44,19
2022-12-09 10,46,17
2022-12-09 11,47,17
2022-12-09 12,50,12
2022-12-09 13,42,14
2022-12-09 14,43,15
2022-12-09 15,51,15
2022-12-09 16,54,13
2022-12-09 17,58,19
2022-12-09 18,59,20
2022-12-09 19,65,24
2022-12-09 20,80,27
2022-12-09 21,85,20
2022-12-09 22,78,24
2022-12-09 23,77,23
2022-12-10 00,80,27
2022-12-10 01,82,22
2022-12-10 02,81,21
2022-12-10 03,77,22
2022-12-10 04,76,20
2022-12-10 05,70,20
2022-12-10 06,64,23
2022-12-10 07,66,27
2022-12-10 08,72,22
2022-12-10 09,70,31
2022-12-10 10,78,34
2022-12-10 11,84,38
2022-12-10 12,92,39
2022-12-10 13,97,38
2022-12-10 14,102,31
2022-12-10 15,91,26
2022-12-10 16,72,23
2022-12-10 17,63,21
2022-12-10 18,56,20
2022-12-10 19,58,21
2022-12-10 20,60,21
2022-12-10 21,60,27
2022-12-10 22,58,26
2022-12-10 23,58,22
2022-12-11 00,53,21
2022-12-11 01,49,18
2022-12-11 02,48,17
2022-12-11 03,49,20
2022-12-11 04,50,15
2022-12-11 05,50,19
2022-12-11 06,51,19
2022-12-11 07,50,17
2022-12-11 08,53,22
2022-12-11 09,55,16
2022-12-11 10,51,19
2022-12-11 11,42,12
2022-12-11 12,31,14
2022-12-11 13,31,14
2022-12-11 14,36,12
2022-12-11 15,37,16
2022-12-11 16,33,12
2022-12-11 17,35,15
2022-12-11 18,39,14
2022-12-11 19,39,16
2022-12-11 20,41,19
2022-12-11 21,44,17
2022-12-11 22,50,22
2022-12-11 23,49,22
2022-12-12 00,55,22
2022-12-12 01,59,20
2022-12-12 02,64,22
2022-12-12 03,61,19
2022-12-12 04,59,22
2022-12-12 05,54,17
2022-12-12 06,55,19
2022-12-12 07,58,20
2022-12-12 08,60,18
2022-12-12 09,62,27
2022-12-12 10,66,24
2022-12-12 11,60,24
2022-12-12 12,65,26
2022-12-12 13,,
2022-12-12 14,70,23
2022-12-12 15,69,19
2022-12-12 16,66,14
2022-12-12 17,53,13
2022-12-12 18,43,14
2022-12-12 19,42,14
2022-12-12 20,41,16
2022-12-12 21,43,16
2022-12-12 22,45,22
2022-12-12 23,44,18
2022-12-13 00,41,16
2022-12-13 01,43,24
2022-12-13 02,50,16
2022-12-13 03,50,14
2022-12-13 04,47,15
2022-12-13 05,44,17
2022-12-13 06,42,14
2022-12-13 07,40,20
2022-12-13 08,50,27
2022-12-13 09,62,30
2022-12-13 10,78,35
2022-12-13 11,77,31
2022-12-13 12,83,31
2022-12-13 13,98,24
2022-12-13 14,129,22
2022-12-13 15,184,38
2022-12-13 16,254,40
2022-12-13 17,,42
2022-12-13 18,,47
2022-12-13 19,,47
2022-12-13 20,,44
2022-12-13 21,,41
2022-12-13 22,,37
2022-12-13 23,,31
2022-12-14 00,,19
2022-12-14 01,,11
2022-12-14 02,,7
2022-12-14 03,,6
2022-12-14 04,,5
2022-12-14 05,,6
2022-12-14 06,,10
2022-12-14 07,,11
2022-12-14 08,,11
2022-12-14 09,,8
2022-12-14 10,,7
2022-12-14 11,,5
2022-12-14 12,,2
2022-12-14 13,13,2
2022-12-14 14,12,1
