date,pm10,pm25
2022-12-14 15,12,3
2022-12-14 16,18,4
2022-12-14 17,25,6
2022-12-14 18,31,9
2022-12-14 19,24,8
2022-12-14 20,29,7
2022-12-14 21,27,6
2022-12-14 22,25,6
2022-12-14 23,21,7
2022-12-15 00,26,6
2022-12-15 01,25,7
2022-12-15 02,19,8
2022-12-15 03,19,9
2022-12-15 04,22,8
2022-12-15 05,28,9
2022-12-15 06,32,12
2022-12-15 07,31,15
2022-12-15 08,33,12
2022-12-15 09,35,15
2022-12-15 10,40,15
2022-12-15 11,36,12
2022-12-15 12,33,12
2022-12-15 13,31,7
2022-12-15 14,30,7
2022-12-15 15,24,6
2022-12-15 16,30,9
2022-12-15 17,41,14
2022-12-15 18,54,11
2022-12-15 19,60,12
2022-12-15 20,60,9
2022-12-15 21,53,13
2022-12-15 22,47,13
2022-12-15 23,51,16
