date,pm10,pm25
2023-02-01 01,49,27
2023-02-01 02,53,19
2023-02-01 03,51,21
2023-02-01 04,45,16
2023-02-01 05,41,16
2023-02-01 06,39,16
2023-02-01 07,39,16
2023-02-01 08,41,20
2023-02-01 09,46,22
2023-02-01 10,50,21
2023-02-01 11,52,28
2023-02-01 12,59,28
2023-02-01 13,66,23
2023-02-01 14,69,25
2023-02-01 15,64,20
2023-02-01 16,63,23
2023-02-01 17,69,21
2023-02-01 18,73,28
2023-02-01 19,77,25
2023-02-01 20,74,22
2023-02-01 21,66,20
2023-02-01 22,61,16
2023-02-01 23,51,13
2023-02-02 00,39,13
2023-02-02 01,37,14
2023-02-02 02,38,10
2023-02-02 03,32,12
2023-02-02 04,29,10
2023-02-02 05,27,7
2023-02-02 06,22,10
2023-02-02 07,27,10
2023-02-02 08,29,10
2023-02-02 09,30,14
2023-02-02 10,31,11
2023-02-02 11,34,13
2023-02-02 12,31,7
2023-02-02 13,29,4
2023-02-02 14,29,4
2023-02-02 15,25,4
2023-02-02 16,22,5
2023-02-02 17,23,7
2023-02-02 18,26,9
2023-02-02 19,25,10
2023-02-02 20,31,15
2023-02-02 21,34,18
2023-02-02 22,39,20
2023-02-02 23,46,19
2023-02-03 00,46,18
2023-02-03 01,46,18
2023-02-03 02,50,13
2023-02-03 03,48,17
2023-02-03 04,46,16
2023-02-03 05,39,18
2023-02-03 06,39,14
2023-02-03 07,42,16
2023-02-03 08,39,13
2023-02-03 09,36,15
2023-02-03 10,40,13
2023-02-03 11,42,15
2023-02-03 12,39,15
2023-02-03 13,38,16
2023-02-03 14,36,14
2023-02-03 15,41,15
2023-02-03 16,45,23
2023-02-03 17,49,23
2023-02-03 18,53,20
2023-02-03 19,50,14
2023-02-03 20,37,8
2023-02-03 21,27,9
2023-02-03 22,25,10
2023-02-03 23,24,10
2023-02-04 00,19,8
2023-02-04 01,21,14
2023-02-04 02,27,10
2023-02-04 03,29,8
2023-02-04 04,29,6
2023-02-04 05,30,11
2023-02-04 06,25,6
2023-02-04 07,20,3
