date,pm10,pm25
2023-01-30 15,27,6
2023-01-30 16,29,8
2023-01-30 17,26,7
2023-01-30 18,26,8
2023-01-30 19,24,10
2023-01-30 20,20,10
2023-01-30 21,19,9
2023-01-30 22,21,14
2023-01-30 23,25,11
2023-01-31 00,27,15
2023-01-31 01,31,14
2023-01-31 02,28,13
2023-01-31 03,36,15
2023-01-31 04,34,17
2023-01-31 05,30,17
2023-01-31 06,26,13
2023-01-31 07,32,20
2023-01-31 08,34,20
2023-01-31 09,40,20
2023-01-31 10,45,17
2023-01-31 11,45,21
2023-01-31 12,,
2023-01-31 13,,12
2023-01-31 14,48,9
2023-01-31 15,49,20
2023-01-31 16,46,15
2023-01-31 17,39,13
2023-01-31 18,35,10
2023-01-31 19,38,12
2023-01-31 20,38,11
2023-01-31 21,34,10
2023-01-31 22,36,16
2023-01-31 23,42,21
