일시,기온,풍향(16방위),풍속(m/s),상대습도(%)
2022-12-01 0:05,-1.2,329,0.9,30
2022-12-01 0:10,-1.2,326,1.1,31
2022-12-01 0:15,-1.1,346,0.9,31
2022-12-01 0:20,-1.2,321,0.7,31
2022-12-01 0:25,-1.3,328,2.2,31
2022-12-01 0:30,-1.3,336,1.1,32
2022-12-01 0:35,-1.3,334,1,32
2022-12-01 0:40,-1.3,338,1.8,33
2022-12-01 0:45,-1.3,338,0.9,33
2022-12-01 0:50,-1.3,337,1.5,33
2022-12-01 0:55,-1.4,314,1.9,33
2022-12-01 1:00,-1.3,329,1.3,33
2022-12-01 1:05,-1.3,333,0.7,33
2022-12-01 1:10,-1.3,328,1.5,34
2022-12-01 1:15,-1.4,323,1.1,34
2022-12-01 1:20,-1.4,336,0.9,35
2022-12-01 1:25,-1.3,332,1.6,36
2022-12-01 1:30,-1.5,332,1.7,36
2022-12-01 1:35,-1.5,314,0.8,37
2022-12-01 1:40,-1.5,339,1.9,37
2022-12-01 1:45,-1.6,320,1.5,37
2022-12-01 1:50,-1.6,329,1.7,37
2022-12-01 1:55,-1.7,333,1.5,38
2022-12-01 2:00,-1.5,327,1.1,38
2022-12-01 2:05,-1.6,329,1.1,38
2022-12-01 2:10,-1.6,328,1.3,38
2022-12-01 2:15,-1.7,339,1.2,38
2022-12-01 2:20,-1.7,354,1,38
2022-12-01 2:25,-1.7,348,1.9,38
2022-12-01 2:30,-1.7,340,1.5,38
2022-12-01 2:35,-1.7,336,0.6,38
2022-12-01 2:40,-1.7,320,1,38
2022-12-01 2:45,-1.7,341,0.9,38
2022-12-01 2:50,-1.6,338,0.8,39
2022-12-01 2:55,-1.6,325,0.7,39
2022-12-01 3:00,-1.8,335,1.4,39
2022-12-01 3:05,-1.7,336,1.9,39
2022-12-01 3:10,-1.7,333,0.9,39
2022-12-01 3:15,-1.6,325,1.3,39
2022-12-01 3:20,-1.7,309,1.3,39
2022-12-01 3:25,-1.6,330,1.5,39
2022-12-01 3:30,-1.7,329,1.5,40
2022-12-01 3:35,-1.7,326,1.9,40
2022-12-01 3:40,-1.7,318,1.5,40
2022-12-01 3:45,-1.6,320,1.5,40
2022-12-01 3:50,-1.5,320,0.9,39
2022-12-01 3:55,-1.5,325,1.4,39
2022-12-01 4:00,-1.6,328,2,39
2022-12-01 4:05,-1.6,327,2.5,40
2022-12-01 4:10,-1.6,327,2.8,40
2022-12-01 4:15,-1.6,336,3.4,40
2022-12-01 4:20,-1.6,324,1.8,40
2022-12-01 4:25,-1.5,334,1.9,40
2022-12-01 4:30,-1.5,332,1.8,41
2022-12-01 4:35,-1.6,329,2.6,41
2022-12-01 4:40,-1.6,330,1.7,41
2022-12-01 4:45,-1.5,324,1.6,41
2022-12-01 4:50,-1.6,326,1.8,42
2022-12-01 4:55,-1.6,321,2.2,42
2022-12-01 5:00,-1.6,323,1.8,42
2022-12-01 5:05,-1.6,326,2,42
2022-12-01 5:10,-1.6,330,2,43
2022-12-01 5:15,-1.6,330,2.4,42
2022-12-01 5:20,-1.5,326,1.1,43
2022-12-01 5:25,-1.5,334,1.4,42
2022-12-01 5:30,-1.5,328,2,42
2022-12-01 5:35,-1.5,327,2,41
2022-12-01 5:40,-1.4,324,0.9,41
2022-12-01 5:45,-1.4,322,1.4,41
2022-12-01 5:50,-1.5,335,1.8,42
2022-12-01 5:55,-1.5,330,1.6,42
2022-12-01 6:00,-1.4,327,1.5,41
2022-12-01 6:05,-1.5,332,1.2,41
2022-12-01 6:10,-1.4,328,1.2,41
2022-12-01 6:15,-1.3,329,0.7,41
2022-12-01 6:20,-1.3,335,1.2,40
2022-12-01 6:25,-1.3,329,1.1,41
2022-12-01 6:30,-1.3,331,0.9,40
2022-12-01 6:35,-1.4,328,0.9,40
2022-12-01 6:40,-1.4,334,1,40
2022-12-01 6:45,-1.4,339,1.6,40
2022-12-01 6:50,-1.4,349,0.6,39
2022-12-01 6:55,-1.4,329,1.4,39
2022-12-01 7:00,-1.4,338,0.9,39
2022-12-01 7:05,-1.4,327,0.6,39
2022-12-01 7:10,-1.4,339,0.8,38
2022-12-01 7:15,-1.4,336,1.3,38
2022-12-01 7:20,-1.4,324,1,39
2022-12-01 7:25,-1.5,326,1.1,39
2022-12-01 7:30,-1.5,322,1.1,40
2022-12-01 7:35,-1.5,343,0.9,40
2022-12-01 7:40,-1.3,334,0.3,40
2022-12-01 7:45,-1.2,330,0.9,40
2022-12-01 7:50,-1.4,326,1.1,40
2022-12-01 7:55,-1.3,329,0.7,40
2022-12-01 8:00,-1.4,338,0.9,39
2022-12-01 8:05,-1.3,320,0.9,39
2022-12-01 8:10,-1.2,310,0.5,39
2022-12-01 8:15,-1.2,312,0.6,38
2022-12-01 8:20,-1.3,315,0.8,38
2022-12-01 8:25,-1.2,325,1.3,37
2022-12-01 8:30,-1.3,332,2.1,37
2022-12-01 8:35,-1.2,323,1.8,36
2022-12-01 8:40,-1.1,339,1,35
2022-12-01 8:45,-0.9,348,1.2,34
2022-12-01 8:50,-1,338,1.1,34
2022-12-01 8:55,-0.8,332,1.2,34
2022-12-01 9:00,-0.9,327,1,34
2022-12-01 9:05,-1.1,338,0.9,33
2022-12-01 9:10,-1,336,1.2,33
2022-12-01 9:15,-0.9,349,0.2,33
2022-12-01 9:20,-1,331,0.4,33
2022-12-01 9:25,-0.9,356,0.9,33
2022-12-01 9:30,-0.9,340,0.9,32
2022-12-01 9:35,-1,16,1.4,32
2022-12-01 9:40,-1,7,1.5,31
2022-12-01 9:45,-1,336,0.8,31
2022-12-01 9:50,-0.8,334,2,31
2022-12-01 9:55,-0.9,330,1.2,31
2022-12-01 10:00,-0.9,333,1.1,31
