일시,기온,풍향(16방위),풍속(m/s),상대습도(%)
2023-02-01 0:05,1.3,11,0.4,75
2023-02-01 0:10,1.3,100,0.5,76
2023-02-01 0:15,1.2,84,0.4,77
2023-02-01 0:20,1.2,41,0.5,77
2023-02-01 0:25,1.1,52,0.4,77
2023-02-01 0:30,1,38,0.3,77
2023-02-01 0:35,1,32,0.4,77
2023-02-01 0:40,0.9,56,0.5,77
2023-02-01 0:45,0.8,44,0.5,77
2023-02-01 0:50,0.8,30,0.5,77
2023-02-01 0:55,0.8,23,0.3,77
2023-02-01 1:00,0.8,29,0.1,77
2023-02-01 1:05,0.8,52,0.3,77
2023-02-01 1:10,0.8,342,0.2,77
2023-02-01 1:15,0.7,184,0.3,77
2023-02-01 1:20,0.8,44,0.1,76
2023-02-01 1:25,0.6,339,0.1,76
2023-02-01 1:30,0.5,353,0.1,75
2023-02-01 1:35,0.5,107,0.3,76
2023-02-01 1:40,0.6,98,0.2,77
2023-02-01 1:45,0.6,90,0.4,77
2023-02-01 1:50,0.6,109,0.4,77
2023-02-01 1:55,0.5,119,0.2,78
2023-02-01 2:00,0.5,130,0.5,78
2023-02-01 2:05,0.4,360,0.2,78
2023-02-01 2:10,0.3,111,0.7,79
2023-02-01 2:15,0.3,67,0.4,80
2023-02-01 2:20,0.4,119,0.3,80
2023-02-01 2:25,0.3,104,0.2,80
2023-02-01 2:30,0.3,119,0.2,80
2023-02-01 2:35,0.2,107,0.1,80
2023-02-01 2:40,0.2,101,0.1,80
2023-02-01 2:45,0.3,345,0.2,80
2023-02-01 2:50,0.2,337,0.1,80
2023-02-01 2:55,0.1,12,0.3,78
2023-02-01 3:00,0,27,0.1,78
2023-02-01 3:05,-0.1,359,0.2,77
2023-02-01 3:10,-0.2,348,0.2,78
2023-02-01 3:15,-0.2,1,0.4,78
2023-02-01 3:20,-0.3,346,0.4,78
2023-02-01 3:25,-0.3,324,0.4,78
2023-02-01 3:30,-0.3,318,0.4,78
2023-02-01 3:35,-0.4,320,0.5,79
2023-02-01 3:40,-0.5,344,0.5,80
2023-02-01 3:45,-0.6,326,0.6,80
2023-02-01 3:50,-0.6,313,0.2,81
2023-02-01 3:55,-0.6,331,0.1,81
2023-02-01 4:00,-0.6,128,0.1,81
2023-02-01 4:05,-0.4,90,0.1,80
2023-02-01 4:10,-0.4,329,0.3,80
2023-02-01 4:15,-0.4,321,0.2,80
2023-02-01 4:20,-0.4,330,0.5,80
2023-02-01 4:25,-0.4,335,0.1,79
2023-02-01 4:30,-0.3,316,0.1,79
2023-02-01 4:35,-0.3,329,0.4,79
2023-02-01 4:40,-0.3,324,0.4,79
2023-02-01 4:45,-0.2,118,0.2,79
2023-02-01 4:50,-0.2,117,0.6,79
2023-02-01 4:55,-0.3,0,0,79
2023-02-01 5:00,-0.4,116,0.1,79
2023-02-01 5:05,-0.3,101,0.4,80
2023-02-01 5:10,-0.3,93,0.3,80
2023-02-01 5:15,-0.3,54,0.3,81
2023-02-01 5:20,-0.3,0,0,80
2023-02-01 5:25,-0.3,189,0,80
2023-02-01 5:30,-0.3,27,0.1,81
2023-02-01 5:35,-0.3,338,0.3,81
2023-02-01 5:40,-0.4,317,0.4,80
2023-02-01 5:45,-0.5,326,0.3,80
2023-02-01 5:50,-0.6,313,0.4,80
2023-02-01 5:55,-0.6,338,0.3,80
2023-02-01 6:00,-0.5,336,0.4,80
2023-02-01 6:05,-0.6,314,0.4,80
2023-02-01 6:10,-0.6,327,0.3,81
2023-02-01 6:15,-0.6,325,0.5,81
2023-02-01 6:20,-0.8,322,0.3,81
2023-02-01 6:25,-0.8,328,0.2,81
2023-02-01 6:30,-0.8,327,0.5,82
2023-02-01 6:35,-0.8,318,0.5,82
2023-02-01 6:40,-0.7,326,0.4,82
2023-02-01 6:45,-0.5,325,0.3,81
2023-02-01 6:50,-0.6,270,0.1,81
2023-02-01 6:55,-0.7,319,0.4,81
2023-02-01 7:00,-0.8,311,0.2,82
2023-02-01 7:05,-0.9,342,0.3,83
2023-02-01 7:10,-0.9,297,0.4,83
