일시,기온,풍향(16방위),풍속(m/s),상대습도(%)
2023-03-01 0:05,9.7,197,1.8,65
2023-03-01 0:10,9.6,200,1.8,65
2023-03-01 0:15,9.5,201,1.3,66
2023-03-01 0:20,9.4,178,0.9,66
2023-03-01 0:25,9.4,190,0.9,66
2023-03-01 0:30,9.4,177,0.9,66
2023-03-01 0:35,9.3,146,1.2,66
2023-03-01 0:40,9.3,141,1,66
2023-03-01 0:45,9.2,129,0.8,66
2023-03-01 0:50,9.2,137,1.4,66
2023-03-01 0:55,9.2,139,1.2,66
2023-03-01 1:00,9.3,147,1.2,65
2023-03-01 1:05,9.3,133,1,65
2023-03-01 1:10,9.3,152,0.3,65
2023-03-01 1:15,9.3,339,0.3,65
2023-03-01 1:20,9.3,320,0.5,65
2023-03-01 1:25,9.3,303,0.6,65
2023-03-01 1:30,9.3,326,0.6,65
2023-03-01 1:35,9.3,337,0.4,66
2023-03-01 1:40,9.3,343,0.3,66
2023-03-01 1:45,9.2,312,0.2,66
2023-03-01 1:50,8.9,352,0.4,67
2023-03-01 1:55,8.6,340,0.4,68
2023-03-01 2:00,8.6,342,0.3,68
2023-03-01 2:05,8.6,338,0.4,68
2023-03-01 2:10,8.6,349,0.2,68
2023-03-01 2:15,8.6,333,0.2,68
2023-03-01 2:20,8.6,256,0,68
2023-03-01 2:25,8.5,0,0,68
2023-03-01 2:30,8.3,304,0.4,69
2023-03-01 2:35,8.2,321,0.2,70
2023-03-01 2:40,8.1,310,0.2,70
2023-03-01 2:45,8.1,334,0.4,70
2023-03-01 2:50,8.1,354,0.1,70
2023-03-01 2:55,8.2,0,0,70
2023-03-01 3:00,8.2,341,0.3,69
2023-03-01 3:05,8.2,307,0.1,69
2023-03-01 3:10,8.2,33,0.4,69
2023-03-01 3:15,8.2,332,0.3,69
2023-03-01 3:20,8.2,11,0.5,69
2023-03-01 3:25,8.1,326,0.2,69
2023-03-01 3:30,8,346,0.5,70
2023-03-01 3:35,7.6,334,0.8,72
2023-03-01 3:40,7.3,334,0.7,73
2023-03-01 3:45,7.2,334,1.1,73
2023-03-01 3:50,7.2,326,0.3,73
2023-03-01 3:55,7.2,337,0.4,73
2023-03-01 4:00,7.1,334,0.9,73
2023-03-01 4:05,7.1,338,0.6,74
2023-03-01 4:10,7.1,340,0.6,73
2023-03-01 4:15,7.1,329,0.1,73
2023-03-01 4:20,7.3,281,0,72
2023-03-01 4:25,7.3,334,0.3,72
2023-03-01 4:30,7.2,340,0.3,72
2023-03-01 4:35,7.2,320,0.6,73
2023-03-01 4:40,7.1,333,0.6,73
2023-03-01 4:45,7.1,311,0.1,73
2023-03-01 4:50,7.1,327,0.5,73
2023-03-01 4:55,7.1,313,0.4,73
2023-03-01 5:00,7.1,340,0.5,73
2023-03-01 5:05,7.1,330,0.8,73
2023-03-01 5:10,7,336,0.6,73
2023-03-01 5:15,7,333,0.6,74
2023-03-01 5:20,7.1,331,0.2,73
2023-03-01 5:25,7,310,0.5,74
2023-03-01 5:30,6.9,327,0.6,74
2023-03-01 5:35,6.9,338,0.5,74
2023-03-01 5:40,6.9,320,0.6,74
2023-03-01 5:45,6.8,276,0.1,74
2023-03-01 5:50,6.9,304,0.1,73
2023-03-01 5:55,6.9,325,0.6,73
2023-03-01 6:00,6.8,336,0.7,74
2023-03-01 6:05,6.9,296,0,74
2023-03-01 6:10,6.9,0,0,73
2023-03-01 6:15,6.8,339,0.3,74
2023-03-01 6:20,6.9,317,0.2,74
2023-03-01 6:25,7,40,0.1,73
2023-03-01 6:30,7,20,0.3,73
2023-03-01 6:35,7,6,0.2,73
2023-03-01 6:40,7,1,0.2,74
2023-03-01 6:45,7,68,0.3,74
2023-03-01 6:50,7,71,0.6,75
2023-03-01 6:55,6.9,38,0.2,76
2023-03-01 7:00,6.9,106,0.3,76
2023-03-01 7:05,6.9,48,0.3,75
2023-03-01 7:10,6.9,32,0.2,75
2023-03-01 7:15,7,328,0.2,74
2023-03-01 7:20,7.1,332,0.2,73
2023-03-01 7:25,7.1,309,0.1,74
2023-03-01 7:30,7.1,338,0.3,73
2023-03-01 7:35,7.1,330,0.7,74
2023-03-01 7:40,6.9,325,0.4,76
2023-03-01 7:45,6.9,290,0.2,76
2023-03-01 7:50,6.9,312,0.4,76
2023-03-01 7:55,6.9,324,0.3,76
2023-03-01 8:00,6.7,338,1,75
2023-03-01 8:05,6.7,349,0.4,76
2023-03-01 8:10,6.7,330,0.6,75
2023-03-01 8:15,6.8,326,0.6,75
2023-03-01 8:20,7,330,0.7,74
2023-03-01 8:25,7,309,0.6,74
2023-03-01 8:30,7,321,0.4,74
2023-03-01 8:35,7.1,236,0.2,74
2023-03-01 8:40,7.3,199,0.2,73
2023-03-01 8:45,7.5,0,0,72
2023-03-01 8:50,7.5,356,0.3,72
2023-03-01 8:55,7.5,0,0,72
2023-03-01 9:00,7.5,257,0.3,72
2023-03-01 9:05,7.6,288,0.5,71
2023-03-01 9:10,7.6,304,0,71
2023-03-01 9:15,7.7,20,0,71
2023-03-01 9:20,7.8,325,0.1,70
2023-03-01 9:25,7.9,340,0.1,70
2023-03-01 9:30,8,136,0.4,70
2023-03-01 9:35,8.1,0,0,69
2023-03-01 9:40,8.2,342,0.1,69
2023-03-01 9:45,8.2,2,0.1,69
2023-03-01 9:50,8.3,22,0.4,69
2023-03-01 9:55,8.4,15,0.2,69
2023-03-01 10:00,8.5,88,0.2,69
2023-03-01 10:05,8.6,87,0.6,70
2023-03-01 10:10,8.6,47,0.3,71
2023-03-01 10:15,8.6,319,0.4,72
2023-03-01 10:20,9,312,0.3,71
2023-03-01 10:25,9.1,328,0.2,71
2023-03-01 10:30,9.2,33,0.4,70
2023-03-01 10:35,9.6,191,0.3,69
2023-03-01 10:40,9.8,162,0.3,68
2023-03-01 10:45,10.2,176,0.3,67
2023-03-01 10:50,10.2,137,1.1,66
2023-03-01 10:55,10.2,130,0.6,67
