date,PM2.5,PM10,NO2,SO2,CO,O3
2022-10-01 1:00,80.19,81.33166667,0.0478,0.0057,0.39925,0.051833333
2022-10-01 2:00,78.44833333,79.64833333,0.0476,0.006,0.397083333,0.045516667
2022-10-01 3:00,73.40333333,74.48166667,0.0422,0.005966667,0.3948,0.04435
2022-10-01 4:00,72.415,73.38,0.041366667,0.005933333,0.389,0.04275
2022-10-01 5:00,72.97,75.82333333,0.04095,0.006,0.386866667,0.037033333
2022-10-01 6:00,68.56,69.855,0.043666667,0.006,0.390116667,0.034383333
2022-10-01 7:00,65.24166667,66.59666667,0.042733333,0.006,0.386183333,0.034133333
2022-10-01 8:00,67.265,67.86166667,0.036433333,0.006,0.39735,0.031033333
2022-10-01 9:00,65.35666667,65.73166667,0.026916667,0.005933333,0.416533333,0.02705
2022-10-01 10:00,70.25333333,70.74833333,0.02485,0.005266667,0.438866667,0.0388
2022-10-01 11:00,75.25166667,75.80833333,0.020266667,0.005,0.439266667,0.061916667
2022-10-01 12:00,65.42166667,65.81,0.019633333,0.004966667,0.420566667,0.067016667
2022-10-01 13:00,43.705,43.85333333,0.013366667,0.00465,0.3934,0.067516667
2022-10-01 14:00,24.24833333,24.265,0.0116,0.004816667,0.385383333,0.044933333
2022-10-01 15:00,45.88166667,46.00666667,0.020066667,0.004833333,0.427366667,0.066716667
2022-10-01 16:00,36.53,36.595,0.023033333,0.004966667,0.3935,0.07395
2022-10-01 17:00,34,34.055,0.034433333,0.005,0.379083333,0.0854
2022-10-01 18:00,36.15833333,36.215,0.036883333,0.005,0.372816667,0.087516667
2022-10-01 19:00,46.10333333,46.23166667,0.055633333,0.005,0.37185,0.09215
2022-10-01 20:00,51.03166667,51.175,0.05445,0.005,0.390116667,0.08035
2022-10-01 21:00,49,49.11166667,0.051683333,0.00515,0.3984,0.0704
2022-10-01 22:00,49.24666667,49.34,0.0485,0.005866667,0.40725,0.052066667
2022-10-01 23:00,35.025,35.085,0.03395,0.005116667,0.3793,0.05035
2022-10-02 0:00,34.655,34.71,0.036866667,0.0054,0.369316667,0.049966667
2022-10-02 1:00,35.60833333,35.70833333,0.036283333,0.0054,0.36705,0.048733333
2022-10-02 2:00,36.11666667,36.205,0.03555,0.005416667,0.363883333,0.046466667
2022-10-02 3:00,36.475,36.57666667,0.02885,0.00505,0.361766667,0.04645
2022-10-02 4:00,38.99666667,39.11166667,0.035733333,0.005166667,0.356783333,0.0485
2022-10-02 5:00,40.42166667,40.56666667,0.041466667,0.0059,0.358116667,0.045533333
2022-10-02 6:00,43.295,43.48833333,0.0386,0.005983333,0.362133333,0.03985
2022-10-02 7:00,42.67666667,42.92833333,0.034183333,0.005766667,0.365166667,0.03725
2022-10-02 8:00,46.03333333,46.21833333,0.03925,0.005983333,0.370216667,0.038333333
2022-10-02 9:00,45.88,46.21,0.02835,0.005533333,0.370516667,0.03525
2022-10-02 10:00,44.225,44.40833333,0.0274,0.005533333,0.380183333,0.036183333
2022-10-02 11:00,37.46,37.52166667,0.0155,0.005,0.398383333,0.0401
2022-10-02 12:00,26.92333333,26.935,0.010066667,0.004633333,0.467383333,0.0712
2022-10-02 13:00,11.78833333,11.78833333,0.00875,0.004,0.401883333,0.06735
2022-10-02 14:00,9.298333333,9.298333333,0.013366667,0.004033333,0.332533333,0.068183333
2022-10-02 15:00,9.435,9.435,0.01515,0.004016667,0.318433333,0.0815
2022-10-02 16:00,10.77,10.77,0.0238,0.004116667,0.3337,0.095333333
2022-10-02 17:00,10.81,10.81,0.031283333,0.004583333,0.336016667,0.0937
2022-10-02 18:00,13.07833333,13.07833333,0.03635,0.004966667,0.331266667,0.090983333
2022-10-02 19:00,15.17666667,15.17666667,0.042916667,0.005,0.33275,0.0918
2022-10-02 20:00,17.20333333,17.20333333,0.049316667,0.005,0.330116667,0.095183333
2022-10-02 21:00,17.47457627,17.47627119,0.051983051,0.005,0.331949153,0.092288136
2022-10-02 22:00,19.85833333,19.85833333,0.04815,0.005,0.33565,0.080133333
2022-10-02 23:00,17.61166667,17.615,0.04165,0.005,0.32615,0.073033333
2022-10-03 0:00,17.81333333,17.81333333,0.0404,0.005,0.32655,0.0694
2022-10-03 1:00,14.02666667,14.02833333,0.042966667,0.005,0.32445,0.069883333
2022-10-03 2:00,15.345,15.345,0.038266667,0.005,0.326033333,0.05735
2022-10-03 3:00,16.35333333,16.35833333,0.03985,0.005,0.3301,0.059116667
2022-10-03 4:00,15.7,15.71333333,0.042,0.005,0.330316667,0.059433333
2022-10-03 5:00,16.14666667,16.17333333,0.0436,0.005066667,0.334783333,0.047483333
2022-10-03 6:00,15.45833333,15.48833333,0.044883333,0.005,0.338033333,0.054316667
2022-10-03 7:00,15.84666667,15.865,0.043216667,0.005,0.34285,0.044583333
2022-10-03 8:00,14.16,14.18333333,0.0418,0.005,0.349416667,0.040916667
2022-10-03 9:00,14.10833333,14.13333333,0.040033333,0.005,0.351816667,0.038066667
2022-10-03 10:00,13.205,13.21833333,0.0361,0.005,0.3585,0.038983333
2022-10-03 11:00,13.68,13.69,0.029333333,0.005,0.363516667,0.034016667
2022-10-03 12:00,14.00666667,14.025,0.024583333,0.005,0.365433333,0.032483333
2022-10-03 13:00,13.62833333,13.65333333,0.024833333,0.005,0.363666667,0.034266667
2022-10-03 14:00,15.33666667,15.34333333,0.02555,0.005,0.376566667,0.037433333
2022-10-03 15:00,16.275,16.285,0.031683333,0.005,0.393633333,0.042183333
2022-10-03 16:00,16.005,16.03666667,0.035416667,0.005,0.370766667,0.039483333
2022-10-03 17:00,15.63333333,15.66666667,0.033483333,0.005,0.373766667,0.040816667
2022-10-03 18:00,12.99333333,13.02,0.036516667,0.005,0.36525,0.039816667
2022-10-03 19:00,11.08833333,11.105,0.0331,0.005,0.371466667,0.032716667
2022-10-03 20:00,11.57333333,11.58166667,0.030166667,0.005,0.353716667,0.0339
2022-10-03 21:00,13.54,13.57,0.030583333,0.005,0.350833333,0.035216667
2022-10-03 22:00,17.24833333,17.32166667,0.038266667,0.005066667,0.3749,0.040483333
2022-10-03 23:00,16.79333333,16.82666667,0.041033333,0.005,0.353933333,0.043683333
2022-10-04 0:00,15.96666667,16.02333333,0.033983333,0.005,0.35205,0.041516667
2022-10-04 1:00,14.635,14.695,0.03075,0.005,0.352683333,0.036866667
2022-10-04 2:00,12.75666667,12.76833333,0.032916667,0.005,0.354883333,0.037533333
2022-10-04 3:00,13.85166667,13.86333333,0.034966667,0.005,0.357583333,0.042766667
2022-10-04 4:00,19.12833333,19.20333333,0.0469,0.005,0.368766667,0.057266667
2022-10-04 5:00,3.248333333,3.366666667,0.032083333,0.005116667,0.397366667,0.041666667
2022-10-04 6:00,1.918333333,2.418333333,0.03295,0.006,0.402,0.021566667
2022-10-04 7:00,2.53,3.196666667,0.030416667,0.006,0.374033333,0.018216667
2022-10-04 8:00,3.77,4.425,0.02985,0.006,0.34895,0.018233333
2022-10-04 9:00,3.003333333,3.533333333,0.031966667,0.006,0.344566667,0.0189
2022-10-04 10:00,2.13,2.438333333,0.032066667,0.006,0.345333333,0.019566667
2022-10-04 11:00,3.311666667,3.901666667,0.02655,0.006,0.346183333,0.018466667
2022-10-04 12:00,5.138333333,5.285,0.021716667,0.006,0.345916667,0.0182
2022-10-04 13:00,4.848333333,4.916666667,0.023566667,0.006,0.339033333,0.020583333
2022-10-04 14:00,4.37,4.423333333,0.027283333,0.005966667,0.32925,0.027216667
2022-10-04 15:00,3.645,3.768333333,0.020666667,0.005883333,0.330116667,0.0242
2022-10-04 16:00,3.78,4.028333333,0.034483333,0.006,0.31515,0.033633333
2022-10-04 17:00,3.463333333,3.808333333,0.0372,0.00595,0.301933333,0.03885
2022-10-04 18:00,3.518333333,3.948333333,0.038216667,0.006,0.29375,0.040216667
2022-10-04 19:00,3.713333333,4.158333333,0.03915,0.006,0.29085,0.040616667
