no,device_id,pm25,pm10,temp,humi,reg_date
3711312,D0011,29.8,29.8,12.6,56.3,2023-04-01 02:29:55.328206
3711330,D0011,31.1,31.2,12.6,56.5,2023-04-01 02:30:55.333943
3711348,D0011,30.8,30.8,12.6,56.4,2023-04-01 02:31:55.336916
3711366,D0011,30.7,30.7,12.7,56.5,2023-04-01 02:32:55.333003
3711384,D0011,28.6,28.6,12.6,56.4,2023-04-01 02:33:55.340004
3711402,D0011,27.5,27.5,12.6,56.2,2023-04-01 02:34:55.338031
3711420,D0011,27.8,27.9,12.5,56.1,2023-04-01 02:35:55.346485
3711439,D0011,29.8,30.0,12.5,56.1,2023-04-01 02:36:55.346039
3711456,D0011,28.8,28.8,12.5,55.8,2023-04-01 02:37:55.353909
3711475,D0011,31.0,31.0,12.6,56.1,2023-04-01 02:38:56.354512
3711492,D0011,29.5,29.5,12.6,56.4,2023-04-01 02:39:55.345489
3711510,D0011,31.4,31.4,12.5,56.4,2023-04-01 02:40:55.354245
3711528,D0011,31.3,31.3,12.4,56.6,2023-04-01 02:41:55.37251
3711546,D0011,31.8,31.8,12.5,56.5,2023-04-01 02:42:55.356196
3711565,D0011,30.7,30.7,12.5,56.6,2023-04-01 02:43:56.361569
3711583,D0011,31.5,31.8,12.4,56.8,2023-04-01 02:44:56.362365
3711600,D0011,31.9,32.2,12.5,56.7,2023-04-01 02:45:55.371691
3711618,D0011,31.0,31.3,12.5,56.7,2023-04-01 02:46:55.379137
3711636,D0011,30.4,30.4,12.5,56.6,2023-04-01 02:47:55.36219
3711654,D0011,30.3,30.3,12.5,56.8,2023-04-01 02:48:55.371627
3711672,D0011,30.5,30.5,12.4,56.9,2023-04-01 02:49:55.372948
3711690,D0011,30.0,30.0,12.4,56.9,2023-04-01 02:50:55.373055
3711708,D0011,31.5,31.5,12.4,57.0,2023-04-01 02:51:55.380006
3711726,D0011,31.9,31.9,12.3,57.1,2023-04-01 02:52:55.389787
3711744,D0011,30.6,30.6,12.3,57.0,2023-04-01 02:53:55.380359
3711762,D0011,29.9,29.9,12.2,56.8,2023-04-01 02:54:55.385971
3711780,D0011,31.0,31.2,12.2,56.7,2023-04-01 02:55:55.391782
3711798,D0011,31.8,31.8,12.2,56.8,2023-04-01 02:56:55.402184
3711816,D0011,32.6,32.6,12.3,56.8,2023-04-01 02:57:55.391004
3711834,D0011,32.8,32.9,12.3,57.1,2023-04-01 02:58:55.391484
3711852,D0011,31.0,31.0,12.3,57.3,2023-04-01 02:59:55.39417
3711870,D0011,32.0,32.1,12.2,57.5,2023-04-01 03:00:55.401861
3711888,D0011,31.8,31.9,12.2,57.5,2023-04-01 03:01:55.403066
3711906,D0011,32.0,32.0,12.3,57.3,2023-04-01 03:02:55.401678
3711924,D0011,31.7,31.8,12.2,57.6,2023-04-01 03:03:55.413998
3711942,D0011,32.8,32.8,12.2,57.4,2023-04-01 03:04:55.410867
3711960,D0011,32.3,32.3,12.2,57.4,2023-04-01 03:05:55.41459
3711978,D0011,33.6,33.6,12.2,57.4,2023-04-01 03:06:55.412358
3711996,D0011,34.2,34.2,12.2,57.7,2023-04-01 03:07:55.430616
3712014,D0011,33.8,33.8,12.1,57.6,2023-04-01 03:08:55.430941
3712032,D0011,34.6,34.7,12.0,57.9,2023-04-01 03:09:55.420099
3712050,D0011,34.6,34.8,12.0,58.2,2023-04-01 03:10:55.443104
3712068,D0011,33.9,34.0,12.0,58.1,2023-04-01 03:11:55.428952
3712086,D0011,35.5,35.5,12.0,58.0,2023-04-01 03:12:55.467386
3712104,D0011,35.4,35.4,12.0,58.0,2023-04-01 03:13:55.439622
3712122,D0011,36.3,36.3,11.9,58.1,2023-04-01 03:14:55.438888
3712140,D0011,34.5,34.5,11.8,58.1,2023-04-01 03:15:55.441541
3712159,D0011,34.4,34.4,11.9,58.0,2023-04-01 03:16:56.458649
3712176,D0011,35.3,35.5,12.0,57.8,2023-04-01 03:17:55.452452
3712194,D0011,34.9,35.0,12.1,58.1,2023-04-01 03:18:55.458569
3712212,D0011,33.9,33.9,12.0,58.2,2023-04-01 03:19:55.453645
3712230,D0011,35.0,35.0,12.0,58.7,2023-04-01 03:20:55.469488
3712248,D0011,33.7,33.7,11.9,58.7,2023-04-01 03:21:55.476613
3712266,D0011,35.4,35.6,11.9,58.6,2023-04-01 03:22:55.470645
3712284,D0011,34.5,34.5,11.9,58.8,2023-04-01 03:23:55.475987
3712302,D0011,34.6,34.6,11.9,58.8,2023-04-01 03:24:55.471266
3712321,D0011,35.6,35.6,11.8,58.9,2023-04-01 03:25:55.476114
3712338,D0011,35.4,35.5,11.8,59.1,2023-04-01 03:26:55.481024
3712357,D0011,36.2,36.3,11.7,59.3,2023-04-01 03:27:56.482837
3712375,D0011,36.4,36.4,11.7,59.4,2023-04-01 03:28:56.492376
3712392,D0011,35.4,35.4,11.8,59.1,2023-04-01 03:29:55.483705
3712410,D0011,34.7,34.7,11.7,59.3,2023-04-01 03:30:55.4929
3712428,D0011,34.5,34.6,11.6,59.6,2023-04-01 03:31:55.504296
3712446,D0011,34.8,34.9,11.6,59.6,2023-04-01 03:32:55.495095
3712465,D0011,31.6,31.6,11.6,59.5,2023-04-01 03:33:55.498445
3712481,D0011,32.2,32.2,11.4,59.4,2023-04-01 03:34:55.507949
3712499,D0011,30.4,30.4,11.5,59.5,2023-04-01 03:35:55.49987
3712518,D0011,31.7,31.7,11.5,59.2,2023-04-01 03:36:56.516654
3712535,D0011,32.0,32.0,11.6,59.6,2023-04-01 03:37:55.515022
3712553,D0011,31.3,31.3,11.6,60.1,2023-04-01 03:38:55.516383
3712571,D0011,31.9,32.1,11.5,60.4,2023-04-01 03:39:55.525564
3712589,D0011,33.3,33.4,11.5,60.3,2023-04-01 03:40:55.516897
3712607,D0011,34.4,34.4,11.5,60.3,2023-04-01 03:41:55.526577
3712625,D0011,36.4,36.6,11.5,60.2,2023-04-01 03:42:55.527323
3712644,D0011,36.6,36.6,11.6,60.1,2023-04-01 03:43:56.526893
3712661,D0011,36.5,36.5,11.6,59.9,2023-04-01 03:44:55.535569
3712680,D0011,33.5,33.5,11.5,60.1,2023-04-01 03:45:56.534344
3712697,D0011,34.4,34.4,11.5,60.1,2023-04-01 03:46:55.544237
3712715,D0011,34.8,34.8,11.5,60.5,2023-04-01 03:47:55.535894
3712733,D0011,35.2,35.2,11.4,60.4,2023-04-01 03:48:55.544083
3712751,D0011,35.7,35.7,11.4,60.7,2023-04-01 03:49:55.545071
3712770,D0011,38.5,38.5,11.4,60.2,2023-04-01 03:50:56.544281
3712788,D0011,37.2,37.5,11.3,60.4,2023-04-01 03:51:56.553627
3712805,D0011,37.8,37.8,11.2,60.2,2023-04-01 03:52:55.555124
3712823,D0011,37.0,37.2,11.2,59.9,2023-04-01 03:53:55.549233
3712841,D0011,39.5,39.6,11.3,59.6,2023-04-01 03:54:55.562897
3712859,D0011,38.3,38.5,11.4,59.5,2023-04-01 03:55:55.554717
3712877,D0011,40.3,40.3,11.4,59.8,2023-04-01 03:56:55.563973
3712895,D0011,39.9,40.0,11.4,60.1,2023-04-01 03:57:55.558613
3712913,D0011,40.2,40.2,11.4,59.9,2023-04-01 03:58:55.564022
3712931,D0011,41.2,41.3,11.4,59.8,2023-04-01 03:59:55.563801
3712950,D0011,40.8,40.9,11.4,60.0,2023-04-01 04:00:56.573672
3712968,D0011,41.0,41.1,11.4,60.0,2023-04-01 04:01:56.574203
3712985,D0011,42.1,42.2,11.4,60.0,2023-04-01 04:02:55.57477
3713003,D0011,40.8,41.0,11.4,59.8,2023-04-01 04:03:55.583609
3713021,D0011,40.1,40.1,11.4,60.0,2023-04-01 04:04:55.574729
3713039,D0011,40.3,40.5,11.4,60.0,2023-04-01 04:05:55.575249
3713057,D0011,39.2,39.2,11.3,60.3,2023-04-01 04:06:55.603761
3713075,D0011,39.2,39.3,11.2,60.7,2023-04-01 04:07:55.586076
3713094,D0011,37.3,37.4,11.2,61.0,2023-04-01 04:08:56.594457
3713111,D0011,38.0,38.0,11.1,61.2,2023-04-01 04:09:55.594516
3713130,D0011,35.4,35.4,11.1,61.3,2023-04-01 04:10:56.593451
3713147,D0011,37.1,37.1,11.0,60.9,2023-04-01 04:11:55.614581
3713165,D0011,37.1,37.1,11.0,60.7,2023-04-01 04:12:55.594579
3713183,D0011,36.9,36.9,11.2,60.5,2023-04-01 04:13:55.61445
3713202,D0011,36.2,36.2,11.2,60.5,2023-04-01 04:14:56.614948
3713220,D0011,37.0,37.0,11.2,60.8,2023-04-01 04:15:56.614691
3713237,D0011,37.6,37.6,11.1,61.1,2023-04-01 04:16:55.613366
3713255,D0011,38.6,38.6,11.1,61.1,2023-04-01 04:17:55.641832
3713274,D0011,41.0,41.0,11.1,61.1,2023-04-01 04:18:56.61885
3713292,D0011,39.9,40.0,11.1,61.2,2023-04-01 04:19:56.616044
3713310,D0011,43.2,43.4,11.1,61.1,2023-04-01 04:20:56.614358
3713327,D0011,45.7,45.9,11.1,61.1,2023-04-01 04:21:55.615452
3713346,D0011,43.6,43.7,11.1,61.1,2023-04-01 04:22:55.615586
3713363,D0011,43.9,44.0,11.0,61.3,2023-04-01 04:23:55.610717
3713381,D0011,43.1,43.1,10.9,61.4,2023-04-01 04:24:55.610441
3713399,D0011,42.1,42.1,10.9,61.6,2023-04-01 04:25:55.627688
3713417,D0011,43.3,43.4,10.9,61.9,2023-04-01 04:26:55.635688
3713436,D0011,46.1,46.1,10.8,61.8,2023-04-01 04:27:56.625516
3713453,D0011,45.7,45.7,10.7,61.9,2023-04-01 04:28:55.614249
3713471,D0011,47.8,47.8,10.8,61.4,2023-04-01 04:29:55.632347
3713490,D0011,49.3,49.4,10.8,61.0,2023-04-01 04:30:55.624334
3713507,D0011,49.7,49.8,10.8,60.8,2023-04-01 04:31:55.632319
3713525,D0011,49.4,49.4,10.9,60.7,2023-04-01 04:32:55.631159
3713543,D0011,50.1,50.1,10.9,61.2,2023-04-01 04:33:55.639853
3713560,D0011,50.9,50.9,10.9,61.2,2023-04-01 04:34:55.634003
3713577,D0011,53.0,53.0,10.9,61.2,2023-04-01 04:35:55.63468
3713594,D0011,52.1,52.1,11.0,61.0,2023-04-01 04:36:55.640252
3713611,D0011,48.9,48.9,11.0,61.0,2023-04-01 04:37:55.640178
3713629,D0011,48.1,48.1,11.0,60.9,2023-04-01 04:38:56.656081
3713645,D0011,50.2,50.2,11.0,61.1,2023-04-01 04:39:55.647803
3713662,D0011,52.9,52.9,10.9,61.0,2023-04-01 04:40:55.646907
3713679,D0011,52.5,52.6,10.9,61.5,2023-04-01 04:41:55.650077
3713697,D0011,52.9,52.9,10.9,61.3,2023-04-01 04:42:56.656265
3713714,D0011,54.1,54.3,10.9,61.4,2023-04-01 04:43:56.666036
3713730,D0011,55.9,56.0,10.8,61.5,2023-04-01 04:44:55.649044
3713747,D0011,54.7,54.7,10.8,61.9,2023-04-01 04:45:55.667545
3713764,D0011,52.9,52.9,10.8,61.6,2023-04-01 04:46:55.659298
3713781,D0011,53.0,53.0,10.7,61.6,2023-04-01 04:47:55.675996
3713798,D0011,54.2,54.2,10.6,61.5,2023-04-01 04:48:55.658579
3713815,D0011,53.4,53.4,10.6,61.1,2023-04-01 04:49:55.664182
3713833,D0011,53.4,53.4,10.7,60.9,2023-04-01 04:50:56.674339
3713850,D0011,52.7,52.7,10.9,60.8,2023-04-01 04:51:56.678641
3713867,D0011,50.8,50.8,10.9,61.2,2023-04-01 04:52:56.679222
3713883,D0011,51.7,51.7,10.8,61.7,2023-04-01 04:53:55.691454
3713900,D0011,51.8,51.8,10.8,61.9,2023-04-01 04:54:55.683458
3713917,D0011,49.6,49.6,10.9,61.5,2023-04-01 04:55:55.694211
3713935,D0011,49.6,49.6,10.8,61.5,2023-04-01 04:56:56.697017
3713951,D0011,49.8,49.8,10.9,61.6,2023-04-01 04:57:55.707149
3713968,D0011,46.8,46.9,10.8,61.6,2023-04-01 04:58:55.700432
3713985,D0011,49.2,49.2,10.9,61.5,2023-04-01 04:59:55.711274
3714002,D0011,47.8,47.8,10.9,61.4,2023-04-01 05:00:55.719658
3714019,D0011,48.7,48.7,10.9,61.3,2023-04-01 05:01:55.711777
3714036,D0011,47.6,47.6,10.9,61.3,2023-04-01 05:02:55.728015
3714054,D0011,47.0,47.0,10.9,61.6,2023-04-01 05:03:56.751659
3714071,D0011,46.8,46.9,10.9,61.7,2023-04-01 05:04:56.742384
3714088,D0011,46.8,46.9,10.8,61.8,2023-04-01 05:05:56.742412
3714104,D0011,44.1,44.2,10.7,61.4,2023-04-01 05:06:55.727676
3714122,D0011,39.1,39.1,10.7,61.2,2023-04-01 05:07:56.738074
3714138,D0011,41.5,41.5,10.8,61.0,2023-04-01 05:08:55.738227
3714156,D0011,40.5,40.5,10.9,61.0,2023-04-01 05:09:56.748322
3714172,D0011,42.5,42.5,10.9,61.3,2023-04-01 05:10:55.738503
3714189,D0011,41.2,41.4,10.9,61.5,2023-04-01 05:11:55.749798
3714206,D0011,46.3,46.4,10.9,61.8,2023-04-01 05:12:55.760387
3714223,D0011,42.9,43.1,10.9,61.6,2023-04-01 05:13:55.750751
3714240,D0011,40.2,40.3,11.0,61.4,2023-04-01 05:14:55.780382
3714258,D0011,41.1,41.1,10.9,61.5,2023-04-01 05:15:56.759886
3714274,D0011,42.8,42.8,10.9,61.6,2023-04-01 05:16:55.770883
3714291,D0011,43.7,43.7,11.0,61.6,2023-04-01 05:17:55.766531
3714308,D0011,43.4,43.6,11.0,61.3,2023-04-01 05:18:55.762733
3714325,D0011,44.7,45.0,11.0,61.3,2023-04-01 05:19:55.774529
3714343,D0011,42.9,42.9,11.0,61.4,2023-04-01 05:20:56.78907
3714359,D0011,39.7,39.8,11.0,61.3,2023-04-01 05:21:55.77643
3714376,D0011,42.6,42.7,10.9,61.7,2023-04-01 05:22:55.783313
3714393,D0011,40.0,40.2,10.8,61.5,2023-04-01 05:23:55.77631
3714410,D0011,37.1,37.1,10.8,61.5,2023-04-01 05:24:55.783739
3714427,D0011,43.2,43.2,10.8,61.3,2023-04-01 05:25:55.792042
3714445,D0011,41.5,41.6,10.8,61.1,2023-04-01 05:26:56.789759
3714462,D0011,39.8,39.9,10.9,60.7,2023-04-01 05:27:55.796966
3714479,D0011,37.1,37.3,11.0,60.7,2023-04-01 05:28:56.801928
3714495,D0011,35.8,35.8,11.0,61.0,2023-04-01 05:29:55.785708
3714512,D0011,40.7,40.8,11.0,61.4,2023-04-01 05:30:55.796182
3714530,D0011,37.9,37.9,10.9,61.5,2023-04-01 05:31:56.794557
3714546,D0011,41.8,42.0,10.9,61.5,2023-04-01 05:32:55.795033
3714563,D0011,39.4,39.4,11.0,61.6,2023-04-01 05:33:55.795923
3714581,D0011,38.9,39.1,10.9,61.3,2023-04-01 05:34:56.820006
3714598,D0011,42.8,43.0,11.0,61.3,2023-04-01 05:35:56.811573
3714615,D0011,44.7,44.8,10.9,61.7,2023-04-01 05:36:56.817547
3714632,D0011,44.6,44.6,11.0,61.7,2023-04-01 05:37:56.819286
3714649,D0011,44.6,44.7,11.0,61.7,2023-04-01 05:38:56.812481
3714665,D0011,43.0,43.0,10.9,61.9,2023-04-01 05:39:55.82024
3714683,D0011,43.3,43.4,10.9,61.7,2023-04-01 05:40:56.826442
3714700,D0011,42.5,42.8,10.8,61.8,2023-04-01 05:41:56.819366
3714717,D0011,41.9,42.0,10.7,61.4,2023-04-01 05:42:56.819506
3714734,D0011,39.9,40.0,10.7,60.9,2023-04-01 05:43:56.819435
3714751,D0011,40.5,40.5,10.8,60.9,2023-04-01 05:44:56.834134
3714768,D0011,41.1,41.2,10.9,61.3,2023-04-01 05:45:56.84612
3714785,D0011,41.2,41.2,10.9,61.3,2023-04-01 05:46:56.845674
3714802,D0011,43.0,43.2,10.8,61.4,2023-04-01 05:47:56.856466
3714818,D0011,42.4,42.6,10.9,61.5,2023-04-01 05:48:55.83787
3714835,D0011,43.4,43.8,10.9,61.3,2023-04-01 05:49:55.830896
3714853,D0011,42.2,42.5,10.9,61.4,2023-04-01 05:50:56.854257
3714870,D0011,41.8,42.1,10.9,61.3,2023-04-01 05:51:56.854031
3714886,D0011,41.7,41.7,10.9,61.5,2023-04-01 05:52:55.847838
3714903,D0011,41.6,41.6,10.9,61.3,2023-04-01 05:53:55.859426
3714920,D0011,40.1,40.1,10.8,61.5,2023-04-01 05:54:55.852344
3714938,D0011,40.5,40.6,10.8,61.4,2023-04-01 05:55:56.855696
3714955,D0011,40.8,41.2,10.8,61.5,2023-04-01 05:56:56.867488
3714971,D0011,40.7,40.8,10.7,61.6,2023-04-01 05:57:55.856444
3714988,D0011,38.8,38.9,10.7,61.7,2023-04-01 05:58:55.861102
3715005,D0011,41.7,41.8,10.6,61.5,2023-04-01 05:59:55.866523
3715022,D0011,39.8,39.9,10.6,61.3,2023-04-01 06:00:55.865584
3715040,D0011,39.5,39.7,10.6,61.3,2023-04-01 06:01:56.880976
3715057,D0011,38.4,38.4,10.7,61.3,2023-04-01 06:02:56.881966
3715074,D0011,38.8,39.0,10.7,61.8,2023-04-01 06:03:56.874171
3715090,D0011,40.8,40.9,10.6,62.2,2023-04-01 06:04:55.866182
3715108,D0011,36.8,36.9,10.5,62.5,2023-04-01 06:05:56.897965
3715125,D0011,39.1,39.1,10.5,62.5,2023-04-01 06:06:56.880936
3715142,D0011,37.4,37.6,10.6,62.5,2023-04-01 06:07:56.881945
3715158,D0011,38.8,38.8,10.6,62.5,2023-04-01 06:08:55.871922
3715175,D0011,38.6,39.0,10.6,62.3,2023-04-01 06:09:55.87426
3715193,D0011,37.6,37.6,10.6,62.3,2023-04-01 06:10:56.908788
3715209,D0011,40.5,40.5,10.6,62.2,2023-04-01 06:11:55.89853
3715227,D0011,40.7,40.7,10.7,62.3,2023-04-01 06:12:56.898981
3715244,D0011,40.3,40.4,10.6,62.2,2023-04-01 06:13:56.891285
3715261,D0011,39.9,40.0,10.6,62.3,2023-04-01 06:14:56.907525
3715278,D0011,41.7,41.7,10.6,62.7,2023-04-01 06:15:56.908213
3715294,D0011,43.3,43.5,10.5,62.1,2023-04-01 06:16:55.890956
3715312,D0011,42.3,42.4,10.5,61.9,2023-04-01 06:17:56.916648
3715329,D0011,42.8,43.0,10.5,61.6,2023-04-01 06:18:56.917704
3715345,D0011,41.8,41.9,10.6,61.4,2023-04-01 06:19:55.927551
3715362,D0011,43.2,43.4,10.7,61.7,2023-04-01 06:20:55.899283
3715379,D0011,41.7,41.9,10.8,61.6,2023-04-01 06:21:55.91997
3715397,D0011,39.3,39.3,10.7,61.8,2023-04-01 06:22:56.926757
3715414,D0011,38.8,38.8,10.7,61.9,2023-04-01 06:23:56.918002
3715431,D0011,42.1,42.2,10.7,61.8,2023-04-01 06:24:55.912381
3715447,D0011,42.2,42.3,10.7,62.2,2023-04-01 06:25:55.92828
3715464,D0011,41.0,41.0,10.7,61.9,2023-04-01 06:26:55.919382
3715481,D0011,43.7,44.0,10.7,61.9,2023-04-01 06:27:55.927133
3715498,D0011,43.5,43.6,10.8,61.8,2023-04-01 06:28:55.928332
3715515,D0011,43.3,43.4,10.8,61.8,2023-04-01 06:29:55.927928
3715533,D0011,42.5,42.5,10.7,61.7,2023-04-01 06:30:56.943974
3715550,D0011,42.7,42.8,10.7,61.6,2023-04-01 06:31:56.936502
3715567,D0011,42.1,42.4,10.7,61.7,2023-04-01 06:32:55.937361
3715584,D0011,43.1,43.2,10.7,61.7,2023-04-01 06:33:56.956685
3715600,D0011,42.2,42.2,10.6,61.4,2023-04-01 06:34:55.952202
3715618,D0011,40.4,40.4,10.5,61.2,2023-04-01 06:35:56.97113
3715635,D0011,42.5,42.6,10.6,61.0,2023-04-01 06:36:56.966333
3715652,D0011,41.4,41.5,10.8,60.9,2023-04-01 06:37:56.977164
3715669,D0011,42.4,42.4,10.8,61.2,2023-04-01 06:38:56.971094
3715685,D0011,44.2,44.3,10.8,61.5,2023-04-01 06:39:55.966035
3715703,D0011,42.2,42.2,10.8,61.2,2023-04-01 06:40:56.991341
3715720,D0011,43.2,43.4,10.8,61.4,2023-04-01 06:41:56.975008
3715736,D0011,43.3,43.4,10.8,61.7,2023-04-01 06:42:55.985566
3715753,D0011,42.9,43.0,10.9,61.5,2023-04-01 06:43:55.996394
3715770,D0011,44.0,44.2,10.9,61.3,2023-04-01 06:44:55.990661
3715788,D0011,42.6,42.9,10.8,61.5,2023-04-01 06:45:56.99959
3715804,D0011,42.4,42.6,10.9,61.5,2023-04-01 06:46:55.999986
3715822,D0011,42.8,43.1,10.9,61.4,2023-04-01 06:47:57.007919
