no,device_id,pm25,pm10,temp,humi,reg_date
928796,D0011,26.7,26.8,0.7,53.9,2023-01-01 01:00:53.653397
928814,D0011,27.4,27.4,0.7,54.0,2023-01-01 01:01:53.662661
928832,D0011,27.2,27.3,0.7,53.8,2023-01-01 01:02:53.66297
928850,D0011,26.9,27.0,0.7,53.7,2023-01-01 01:03:53.666556
928868,D0011,24.4,24.6,0.7,53.5,2023-01-01 01:04:53.663543
928886,D0011,24.1,24.3,0.7,53.6,2023-01-01 01:05:53.666242
928904,D0011,24.7,24.9,0.6,53.4,2023-01-01 01:06:53.673226
928922,D0011,27.5,27.6,0.5,53.3,2023-01-01 01:07:53.673802
928940,D0011,27.8,27.9,0.5,53.2,2023-01-01 01:08:53.682624
928958,D0011,28.8,28.9,0.7,53.2,2023-01-01 01:09:53.683155
928976,D0011,27.8,27.9,0.8,53.4,2023-01-01 01:10:53.684701
928994,D0011,27.8,27.9,0.8,53.7,2023-01-01 01:11:53.683203
929012,D0011,27.7,27.8,0.8,53.6,2023-01-01 01:12:53.682751
929030,D0011,28.9,28.9,0.8,53.5,2023-01-01 01:13:53.693677
929048,D0011,27.0,27.0,0.8,53.4,2023-01-01 01:14:53.692318
929066,D0011,28.2,28.3,0.7,53.5,2023-01-01 01:15:53.700214
929084,D0011,27.9,27.9,0.7,53.7,2023-01-01 01:16:53.694683
929102,D0011,28.8,28.8,0.7,53.5,2023-01-01 01:17:53.70654
929120,D0011,28.7,28.9,0.8,53.6,2023-01-01 01:18:53.704532
929138,D0011,29.0,29.2,0.7,53.7,2023-01-01 01:19:53.705836
929156,D0011,30.2,30.4,0.7,53.6,2023-01-01 01:20:53.713979
929174,D0011,30.3,30.4,0.6,53.9,2023-01-01 01:21:53.712828
929192,D0011,30.8,30.8,0.5,53.6,2023-01-01 01:22:53.715494
929210,D0011,31.1,31.3,0.4,53.4,2023-01-01 01:23:53.711885
929228,D0011,32.6,32.7,0.6,53.4,2023-01-01 01:24:53.714524
929246,D0011,31.6,31.9,0.6,53.9,2023-01-01 01:25:53.730128
929264,D0011,29.9,30.0,0.6,54.0,2023-01-01 01:26:53.722223
929282,D0011,31.7,31.7,0.6,54.3,2023-01-01 01:27:52.727009
929300,D0011,32.0,32.1,0.6,54.1,2023-01-01 01:28:53.733127
929318,D0011,32.3,32.4,0.7,54.0,2023-01-01 01:29:53.732827
929336,D0011,32.2,32.4,0.7,53.9,2023-01-01 01:30:53.734599
929354,D0011,30.7,30.8,0.7,53.9,2023-01-01 01:31:53.73254
929372,D0011,32.0,32.3,0.6,53.9,2023-01-01 01:32:53.742289
929390,D0011,30.2,30.4,0.6,53.9,2023-01-01 01:33:53.741947
929408,D0011,31.5,31.5,0.6,53.6,2023-01-01 01:34:53.742324
929426,D0011,31.5,31.7,0.5,53.9,2023-01-01 01:35:52.742935
929444,D0011,30.1,30.1,0.4,53.8,2023-01-01 01:36:53.745033
929462,D0011,27.9,28.0,0.4,53.3,2023-01-01 01:37:53.757262
929480,D0011,28.9,28.9,0.2,53.1,2023-01-01 01:38:53.754822
929498,D0011,28.9,29.1,0.3,53.3,2023-01-01 01:39:53.75581
929516,D0011,27.8,28.2,0.5,53.5,2023-01-01 01:40:53.762533
929534,D0011,27.1,27.2,0.5,54.0,2023-01-01 01:41:53.763305
929552,D0011,28.3,28.4,0.4,54.1,2023-01-01 01:42:53.765314
929570,D0011,28.1,28.1,0.4,53.9,2023-01-01 01:43:53.761638
929588,D0011,27.6,27.8,0.4,53.9,2023-01-01 01:44:53.773001
929606,D0011,27.3,27.5,0.3,54.0,2023-01-01 01:45:53.774919
929624,D0011,27.9,28.1,0.3,54.2,2023-01-01 01:46:53.772242
929642,D0011,27.9,28.0,0.3,54.3,2023-01-01 01:47:53.78333
929660,D0011,26.9,27.0,0.3,54.7,2023-01-01 01:48:53.783377
929678,D0011,26.8,26.8,0.3,54.5,2023-01-01 01:49:53.784152
929696,D0011,27.1,27.1,0.2,54.5,2023-01-01 01:50:53.783545
929714,D0011,27.8,27.9,0.3,54.2,2023-01-01 01:51:53.784129
929732,D0011,27.5,27.5,0.2,54.0,2023-01-01 01:52:53.792147
929750,D0011,25.9,26.0,0.1,53.5,2023-01-01 01:53:53.792673
929766,D0011,24.4,24.4,0.2,53.4,2023-01-01 01:54:53.793797
929784,D0011,25.7,25.7,0.4,53.5,2023-01-01 01:55:53.793707
929802,D0011,27.2,27.3,0.4,54.0,2023-01-01 01:56:53.804753
929820,D0011,25.8,25.8,0.4,54.3,2023-01-01 01:57:53.805983
