no,device_id,pm25,pm10,temp,humi,reg_date
3545508,D0011,13.0,13.9,16.5,51.5,2023-03-25 13:28:31.443749
3545527,D0011,13.2,14.2,16.7,50.9,2023-03-25 13:29:31.446578
3545546,D0011,12.0,13.0,17.0,50.5,2023-03-25 13:30:31.447994
3545565,D0011,11.8,12.3,16.9,50.1,2023-03-25 13:31:31.454375
3545584,D0011,12.5,13.0,16.7,51.4,2023-03-25 13:32:31.459067
3545603,D0011,12.6,13.7,16.6,52.6,2023-03-25 13:33:31.459828
3545622,D0011,13.4,14.6,16.6,51.8,2023-03-25 13:34:31.466538
3545641,D0011,12.3,13.2,16.7,51.4,2023-03-25 13:35:31.465773
3545660,D0011,12.5,13.7,16.6,50.5,2023-03-25 13:36:31.467265
3545679,D0011,12.6,13.7,16.7,51.0,2023-03-25 13:37:31.46967
3545698,D0011,12.6,13.8,16.7,50.9,2023-03-25 13:38:31.480434
3545717,D0011,13.3,14.3,16.8,51.1,2023-03-25 13:39:31.478334
3545736,D0011,10.9,11.6,16.9,51.0,2023-03-25 13:40:30.482321
3545756,D0011,12.6,13.3,16.6,51.2,2023-03-25 13:41:31.482316
3545774,D0011,11.8,12.2,16.6,52.2,2023-03-25 13:42:31.485891
3545793,D0011,12.0,12.6,16.6,51.7,2023-03-25 13:43:31.492162
3545812,D0011,12.1,12.6,16.4,50.6,2023-03-25 13:44:31.498952
3545831,D0011,12.4,13.2,16.6,50.4,2023-03-25 13:45:31.494521
3545850,D0011,12.8,13.7,16.7,50.6,2023-03-25 13:46:31.503472
3545869,D0011,12.6,13.6,16.2,51.5,2023-03-25 13:47:31.502635
3545888,D0011,12.4,13.4,16.4,52.1,2023-03-25 13:48:31.502958
3545908,D0011,12.5,13.5,16.5,51.6,2023-03-25 13:49:31.507202
3545926,D0011,11.6,12.5,16.6,51.3,2023-03-25 13:50:31.511757
3545945,D0011,11.0,11.7,16.8,50.5,2023-03-25 13:51:31.517006
3545964,D0011,12.1,12.9,17.0,50.4,2023-03-25 13:52:31.514395
3545983,D0011,11.8,12.5,17.1,50.7,2023-03-25 13:53:31.5232
3546002,D0011,11.7,12.4,16.9,50.6,2023-03-25 13:54:31.527607
3546021,D0011,11.8,12.5,16.7,51.4,2023-03-25 13:55:31.526847
3546040,D0011,12.5,13.2,16.8,52.4,2023-03-25 13:56:31.527843
3546059,D0011,12.1,12.9,16.9,51.5,2023-03-25 13:57:31.528205
3546078,D0011,12.5,13.5,16.8,50.7,2023-03-25 13:58:31.535226
3546097,D0011,12.7,13.6,16.7,52.0,2023-03-25 13:59:31.533982
3546116,D0011,12.8,13.7,16.9,50.7,2023-03-25 14:00:31.538553
3546135,D0011,12.3,13.0,17.0,50.6,2023-03-25 14:01:31.539631
3546154,D0011,12.7,13.6,17.1,50.9,2023-03-25 14:02:31.543949
3546173,D0011,13.1,14.1,17.1,50.8,2023-03-25 14:03:31.548597
3546192,D0011,12.7,13.7,17.2,51.3,2023-03-25 14:04:31.546432
3546211,D0011,12.6,13.5,17.2,50.9,2023-03-25 14:05:31.554971
3546230,D0011,13.0,14.0,17.0,50.8,2023-03-25 14:06:31.547635
3546249,D0011,12.5,13.4,17.0,51.3,2023-03-25 14:07:31.557819
3546268,D0011,12.0,12.8,17.1,51.2,2023-03-25 14:08:31.558047
3546287,D0011,11.1,11.8,17.2,51.1,2023-03-25 14:09:31.559545
3546306,D0011,12.9,13.6,17.1,50.8,2023-03-25 14:10:31.556864
3546325,D0011,12.0,12.9,17.0,51.7,2023-03-25 14:11:31.55339
3546344,D0011,11.7,12.4,17.1,50.7,2023-03-25 14:12:31.561786
3546363,D0011,11.9,12.5,16.8,50.5,2023-03-25 14:13:31.565217
3546382,D0011,11.5,12.1,16.8,51.1,2023-03-25 14:14:31.567865
3546401,D0011,12.7,13.6,16.8,50.1,2023-03-25 14:15:31.566023
3546420,D0011,12.5,13.4,17.0,50.4,2023-03-25 14:16:31.565717
3546439,D0011,12.0,12.8,17.2,50.9,2023-03-25 14:17:31.572395
3546458,D0011,11.5,12.2,17.1,50.7,2023-03-25 14:18:31.574609
3546477,D0011,12.7,13.1,17.0,51.0,2023-03-25 14:19:31.571202
3546496,D0011,12.6,13.5,16.8,51.3,2023-03-25 14:20:31.577757
3546515,D0011,12.5,13.4,16.9,50.7,2023-03-25 14:21:31.582215
3546534,D0011,12.1,12.9,17.0,50.6,2023-03-25 14:22:31.579644
3546553,D0011,12.4,13.0,16.4,51.7,2023-03-25 14:23:31.585205
3546572,D0011,11.8,12.4,16.5,52.5,2023-03-25 14:24:31.58626
3546591,D0011,13.2,14.0,16.6,52.5,2023-03-25 14:25:31.591683
3546610,D0011,13.1,14.1,16.7,52.8,2023-03-25 14:26:31.594519
3546629,D0011,13.6,14.7,16.6,51.6,2023-03-25 14:27:31.592442
3546648,D0011,12.2,13.1,16.6,52.1,2023-03-25 14:28:31.599318
3546667,D0011,11.6,12.5,16.5,52.3,2023-03-25 14:29:31.601143
3546686,D0011,12.6,13.5,16.6,52.7,2023-03-25 14:30:30.593994
3546705,D0011,13.4,14.3,16.7,51.5,2023-03-25 14:31:31.603691
3546724,D0011,12.7,13.7,16.7,52.4,2023-03-25 14:32:31.60488
3546743,D0011,12.0,12.8,16.7,52.4,2023-03-25 14:33:31.608003
3546762,D0011,12.3,13.1,16.8,52.2,2023-03-25 14:34:31.610568
3546781,D0011,13.4,14.3,16.6,51.8,2023-03-25 14:35:31.611235
3546800,D0011,12.7,13.8,16.7,51.3,2023-03-25 14:36:31.61625
3546819,D0011,12.8,13.8,16.8,52.0,2023-03-25 14:37:30.613996
3546838,D0011,12.6,13.6,16.7,52.1,2023-03-25 14:38:31.626683
3546857,D0011,12.6,13.2,16.6,51.9,2023-03-25 14:39:31.621932
3546876,D0011,12.3,12.9,16.7,51.7,2023-03-25 14:40:31.632074
3546896,D0011,12.3,13.0,16.9,51.9,2023-03-25 14:41:31.634556
3546914,D0011,11.9,12.6,17.0,51.2,2023-03-25 14:42:31.639619
3546933,D0011,12.6,13.4,16.9,51.3,2023-03-25 14:43:31.647089
3546952,D0011,12.0,12.8,16.7,51.9,2023-03-25 14:44:31.651652
3546971,D0011,12.7,13.4,16.6,51.9,2023-03-25 14:45:30.653656
3546991,D0011,12.6,13.5,16.7,52.9,2023-03-25 14:46:31.652762
3547008,D0011,12.3,13.2,16.9,51.4,2023-03-25 14:47:31.663187
3547027,D0011,13.4,14.5,17.0,51.8,2023-03-25 14:48:31.660468
3547046,D0011,12.9,13.8,17.1,51.3,2023-03-25 14:49:31.6668
3547065,D0011,13.9,14.9,17.2,51.3,2023-03-25 14:50:31.67226
3547084,D0011,12.6,13.4,17.2,50.4,2023-03-25 14:51:31.672218
3547103,D0011,12.7,13.5,17.2,50.8,2023-03-25 14:52:31.676866
3547122,D0011,13.1,13.8,17.2,51.2,2023-03-25 14:53:31.683065
3547142,D0011,11.7,12.4,17.3,51.1,2023-03-25 14:54:31.69195
3547160,D0011,12.8,13.7,17.3,51.7,2023-03-25 14:55:31.694154
3547179,D0011,12.7,13.9,17.3,51.3,2023-03-25 14:56:31.695907
3547198,D0011,13.9,15.1,17.2,50.9,2023-03-25 14:57:31.692055
3547217,D0011,13.3,14.4,17.1,51.0,2023-03-25 14:58:31.696211
3547236,D0011,12.9,13.8,17.1,52.5,2023-03-25 14:59:31.704539
3547255,D0011,13.1,14.1,17.2,51.5,2023-03-25 15:00:31.701887
3547274,D0011,13.5,14.5,17.3,50.6,2023-03-25 15:01:31.71245
3547293,D0011,12.3,13.2,17.4,51.0,2023-03-25 15:02:31.706035
3547312,D0011,12.9,13.9,17.3,51.1,2023-03-25 15:03:31.714109
3547331,D0011,12.9,14.0,17.4,50.9,2023-03-25 15:04:31.72137
3547350,D0011,12.4,13.4,17.4,50.8,2023-03-25 15:05:31.724729
3547369,D0011,11.6,12.6,17.6,50.5,2023-03-25 15:06:31.729821
3547388,D0011,12.5,13.3,17.6,50.4,2023-03-25 15:07:31.726533
3547407,D0011,12.0,12.8,17.5,51.0,2023-03-25 15:08:31.728377
3547426,D0011,12.8,13.8,17.5,50.4,2023-03-25 15:09:31.740227
3547445,D0011,12.0,13.0,17.5,50.9,2023-03-25 15:10:31.743414
3547464,D0011,12.2,13.2,17.1,51.1,2023-03-25 15:11:31.743289
3547483,D0011,13.6,14.8,16.9,52.0,2023-03-25 15:12:31.745543
3547502,D0011,12.3,13.2,17.0,51.9,2023-03-25 15:13:31.745763
3547521,D0011,12.3,13.2,17.2,50.7,2023-03-25 15:14:31.747609
3547540,D0011,11.7,12.5,17.1,52.1,2023-03-25 15:15:31.743089
3547559,D0011,12.2,12.9,16.6,51.6,2023-03-25 15:16:31.74431
3547578,D0011,13.0,13.9,16.8,51.5,2023-03-25 15:17:31.751657
3547597,D0011,12.8,13.8,16.7,51.1,2023-03-25 15:18:31.750029
3547616,D0011,11.7,12.8,16.7,51.4,2023-03-25 15:19:31.743768
3547635,D0011,11.2,12.1,16.6,51.2,2023-03-25 15:20:31.746133
3547654,D0011,11.7,12.6,16.6,52.8,2023-03-25 15:21:31.747138
3547673,D0011,12.6,13.6,16.7,53.0,2023-03-25 15:22:31.748704
3547692,D0011,11.6,12.5,16.9,52.1,2023-03-25 15:23:31.755715
3547711,D0011,12.3,13.3,17.0,51.6,2023-03-25 15:24:31.759671
3547730,D0011,12.5,13.6,17.1,51.7,2023-03-25 15:25:31.758262
3547749,D0011,11.9,13.1,17.2,51.8,2023-03-25 15:26:31.757656
3547768,D0011,12.0,13.0,16.7,52.0,2023-03-25 15:27:31.758028
3547787,D0011,12.5,13.7,16.7,52.1,2023-03-25 15:28:31.75825
3547806,D0011,11.1,12.1,16.8,51.7,2023-03-25 15:29:31.761299
3547825,D0011,11.7,12.7,17.0,51.4,2023-03-25 15:30:31.775695
3547844,D0011,12.6,13.8,17.0,50.8,2023-03-25 15:31:31.770687
3547863,D0011,13.2,14.3,17.2,51.4,2023-03-25 15:32:31.778825
3547882,D0011,12.9,14.0,17.4,50.2,2023-03-25 15:33:31.773703
3547901,D0011,13.1,14.2,17.5,49.8,2023-03-25 15:34:31.77987
3547920,D0011,13.0,14.1,17.4,50.1,2023-03-25 15:35:31.778608
3547939,D0011,11.5,12.3,17.6,49.5,2023-03-25 15:36:31.781717
3547958,D0011,11.8,12.6,17.6,49.8,2023-03-25 15:37:31.781901
3547977,D0011,12.0,12.9,17.7,49.5,2023-03-25 15:38:31.784066
3547996,D0011,12.0,13.0,17.6,50.3,2023-03-25 15:39:31.78976
3548015,D0011,13.4,14.6,17.3,49.2,2023-03-25 15:40:31.793775
3548034,D0011,12.3,13.3,17.2,49.7,2023-03-25 15:41:31.789916
3548053,D0011,12.4,13.4,17.5,49.8,2023-03-25 15:42:30.796059
3548072,D0011,11.7,12.6,17.3,50.5,2023-03-25 15:43:31.794895
3548091,D0011,13.0,13.9,17.2,50.8,2023-03-25 15:44:31.801016
3548110,D0011,12.2,13.1,17.0,51.6,2023-03-25 15:45:31.806342
3548129,D0011,13.3,14.3,16.9,50.5,2023-03-25 15:46:31.802413
3548148,D0011,11.9,12.8,17.0,50.7,2023-03-25 15:47:31.812623
3548167,D0011,12.2,13.2,17.2,50.9,2023-03-25 15:48:31.811149
3548186,D0011,11.8,12.6,17.4,51.1,2023-03-25 15:49:31.813054
3548205,D0011,12.9,13.9,17.4,51.3,2023-03-25 15:50:30.817661
3548225,D0011,12.2,13.1,17.4,50.8,2023-03-25 15:51:31.82161
3548243,D0011,12.8,13.8,17.3,50.2,2023-03-25 15:52:31.826817
3548262,D0011,12.2,13.1,17.4,50.5,2023-03-25 15:53:31.825941
3548281,D0011,12.2,13.1,17.4,50.5,2023-03-25 15:54:31.833881
3548300,D0011,12.8,13.6,17.4,50.5,2023-03-25 15:55:31.838219
3548319,D0011,13.0,13.7,17.1,50.4,2023-03-25 15:56:31.833427
3548338,D0011,11.4,12.1,17.2,50.9,2023-03-25 15:57:31.838191
3548357,D0011,12.3,13.0,17.1,50.6,2023-03-25 15:58:31.8429
3548377,D0011,12.4,12.8,17.1,50.8,2023-03-25 15:59:31.847218
3548395,D0011,12.3,13.0,17.0,51.2,2023-03-25 16:00:31.851056
3548414,D0011,12.9,13.7,16.9,50.8,2023-03-25 16:01:31.846642
3548433,D0011,12.1,12.9,17.1,50.5,2023-03-25 16:02:31.853257
3548452,D0011,12.9,13.8,17.1,49.5,2023-03-25 16:03:31.856153
3548471,D0011,13.8,14.8,17.0,49.9,2023-03-25 16:04:31.863172
3548490,D0011,13.1,14.2,17.0,50.3,2023-03-25 16:05:31.858054
3548509,D0011,13.0,14.1,17.0,50.7,2023-03-25 16:06:31.861973
3548528,D0011,11.6,12.3,17.2,50.6,2023-03-25 16:07:31.870455
3548547,D0011,12.8,13.5,17.3,50.7,2023-03-25 16:08:31.867781
3548566,D0011,12.4,13.2,17.1,51.1,2023-03-25 16:09:31.872049
3548585,D0011,12.4,13.2,17.1,50.3,2023-03-25 16:10:31.879112
3548604,D0011,13.4,14.4,17.1,51.2,2023-03-25 16:11:31.877313
3548623,D0011,12.7,13.5,17.1,51.3,2023-03-25 16:12:31.879599
3548642,D0011,12.2,13.1,17.1,51.6,2023-03-25 16:13:31.891508
3548661,D0011,12.7,13.7,17.1,50.8,2023-03-25 16:14:31.893101
3548680,D0011,12.8,13.6,17.0,50.7,2023-03-25 16:15:31.890762
3548699,D0011,12.8,13.7,16.8,51.1,2023-03-25 16:16:31.88976
3548718,D0011,13.5,14.6,16.7,50.8,2023-03-25 16:17:31.895368
3548737,D0011,13.0,14.0,16.9,50.7,2023-03-25 16:18:31.903138
3548756,D0011,12.9,13.9,16.9,51.3,2023-03-25 16:19:31.902382
3548774,D0011,12.5,13.4,16.8,51.0,2023-03-25 16:20:31.898365
3548793,D0011,12.8,13.7,16.7,51.3,2023-03-25 16:21:31.900181
3548812,D0011,12.9,13.8,16.9,51.0,2023-03-25 16:22:31.910682
3548831,D0011,12.0,12.8,16.9,51.4,2023-03-25 16:23:31.909517
3548850,D0011,12.6,13.5,17.0,51.7,2023-03-25 16:24:31.908331
3548869,D0011,12.7,13.7,17.0,51.7,2023-03-25 16:25:31.910119
3548888,D0011,11.6,12.4,17.0,51.8,2023-03-25 16:26:31.921353
3548907,D0011,11.1,11.8,17.1,51.7,2023-03-25 16:27:31.915691
3548926,D0011,12.4,13.2,16.9,51.9,2023-03-25 16:28:31.920917
3548945,D0011,12.6,13.6,16.8,51.6,2023-03-25 16:29:31.928755
3548964,D0011,12.2,13.2,16.3,51.8,2023-03-25 16:30:31.931535
3548983,D0011,12.7,13.7,16.1,52.2,2023-03-25 16:31:31.929836
3549002,D0011,12.4,13.3,16.1,52.0,2023-03-25 16:32:31.928412
3549021,D0011,13.3,14.3,16.5,52.0,2023-03-25 16:33:31.935615
3549040,D0011,12.9,13.9,16.6,51.9,2023-03-25 16:34:31.943848
3549059,D0011,12.9,14.0,16.6,52.6,2023-03-25 16:35:31.938235
3549078,D0011,13.0,14.0,16.5,52.6,2023-03-25 16:36:31.942515
3549097,D0011,12.4,13.4,16.7,51.7,2023-03-25 16:37:31.947967
3549116,D0011,12.1,13.0,16.7,50.9,2023-03-25 16:38:31.950427
3549135,D0011,11.6,12.5,16.6,51.2,2023-03-25 16:39:30.949085
3549154,D0011,11.8,12.6,16.7,52.0,2023-03-25 16:40:31.951138
3549173,D0011,12.1,13.0,16.8,51.8,2023-03-25 16:41:31.95788
3549191,D0011,11.5,12.2,16.8,52.1,2023-03-25 16:42:31.95428
3549210,D0011,12.8,13.7,16.7,52.0,2023-03-25 16:43:31.96376
3549229,D0011,12.7,13.6,16.6,52.0,2023-03-25 16:44:31.963656
3549248,D0011,13.0,13.9,16.8,50.6,2023-03-25 16:45:31.964346
3549267,D0011,12.0,12.8,16.9,51.3,2023-03-25 16:46:31.96893
3549286,D0011,12.2,13.0,16.8,49.9,2023-03-25 16:47:30.97031
3549305,D0011,11.9,12.8,16.8,50.0,2023-03-25 16:48:31.974946
3549324,D0011,10.9,11.5,16.9,50.3,2023-03-25 16:49:31.981323
3549343,D0011,12.0,12.8,17.1,50.4,2023-03-25 16:50:31.978474
3549362,D0011,12.2,12.9,17.1,50.0,2023-03-25 16:51:31.977823
3549381,D0011,12.7,13.6,17.1,50.4,2023-03-25 16:52:31.989004
